Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
100 meter,Aab Grete,5156747,31,Eesti,Vrouw,11130,Sprinters,16,13,11,163,53,"[('100 meter', '13.22 s', '937', 7), ('200 meter', '27.35 s', '815', 7), ('400 meter', '1:02.39', '865', 7), ('100 meter horden', '20.15 s', '786', 7), ('400 meter horden', '1:14.00', '842', 7)]",False,,10,12,1,14,1,0,0,11,8
400 meter,Aader Ronald,4999547,35,Eesti,Man,11010,Sprinters,15,16,11,188,89,"[('100 meter', '12.90 s', '796', 7), ('200 meter', '26.38 s', '776', 7), ('400 meter', '56.48 s', '908', 7), ('110 meter horden', '20.07 s', '764', 7), ('400 meter horden', '1:09.71', '780', 7)]",False,,18,9,0,14,0,0,0,7,7
Onbekend,Aarts Janus,5601633,29,Nederland,Man,1830,Snelwandelaars,12,1,11,178,83,"[('10 km snelwandelen', '1h:03:21.76', '569', 6), ('20 km snelwandelen', '2h:03:23.12', '576', 6), ('50 km snelwandelen', '5h:16:02.03', '509', 6)]",False,,19,2,9,2,2,1,1,10,4
Onbekend,Aarts Manon,5628411,21,Nederland,Vrouw,1230,Sprinters,14,1,11,168,72,"[('100 meter', '14.65 s', '684', 7), ('200 meter', '29.34 s', '637', 7), ('400 meter', '1:07.59', '665', 7), ('100 meter horden', '21.16 s', '662', 7), ('400 meter horden', '1:17.33', '733', 7)]",False,,6,3,3,9,3,1,0,9,8
Onbekend,Abad Lara,5675028,24,España,Vrouw,2530,Snelwandelaars,15,1,11,172,68,"[('10 km snelwandelen', '1h:04:41.62', '754', 6), ('20 km snelwandelen', '2h:12:18.54', '689', 6), ('50 km snelwandelen', '5h:25:23.72', '655', 6)]",False,,19,3,10,6,3,1,2,8,10
1.500 meter,Abadexo Sandra,5581365,21,España,Vrouw,1970,Middenafstandslopers,20,2,14,163,54,"[('800 meter', '2:42.20', '602', 7), ('1.500 meter', '5:13.05', '688', 7), ('3.000 meter steeplechase', '17:04.67', '684', 7)]",False,,15,2,9,4,2,2,1,8,10
Kogelstoten,Abadie Robin,5324507,29,France,Man,4810,Werpers,19,6,11,176,68,"[('Kogelstoten', '9.68 m', '156', 6), ('Discuswerpen', '34.81 m', '229', 6), ('Kogelslingeren', '32.95 m', '146', 6), ('Speerwerpen', '37.40 m', '247', 6)]",False,,14,7,3,3,2,1,11,11,10
Onbekend,Aballay Elena,5722300,21,Argentina,Vrouw,1320,Zonder specialiteit,20,1,15,169,60,[],False,,16,10,2,2,7,2,3,0,0
110 meter horden,Aballay Esteban,5488832,23,Argentina,Man,2650,Sprinters,20,3,12,182,79,"[('100 meter', '13.54 s', '673', 7), ('200 meter', '26.71 s', '745', 7), ('400 meter', '1:00.02', '760', 7), ('110 meter horden', '20.09 s', '762', 7), ('400 meter horden', '1:09.77', '778', 7)]",False,,20,4,2,11,3,3,1,9,7
800 meter,Abano Ambrogio,5590245,28,Italia,Man,2830,Middenafstandslopers,13,2,11,178,82,"[('800 meter', '2:18.11', '796', 7), ('1.500 meter', '4:43.93', '704', 7), ('3.000 meter steeplechase', '14:00.64', '729', 7)]",False,,12,2,8,10,3,1,0,11,5
Onbekend,Abano Attilio,5721528,16,Italia,Man,220,Zonder specialiteit,15,1,15,180,82,[],False,,14,2,2,5,0,1,2,0,0
Discuswerpen,Abantos Dácil,5098603,32,España,Vrouw,35950,Werpers,17,13,13,167,64,"[('Kogelstoten', '16.81 m', '765', 6), ('Discuswerpen', '59.00 m', '811', 6), ('Kogelslingeren', '49.56 m', '686', 6), ('Speerwerpen', '45.29 m', '734', 6)]",False,,17,19,0,0,1,0,17,9,9
