Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aas Fredrik,5710869,18,Norge,Man,1210,Zonder specialiteit,13,1,15,170,71,[],False,,11,3,8,1,0,3,10,0,0
Onbekend,Abarca Mario,5711287,16,Chile,Man,520,Zonder specialiteit,20,1,15,163,61,[],False,,18,2,3,2,5,2,1,0,0
Onbekend,Abaza Maskini,5710525,19,Miṣr,Man,110,Zonder specialiteit,12,1,14,186,84,[],False,,6,6,0,2,2,3,3,0,0
Onbekend,Abdul Rahman Bernard,5711093,20,Malaysia,Man,800,Zonder specialiteit,20,1,14,170,69,[],False,,19,3,3,0,6,2,6,0,0
Onbekend,Abela Rhiannon,5710779,24,Malta,Vrouw,1530,Zonder specialiteit,15,1,14,175,71,[],False,,19,10,0,2,3,2,0,0,0
Onbekend,Ābele Edgars,5710060,15,Latvija,Man,900,Zonder specialiteit,17,1,14,164,60,[],False,,14,2,4,10,3,3,1,0,0
Onbekend,Abend Ilai,5710655,22,Yisra'el,Man,1010,Zonder specialiteit,18,1,15,179,83,[],False,,20,2,3,8,3,5,2,0,0
Onbekend,Āboliņa Inguna,5713219,17,Latvija,Vrouw,570,Zonder specialiteit,17,1,14,171,62,[],False,,17,6,0,1,3,7,1,0,0
Onbekend,Āboliņa Marija,5709895,19,Latvija,Vrouw,340,Zonder specialiteit,15,1,14,171,70,[],False,,11,2,8,1,1,2,1,0,0
Onbekend,Abouelkassem Uadjit,5713449,16,Miṣr,Vrouw,660,Zonder specialiteit,17,1,14,174,69,[],False,,16,0,2,4,9,3,2,0,0
Onbekend,Abrahamsen Mie,5711280,18,Danmark,Vrouw,140,Zonder specialiteit,20,1,14,165,58,[],False,,12,5,2,3,3,2,2,0,0
Onbekend,Abramov Ivan,5710964,17,Rossiya,Man,1120,Zonder specialiteit,19,1,15,173,70,[],False,,13,8,1,1,10,1,2,0,0
Onbekend,Abrioux Andréa,5655133,23,France,Vrouw,1980,Werpers,20,1,16,166,66,"[('Kogelstoten', '8.70 m', '118', 3), ('Discuswerpen', '32.37 m', '184', 3), ('Kogelslingeren', '27.22 m', '117', 3), ('Speerwerpen', '26.55 m', '191', 3)]",False,,10,8,1,3,3,2,9,10,7
Onbekend,Abrunhosa Inácio,5630614,17,Portugal,Man,700,Langeafstandslopers,20,1,15,182,89,"[('5.000 meter', '17:44.62', '538', 4), ('10.000 meter', '41:27.24', '503', 4), ('Marathon', '2h:50:20.75', '539', 4)]",False,,14,5,9,5,2,1,1,6,6
Onbekend,Acebo Gaspar,5711640,16,España,Man,930,Zonder specialiteit,20,1,14,168,66,[],False,,20,3,3,0,2,2,1,0,0
Onbekend,Aceituno Nelson,5712447,16,Perú,Man,380,Zonder specialiteit,12,1,15,161,62,[],False,,16,4,1,5,5,2,5,0,0
Onbekend,Aceval Leandro,5711117,21,Chile,Man,500,Zonder specialiteit,11,1,14,181,79,[],False,,16,4,2,2,2,2,7,0,0
