Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Abad Ainhize,5780851,19,España,Vrouw,1790,Werpers,20,1,14,173,66,7,"[('Getto del peso', '6.04 m', '0'), ('Lancio del disco', '23.93 m', '1'), ('Lancio del martello', '20.68 m', '0'), ('Giavellotto', '21.58 m', '47')]",False,,11,3,1,2,2,1,9,7,10
Onbekend,Abadie Hicham,5764175,20,France,Man,1480,Middenafstandslopers,18,1,12,179,79,7,"[('800 Metri', '2:24.57', '681'), ('1500 Metri', '4:46.71', '679'), ('3000 siepi', '14:06.41', '712')]",False,,17,1,11,4,4,3,1,7,5
Onbekend,Aballay Mario,5826679,18,Argentina,Man,380,Zonder specialiteit,19,1,14,186,83,7,[],False,,14,1,3,8,1,2,2,0,0
Onbekend,Abdelaati Ebo,5827297,21,Miṣr,Man,1600,Zonder specialiteit,17,1,14,179,83,7,[],False,,19,10,2,3,3,1,1,0,0
Onbekend,Abdi Patrick,5829517,17,Indonesia,Man,180,Zonder specialiteit,16,1,15,176,79,7,[],False,,8,3,3,1,0,1,7,0,0
Onbekend,Abdilla Marco,5826725,24,Malta,Man,140,Zonder specialiteit,18,1,14,175,75,7,[],False,,12,1,2,4,2,3,5,0,0
Vijfkamp Vrouwen,Abdou Célia,5681786,20,France,Vrouw,1560,Meerkampers,20,3,20,162,67,7,"[('Pentathlon Women - 100 Metres Hurdles', '20.08 s', '769'), ('Pentathlon Women - High Jump', '0.69 m', '450'), ('Pentathlon Women - Shot Put', '4.54 m', '267'), ('Pentathlon Women - Long Jump', '2.93 m', '563'), ('Pentathlon Women - 800 Metres', '2:38.55', '685'), ('Heptathlon - 100 Metres Hurdles', '20.53 s', '709'), ('Heptathlon - High Jump', '0.67 m', '436'), ('Heptathlon - Shot Put', '4.38 m', '257'), ('Heptathlon - 200 Metres', '29.25 s', '533'), ('Heptathlon - Long Jump', '2.84 m', '546'), ('Heptathlon - Javelin Throw', '19.65 m', '414'), ('Heptathlon - 800 Metres', '2:41.56', '632'), ('Pentathlon Women', '2733 p', '547'), ('Heptathlon', '3527 p', '504')]",False,,19,3,2,8,8,3,1,8,6
Onbekend,Abella Amaia,5768265,16,España,Vrouw,1050,Sprinters,20,1,15,173,68,7,"[('100 Metri', '15.23 s', '581'), ('200 Metri', '30.48 s', '534'), ('400 piani', '1:09.90', '576'), ('110 ostacoli', '21.76 s', '588'), ('400 ostacoli', '1:19.60', '655')]",False,,17,9,1,1,3,2,2,7,5
Onbekend,Abrahamian David,5828795,18,Sverige,Man,960,Zonder specialiteit,15,1,15,183,82,7,[],False,,10,2,2,10,2,3,2,0,0
Onbekend,Abrahams Nicholas,5772353,17,Great Britain,Man,770,Snelwandelaars,16,1,15,185,91,7,"[('Marcia 10Km', '1h:05:03.26', '497'), ('Marcia 20Km', '2h:06:47.88', '502'), ('Marcia 50Km', '5h:30:30.79', '382')]",False,,14,1,3,9,2,0,2,5,6
Onbekend,Abuchi Ama,5826723,24,Nigeria,Vrouw,270,Zonder specialiteit,17,1,14,171,65,7,[],False,,10,4,6,8,3,2,1,0,0
Onbekend,Aceska Oana,5828569,19,FYR Makedonija,Vrouw,490,Zonder specialiteit,10,1,15,177,69,7,[],False,,10,5,2,1,1,9,5,0,0
Onbekend,Acosta Rogelio,5830431,19,Chile,Man,430,Zonder specialiteit,18,1,15,181,77,7,[],False,,16,1,7,2,2,3,3,0,0
Onbekend,Acunzo Vasco,5827589,15,Italia,Man,80,Zonder specialiteit,14,1,15,170,69,7,[],False,,10,1,3,2,1,1,1,0,0
Onbekend,Aczél Mátyás,5828380,14,Magyarország,Man,640,Zonder specialiteit,12,1,14,160,63,7,[],False,,13,2,3,1,3,9,3,0,0
Onbekend,Adaloglou Akylas,5828331,16,Hellas,Man,990,Zonder specialiteit,19,1,14,168,69,7,[],False,,8,3,2,8,3,10,2,0,0
