Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Abdala Arlene,5663122,25,Brasil,Vrouw,510,Werpers,15,1,11,179,72,"[('Kogelstoten', '6.53 m', '0', 5), ('Discuswerpen', '24.88 m', '8', 5), ('Kogelslingeren', '22.09 m', '0', 5), ('Speerwerpen', '21.62 m', '48', 5)]",False,,10,6,1,2,3,1,8,4,8
Onbekend,Abel Simon,5719476,20,Danmark,Man,380,Zonder specialiteit,13,1,14,178,76,[],False,,8,7,2,1,3,2,8,0,0
Onbekend,Abelenda Beatrisa,5717522,22,Uruguay,Vrouw,160,Zonder specialiteit,13,1,14,170,63,[],False,,12,2,3,6,1,3,2,0,0
Onbekend,Abelsson Mikaela,5717399,24,Sverige,Vrouw,480,Zonder specialiteit,15,1,14,181,73,[],False,,16,0,8,1,1,3,1,0,0
Onbekend,Abiodun Olufunmilayo,5719391,19,Nigeria,Vrouw,370,Zonder specialiteit,16,1,14,180,70,[],False,,9,3,2,5,1,2,8,0,0
Onbekend,Aboucherouane Amina,5719678,17,Al-Maghrib,Vrouw,460,Zonder specialiteit,17,1,15,175,69,[],False,,9,1,3,2,9,3,6,0,0
Onbekend,Aceros Jesus,5719694,15,Colombia,Man,330,Zonder specialiteit,13,1,14,178,73,[],False,,8,8,2,2,1,2,3,0,0
Onbekend,Acevedo Soledad,5717823,15,Perú,Vrouw,330,Zonder specialiteit,13,1,14,172,64,[],False,,12,3,2,3,7,4,7,0,0
Onbekend,Acharya Candraprabhava,5717259,23,India,Man,670,Zonder specialiteit,20,1,15,168,68,[],False,,16,2,2,3,0,9,3,0,0
Onbekend,Acquino Gina,5717785,16,Italia,Vrouw,330,Zonder specialiteit,18,1,14,162,58,[],False,,7,1,3,2,2,6,8,0,0
Onbekend,Acuña Emilio,5719774,21,Chile,Man,860,Zonder specialiteit,14,1,14,170,78,[],False,,15,2,9,0,2,1,7,0,0
Onbekend,Adach Wojciech,5718857,17,Polska,Man,240,Zonder specialiteit,11,1,15,174,73,[],False,,11,4,1,2,2,7,3,0,0
Onbekend,Adamcová Gabriela,5719010,17,Česká republika,Vrouw,630,Zonder specialiteit,11,1,14,156,53,[],False,,11,2,4,2,2,9,3,0,0
Onbekend,Adamkienė Lukrecija,5717614,22,Lietuva,Vrouw,160,Zonder specialiteit,17,1,15,177,74,[],False,,9,7,4,4,1,2,3,0,0
Onbekend,Adams Calvin,5719796,17,New Zealand,Man,890,Zonder specialiteit,20,1,15,182,77,[],False,,10,0,10,2,2,3,1,0,0
Onbekend,Adejo Bunmi,5717448,18,Nigeria,Vrouw,350,Zonder specialiteit,17,1,15,165,59,[],False,,16,4,3,1,3,2,1,0,0
Onbekend,Affini Gioele,5718152,16,Italia,Man,1250,Zonder specialiteit,15,1,14,173,75,[],False,,19,2,4,1,1,9,0,0,0
Hoogspringen,Afonso Miguel,4849760,38,Portugal,Man,3800,Springers,11,12,18,179,108,"[('Hoogspringen', '1.12 m', '306', 5), ('Polsstokhoogspringen', '2.82 m', '237', 5), ('Verspringen', '4.01 m', '290', 5), ('Hinkstapspringen', '7.82 m', '246', 5)]",False,,8,0,0,0,5,10,0,8,10
Onbekend,Afonso Youri,5659494,16,France,Man,430,Zonder specialiteit,20,1,11,162,70,[],False,,8,2,8,2,8,3,2,0,0
Onbekend,Agafonova Svetlana,5717556,20,Belarus,Vrouw,1370,Zonder specialiteit,20,1,14,164,57,[],False,,19,1,6,3,10,2,3,0,0
Onbekend,Agali Tobi,5719460,17,Nigeria,Vrouw,680,Zonder specialiteit,11,1,15,173,68,[],False,,18,2,1,7,2,1,3,0,0
Onbekend,Aglieri Adamo,5719244,14,Italia,Man,90,Zonder specialiteit,14,1,14,156,54,[],False,,11,4,3,3,2,1,1,0,0
Onbekend,Agnew Alex,5717956,19,New Zealand,Vrouw,340,Zonder specialiteit,17,1,14,169,68,[],False,,13,2,1,3,3,8,3,0,0
Onbekend,Agostini Agnese,5703996,14,Italia,Vrouw,300,Snelwandelaars,18,1,15,163,59,"[('10 km snelwandelen', '1h:09:29.69', '567', 6), ('20 km snelwandelen', '2h:21:40.14', '507', 6), ('50 km snelwandelen', '5h:52:54.10', '434', 6)]",False,,10,4,2,6,7,1,3,6,5
Onbekend,Agostini Léa,5708990,15,France,Vrouw,630,Werpers,16,1,15,152,51,"[('Kogelstoten', '5.13 m', '0', 5), ('Discuswerpen', '19.59 m', '0', 5), ('Kogelslingeren', '16.48 m', '0', 5), ('Speerwerpen', '14.75 m', '0', 5)]",False,,17,8,3,1,3,1,4,5,4
Onbekend,Agosto Simón,5661917,17,España,Man,360,Langeafstandslopers,17,1,15,176,82,"[('5.000 meter', '18:56.70', '353', 6), ('10.000 meter', '43:52.87', '341', 6), ('Marathon', '3h:00:10.26', '381', 6)]",False,,13,2,0,1,3,2,1,7,7
Onbekend,Aguiar Diogo,5719156,15,Portugal,Man,340,Zonder specialiteit,12,1,15,174,76,[],False,,13,2,2,1,1,7,7,0,0
Onbekend,Aguilar Juan Carlos,5717184,19,Costa Rica,Man,50,Zonder specialiteit,12,1,15,179,72,[],False,,6,3,2,2,1,1,3,0,0
Onbekend,Aguirre Aimar,5717655,16,Colombia,Man,180,Zonder specialiteit,13,1,15,175,72,[],False,,6,2,3,3,6,0,6,0,0
Onbekend,Ahuja Acaryatanaya,5718397,18,India,Vrouw,830,Zonder specialiteit,20,1,15,170,60,[],False,,9,10,2,1,1,3,2,0,0
Onbekend,Ainsworth Emily,5717545,15,New Zealand,Vrouw,400,Zonder specialiteit,16,1,14,157,58,[],False,,15,3,1,3,7,1,7,0,0
Onbekend,Airolo Adrián,5616879,17,España,Man,1040,Meerkampers,20,1,11,187,99,"[('Vijfkamp Mannen - Verspringen', '2.61 m', '408', 6), ('Vijfkamp Mannen - Speerwerpen', '21.97 m', '353', 6), ('Vijfkamp Mannen - 200 meter', '27.66 s', '582', 6), ('Vijfkamp Mannen - Discuswerpen', '15.40 m', '259', 6), ('Vijfkamp Mannen - 1500 meter', '4:59.20', '487', 6), ('Tienkamp - 100 meter', '13.87 s', '539', 6), ('Tienkamp - Verspringen', '2.65 m', '414', 6), ('Tienkamp - Kogelstoten', '4.56 m', '258', 6), ('Tienkamp - Hoogspringen', '0.54 m', '321', 6), ('Tienkamp - 400 meter', '1:01.69', '612', 6), ('Tienkamp - 110 meter horden', '20.92 s', '549', 6), ('Tienkamp - Discuswerpen', '15.50 m', '261', 6), ('Tienkamp - Polsstokhoogspringen', '1.43 m', '301', 6), ('Tienkamp - Speerwerpen', '21.10 m', '339', 6), ('Tienkamp - 1500 meter', '4:56.79', '511', 6), ('Vijfkamp Mannen', '2089 p', '418', 6), ('Tienkamp', '4105 p', '411', 6)]",False,,12,4,3,10,3,3,1,7,7
Onbekend,Aishah Ismail Seri,5717552,17,Malaysia,Vrouw,270,Zonder specialiteit,14,1,15,167,62,[],False,,15,3,3,2,3,3,3,0,0
Onbekend,Aizpuru Nacor,5701667,15,España,Man,310,Meerkampers,15,1,14,181,84,"[('Vijfkamp Mannen - Verspringen', '2.51 m', '392', 6), ('Vijfkamp Mannen - Speerwerpen', '22.47 m', '361', 6), ('Vijfkamp Mannen - 200 meter', '28.73 s', '469', 6), ('Vijfkamp Mannen - Discuswerpen', '18.60 m', '313', 6), ('Vijfkamp Mannen - 1500 meter', '5:05.86', '420', 6), ('Tienkamp - 100 meter', '14.41 s', '424', 6), ('Tienkamp - Verspringen', '2.55 m', '398', 6), ('Tienkamp - Kogelstoten', '4.81 m', '272', 6), ('Tienkamp - Hoogspringen', '0.60 m', '357', 6), ('Tienkamp - 400 meter', '1:03.45', '530', 6), ('Tienkamp - 110 meter horden', '21.46 s', '473', 6), ('Tienkamp - Discuswerpen', '18.57 m', '313', 6), ('Tienkamp - Polsstokhoogspringen', '1.72 m', '362', 6), ('Tienkamp - Speerwerpen', '22.17 m', '356', 6), ('Tienkamp - 1500 meter', '5:06.41', '414', 6), ('Vijfkamp Mannen', '1955 p', '391', 6), ('Tienkamp', '3899 p', '390', 6)]",False,,15,3,2,4,4,3,3,4,6
Onbekend,Aizpuru Yago,5717199,14,España,Man,70,Zonder specialiteit,20,1,14,167,64,[],False,,10,1,2,1,2,2,3,0,0
Onbekend,Aja Saioa,5719835,17,España,Vrouw,880,Snelwandelaars,10,1,14,159,58,"[('10 km snelwandelen', '1h:08:22.96', '610', 6), ('20 km snelwandelen', '2h:18:51.08', '562', 6), ('50 km snelwandelen', '5h:44:10.90', '504', 6)]",False,,18,2,7,2,1,3,1,8,6
Onbekend,Ajiboye Shade,5719814,24,Nigeria,Vrouw,1190,Zonder specialiteit,14,1,14,171,64,[],False,,17,3,1,5,1,2,10,0,0
Onbekend,Akloul Gabir,5719722,24,Al-Jazā'ir,Man,1190,Zonder specialiteit,17,1,15,185,87,[],False,,18,9,4,3,1,8,2,0,0
Onbekend,Al Fatil Psamtic,5718416,22,Miṣr,Man,80,Zonder specialiteit,17,1,14,184,77,[],False,,6,6,1,1,2,2,2,0,0
Onbekend,Alba Assumpció,5714515,16,España,Vrouw,860,Zonder specialiteit,13,1,15,161,56,[],False,,13,1,10,2,2,3,3,0,0
Onbekend,Alber Dario,5717398,20,Switzerland,Man,610,Zonder specialiteit,20,1,14,189,83,[],False,,17,1,1,7,2,1,3,0,0
Onbekend,Alberti Abilio,5718507,14,Brasil,Man,520,Zonder specialiteit,14,1,14,177,72,[],False,,9,2,1,2,1,8,8,0,0
Onbekend,Alberti Tobías,5706252,15,España,Man,400,Middenafstandslopers,20,1,15,163,66,"[('800 meter', '2:29.04', '601', 6), ('1.500 meter', '4:54.90', '605', 6), ('3.000 meter steeplechase', '14:44.15', '598', 6)]",False,,12,1,7,3,1,3,1,7,6
Onbekend,Albin Wacław,5718874,16,Polska,Man,250,Zonder specialiteit,15,1,15,166,69,[],False,,8,3,3,1,0,8,4,0,0
