Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aava Yuri,5860008,17,Eesti,Man,1090,Zonder specialiteit,15,1,14,174,75,6,[],False,,19,1,0,7,3,7,5,0,0
Onbekend,Abaloira Amalia,5784567,17,España,Vrouw,170,Middenafstandslopers,17,1,12,179,80,6,[],False,,10,2,4,3,4,3,2,5,7
Onbekend,Abancéns Joaquima,5794492,17,España,Vrouw,1280,Sprinters,20,1,16,163,66,6,[],False,,16,7,3,10,3,2,1,7,5
Onbekend,Abbondanza Krizia,5861362,15,Italia,Vrouw,510,Zonder specialiteit,18,1,14,165,62,6,[],False,,17,0,3,3,3,2,6,0,0
Onbekend,Abdulrahim Chyntia,5859915,23,Indonesia,Vrouw,530,Zonder specialiteit,11,1,14,169,64,6,[],False,,9,9,2,3,1,0,3,0,0
Discuswerpen,Abrantes Gonçalo,5630557,21,Portugal,Man,5840,Werpers,20,4,11,175,74,6,[],False,,15,9,2,2,1,1,13,11,9
Onbekend,Abrantes Renata,5860628,17,Portugal,Vrouw,720,Zonder specialiteit,18,1,15,177,73,6,[],False,,9,0,3,1,2,10,1,0,0
Onbekend,Abrego Jorge,5811986,17,España,Man,970,Sprinters,15,1,13,187,87,6,[],False,,15,3,0,10,2,3,2,5,6
Onbekend,Abu Utari,5861699,23,Indonesia,Vrouw,790,Zonder specialiteit,19,1,14,169,65,6,[],False,,18,1,2,7,2,1,6,0,0
Onbekend,Aceski Kirili,5860220,15,FYR Makedonija,Man,650,Zonder specialiteit,11,1,15,151,50,6,[],False,,16,3,2,8,2,3,4,0,0
Onbekend,Adami Noah,5859832,24,Malta,Man,720,Zonder specialiteit,18,1,14,187,89,6,[],False,,19,3,0,2,1,1,5,0,0
Onbekend,Adams Katie,5861871,14,Australia,Vrouw,130,Zonder specialiteit,19,1,14,166,59,6,[],False,,12,3,5,2,2,1,1,0,0
Onbekend,Adejo Morihinze,5859947,23,Nigeria,Man,1210,Zonder specialiteit,14,1,15,182,76,6,[],False,,9,1,0,3,10,1,8,0,0
Onbekend,Adelt Karina,5861438,16,Deutschland,Vrouw,640,Zonder specialiteit,13,1,15,155,47,6,[],False,,6,2,6,3,9,1,2,0,0
Onbekend,Adolfsson Oliver,5737131,18,Sverige,Man,900,Werpers,20,2,14,186,98,6,[],False,,7,9,2,3,7,1,4,8,5
Onbekend,Adurens Agnaldo,5860371,17,Brasil,Man,70,Zonder specialiteit,17,1,15,170,76,6,[],False,,9,3,3,1,3,3,1,0,0
Onbekend,Afinogenova Irina,5859823,16,Belarus,Vrouw,620,Zonder specialiteit,14,1,14,166,64,6,[],False,,18,3,7,2,2,3,3,0,0
10.000 meter,Afonso André,5572586,24,Portugal,Man,5690,Langeafstandslopers,20,5,15,191,87,6,[],False,,15,2,10,1,2,1,1,12,11
Onbekend,Afordakou Arxontia,5842956,17,Hellas,Vrouw,330,Werpers,18,1,14,170,65,6,[],False,,11,3,3,3,3,0,8,5,5
Onbekend,Agka Tina,5860640,15,Hellas,Vrouw,50,Zonder specialiteit,14,1,14,154,52,6,[],False,,8,1,1,1,1,2,2,0,0
Onbekend,Agourram Ilias,5861730,23,Al-Maghrib,Man,1300,Zonder specialiteit,19,1,14,191,94,6,[],False,,13,2,2,9,10,3,3,0,0
Onbekend,Agüero Antonio,5857474,14,España,Man,710,Zonder specialiteit,17,1,13,182,79,6,[],False,,18,8,3,2,3,1,2,0,0
Onbekend,Aguilar Amadeu,5861778,19,Colombia,Man,650,Zonder specialiteit,20,1,14,182,81,6,[],False,,12,1,9,3,4,3,3,0,0
