Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aader Uku,5704743,17,Eesti,Man,470,Werpers,14,1,14,171,69,"[('Kogelstoten', '4.15 m', '0', 2), ('Discuswerpen', '18.17 m', '0', 2), ('Kogelslingeren', '18.82 m', '0', 2), ('Speerwerpen', '21.72 m', '0', 2)]",False,,15,1,2,1,6,2,7,6,6
Verspringen,Abadie Lucile,4996850,35,France,Vrouw,23530,Springers,20,13,15,174,51,"[('Hoogspringen', '1.44 m', '667', 2), ('Polsstokhoogspringen', '3.39 m', '708', 2), ('Verspringen', '4.81 m', '703', 2), ('Hinkstapspringen', '9.29 m', '664', 2)]",False,,19,0,0,3,13,18,0,9,10
Onbekend,Abarca Cristina,5705965,22,El Salvador,Vrouw,180,Zonder specialiteit,11,1,14,186,82,[],False,,14,1,3,3,1,2,5,0,0
Onbekend,Abdul Rahman Megat,5706364,21,Malaysia,Man,890,Zonder specialiteit,15,1,15,173,72,[],False,,17,2,4,3,3,9,1,0,0
Onbekend,Abdulov Straton,5705952,16,Rossiya,Man,280,Zonder specialiteit,10,1,15,188,87,[],False,,7,1,1,3,6,3,8,0,0
Onbekend,Abeijón Iraide,5705472,17,España,Vrouw,990,Zonder specialiteit,14,1,14,163,58,[],False,,19,3,3,1,1,5,8,0,0
Onbekend,Abela Maryrose,5703673,19,Malta,Vrouw,820,Zonder specialiteit,14,1,14,170,65,[],False,,19,8,1,2,0,3,2,0,0
Discuswerpen,Āboliņš Igors,5050396,35,Latvija,Man,4800,Werpers,19,9,16,194,84,"[('Kogelstoten', '8.90 m', '97', 2), ('Discuswerpen', '30.98 m', '140', 2), ('Kogelslingeren', '29.37 m', '68', 2), ('Speerwerpen', '33.88 m', '169', 2)]",False,,20,6,0,0,0,0,6,10,12
Onbekend,Abram Polonca,5706532,21,Slovenija,Vrouw,560,Zonder specialiteit,19,1,15,184,75,[],False,,16,8,2,2,0,2,3,0,0
Onbekend,Abrioux Esteban,5692176,16,France,Man,900,Springers,17,1,15,168,71,"[('Hoogspringen', '0.83 m', '78', 2), ('Polsstokhoogspringen', '2.29 m', '83', 2), ('Verspringen', '3.25 m', '125', 2), ('Hinkstapspringen', '6.38 m', '94', 2)]",False,,12,2,1,0,4,10,3,5,7
Onbekend,Acebo Mara,5704897,17,España,Vrouw,170,Zonder specialiteit,19,1,15,171,64,[],False,,9,1,1,7,6,3,2,0,0
Onbekend,Aceti Valentino,5703908,17,Italia,Man,130,Zonder specialiteit,12,1,14,170,69,[],False,,10,6,4,3,3,3,2,0,0
Onbekend,Aćimović Todor,5694838,16,Srbija,Man,320,Sprinters,18,1,14,161,63,"[('100 meter', '14.73 s', '445', 2), ('200 meter', '29.45 s', '486', 2), ('400 meter', '1:05.04', '550', 2), ('110 meter horden', '22.03 s', '520', 2), ('400 meter horden', '1:15.00', '591', 2)]",False,,12,3,3,2,1,3,2,7,5
Onbekend,Acosta Ramona,5706334,23,Uruguay,Vrouw,700,Zonder specialiteit,14,1,15,169,66,[],False,,10,5,10,4,3,3,2,0,0
Onbekend,Adam Maddison,5672727,16,Great Britain,Vrouw,290,Springers,18,1,14,149,49,"[('Hoogspringen', '0.30 m', '0', 2), ('Polsstokhoogspringen', '0.84 m', '0', 2), ('Verspringen', '1.39 m', '0', 2), ('Hinkstapspringen', '2.49 m', '0', 2)]",False,,12,4,3,3,2,2,2,7,6
Onbekend,Adamczewski Filip,5704327,16,Polska,Man,730,Zonder specialiteit,17,1,14,166,70,[],False,,10,2,9,2,1,2,9,0,0
Onbekend,Adamczuk Adam,5704324,16,Polska,Man,770,Zonder specialiteit,13,1,14,182,84,[],False,,12,2,3,2,0,2,10,0,0
