Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aarts Erwin,5791905,15,Nederland,Man,90,Zonder specialiteit,20,1,14,174,71,7,[],False,,11,2,3,3,1,2,0,0,0
Onbekend,Aballay Agustina,5663698,18,Argentina,Vrouw,1780,Snelwandelaars,20,2,16,178,83,7,"[('Marcia 10Km', '1h:06:40.62', '677'), ('Marcia 20Km', '2h:14:28.16', '647'), ('Marcia 50Km', '5h:32:14.54', '600')]",False,,10,1,11,5,10,1,2,5,5
Onbekend,Abbondanza Mimmo,5776463,17,Italia,Man,830,Sprinters,16,1,16,172,70,7,"[('100 Metri', '13.81 s', '620'), ('200 Metri', '27.66 s', '655'), ('400 piani', '1:01.21', '710'), ('110 ostacoli', '20.75 s', '680'), ('400 ostacoli', '1:11.02', '733')]",False,,8,5,1,8,3,2,3,9,4
Onbekend,Abdul Salam Puteri,5790432,23,Malaysia,Vrouw,580,Zonder specialiteit,14,1,15,170,66,7,[],False,,17,2,1,1,7,6,3,0,0
Onbekend,Abella Ramón,5736589,17,España,Man,580,Langeafstandslopers,20,1,14,168,76,7,"[('5000 Metri', '17:59.83', '499'), ('10000 Metri', '41:45.32', '483'), ('Maratona', '2h:49:32.30', '552')]",False,,6,2,8,3,1,3,3,8,4
Onbekend,Aboutrika Sabola,5790495,16,Miṣr,Man,790,Zonder specialiteit,19,1,14,182,80,7,[],False,,14,1,7,9,2,3,1,0,0
Onbekend,Abrahamian Jenny,5791291,17,Sverige,Vrouw,710,Zonder specialiteit,15,1,14,176,65,7,[],False,,13,7,9,3,3,1,2,0,0
Onbekend,Abrahamse Fiona,5792980,20,South Africa,Vrouw,700,Zonder specialiteit,12,1,15,167,64,7,[],False,,10,3,3,0,1,10,3,0,0
Onbekend,Abreu Margarida,5780290,16,Portugal,Vrouw,1210,Snelwandelaars,19,1,14,175,66,7,"[('Marcia 10Km', '1h:09:34.82', '564'), ('Marcia 20Km', '2h:21:57.24', '502'), ('Marcia 50Km', '5h:51:41.86', '444')]",False,,19,1,1,1,7,1,3,7,8
Onbekend,Abulog Anwar,5789654,16,Malaysia,Man,980,Zonder specialiteit,19,1,14,158,58,7,[],False,,11,1,5,9,3,9,2,0,0
Onbekend,Acero Hermenegildo,5755605,17,España,Man,1120,Springers,20,1,14,183,87,7,"[('Salto in alto', '0.84 m', '84'), (""Salto con l'asta"", '2.17 m', '50'), ('Salto in lungo', '3.15 m', '90'), ('Salto triplo', '6.06 m', '61')]",False,,18,3,4,2,4,8,1,5,8
Onbekend,Acevedo Luz,5789927,23,Venezuela,Vrouw,730,Zonder specialiteit,13,1,14,172,66,7,[],False,,14,3,3,7,3,3,9,0,0
Onbekend,Achami Amina,5792433,18,Al-Maghrib,Vrouw,1730,Zonder specialiteit,15,1,15,173,64,7,[],False,,20,1,3,5,3,10,2,0,0
Onbekend,Achard Dorian,5775400,17,France,Man,360,Springers,14,1,14,167,66,7,"[('Salto in alto', '0.6 m', '0'), (""Salto con l'asta"", '1.71 m', '0'), ('Salto in lungo', '2.59 m', '0'), ('Salto triplo', '4.89 m', '0')]",False,,6,6,2,2,1,7,3,3,7
Onbekend,Achille Eraldo,5788996,17,Italia,Man,1100,Meerkampers,13,1,14,170,69,7,"[('Pentathlon Men - Long Jump', '2.57 m', '401'), ('Pentathlon Men - Javelin Throw', '22.98 m', '369'), ('Pentathlon Men - 200 Metres', '27.59 s', '589'), ('Pentathlon Men - Discus Throw', '19.96 m', '336'), ('Pentathlon Men - 1500 Metres', '4:53.89', '540'), ('Decathlon - 100 Metres', '13.84 s', '546'), ('Decathlon - Long Jump', '2.65 m', '414'), ('Decathlon - Shot Put', '5.17 m', '292'), ('Decathlon - High Jump', '0.49 m', '291'), ('Decathlon - 400 Metres', '1:01.44', '624'), ('Decathlon - 110 Metres Hurdles', '20.98 s', '541'), ('Decathlon - Discus Throw', '19.76 m', '333'), ('Decathlon - Pole Vault', '1.57 m', '331'), ('Decathlon - Javelin Throw', '22.82 m', '366'), ('Decathlon - 1500 Metres', '4:55.23', '527'), ('Pentathlon Men', '2235 p', '447'), ('Decathlon', '4265 p', '427')]",False,,18,5,3,7,3,2,3,9,5
Onbekend,Acosta Mayra,5791801,15,Ecuador,Vrouw,890,Zonder specialiteit,14,1,15,165,60,7,[],False,,8,1,1,3,10,0,2,0,0
Onbekend,Adam Jacqueline,5790195,18,Lëtzebuerg,Vrouw,760,Zonder specialiteit,12,1,15,159,56,7,[],False,,17,2,5,5,3,0,8,0,0
Onbekend,Adamczyk Izabela,5791552,17,Polska,Vrouw,1190,Zonder specialiteit,12,1,14,173,67,7,[],False,,19,2,2,3,3,3,9,0,0
Onbekend,Adami Rhiannon,5790501,22,Malta,Vrouw,940,Zonder specialiteit,12,1,14,184,79,7,[],False,,20,5,2,0,3,2,2,0,0
Onbekend,Adamkienė Asta,5790179,20,Lietuva,Vrouw,360,Zonder specialiteit,14,1,15,176,70,7,[],False,,15,3,1,4,5,5,6,0,0
Onbekend,Adamska Eleonora,5790808,15,Polska,Vrouw,1090,Springers,12,1,15,172,63,7,[],False,,12,8,1,3,1,10,0,5,7
Onbekend,Adán Ovidio,5771414,14,España,Man,760,Snelwandelaars,14,1,16,162,67,7,"[('Marcia 10Km', '1h:02:36.70', '601'), ('Marcia 20Km', '2h:01:45.14', '612'), ('Marcia 50Km', '5h:09:25.80', '566')]",False,,7,1,9,1,1,0,5,8,5
Onbekend,Addcock Alexandra,5791846,18,New Zealand,Vrouw,810,Zonder specialiteit,12,1,14,169,65,7,[],False,,11,5,10,2,1,2,1,0,0
Onbekend,Adurens Paulino,5739899,24,Brasil,Man,1320,Werpers,16,2,15,192,97,7,"[('Getto del peso', '10.17 m', '193'), ('Lancio del disco', '34 m', '210'), ('Lancio del martello', '34.34 m', '177'), ('Giavellotto', '36.26 m', '222')]",False,,13,10,2,3,3,2,9,7,3
Onbekend,Afolabi Titilayo,5789665,16,Nigeria,Vrouw,720,Zonder specialiteit,14,1,15,160,52,7,[],False,,6,10,7,3,3,2,3,0,0
Onbekend,Agafonova Lyudmila,5791445,20,Rossiya,Vrouw,70,Zonder specialiteit,17,1,14,177,69,7,[],False,,8,5,1,0,2,0,3,0,0
Onbekend,Agarwal Ksirasagara,5779003,15,India,Vrouw,580,Meerkampers,20,1,15,169,66,7,"[('Pentathlon Women - 100 Metres Hurdles', '21.72 s', '546'), ('Pentathlon Women - High Jump', '0.33 m', '216'), ('Pentathlon Women - Shot Put', '1.83 m', '107'), ('Pentathlon Women - Long Jump', '1.75 m', '337'), ('Pentathlon Women - 800 Metres', '2:47.83', '520'), ('Heptathlon - 100 Metres Hurdles', '21.69 s', '550'), ('Heptathlon - High Jump', '0.33 m', '214'), ('Heptathlon - Shot Put', '1.82 m', '107'), ('Heptathlon - 200 Metres', '30.45 s', '411'), ('Heptathlon - Long Jump', '1.77 m', '341'), ('Heptathlon - Javelin Throw', '9.55 m', '201'), ('Heptathlon - 800 Metres', '2:47.94', '518'), ('Pentathlon Women', '1725 p', '345'), ('Heptathlon', '2341 p', '334')]",False,,16,2,1,8,1,2,0,6,4
Onbekend,Agea Florián,5746977,17,España,Man,1660,Werpers,16,1,11,171,76,7,"[('Getto del peso', '9.44 m', '138'), ('Lancio del disco', '32.71 m', '180'), ('Lancio del martello', '31.86 m', '122'), ('Giavellotto', '33.29 m', '156')]",False,,12,10,1,1,2,1,9,6,8
