Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
400 meter horden,Ababou Girlie,5335904,27,Pilipinas,Vrouw,5620,Sprinters,20,10,11,182,77,9,"[('100 Metri', '13.85 s', '826'), ('200 Metri', '27.48 s', '804'), ('400 piani', '1:03.01', '841'), ('110 ostacoli', '19.97 s', '808'), ('400 ostacoli', '1:11.69', '915')]",False,,14,13,1,11,4,2,2,8,8
10.000 meter,Ababou Marife,5335907,27,Pilipinas,Vrouw,20360,Langeafstandslopers,20,8,13,185,78,9,"[('5000 Metri', '18:47.32', '807'), ('10000 Metri', '39:55.00', '864'), ('Maratona', '2h:49:10.50', '879')]",False,,11,3,18,2,3,1,2,11,11
Onbekend,Abadexo Aritz,5754111,25,España,Man,1880,Werpers,16,1,11,169,75,9,"[('Getto del peso', '8.94 m', '101'), ('Lancio del disco', '31.4 m', '150'), ('Lancio del martello', '29.79 m', '77'), ('Giavellotto', '31.58 m', '119')]",False,,13,10,0,1,2,1,9,9,5
Onbekend,Abarca Tomas,5800467,23,Chile,Man,1400,Zonder specialiteit,14,1,15,186,83,9,[],False,,19,10,3,3,1,3,2,0,0
50 km snelwandelen,Abbot Harry,5379625,26,Great Britain,Man,20540,Snelwandelaars,20,7,18,193,99,9,"[('Marcia 10Km', '56:32.52', '860'), ('Marcia 20Km', '1h:48:28.09', '902'), ('Marcia 50Km', '4h:29:46.41', '913')]",False,,17,2,19,5,7,2,2,10,10
Onbekend,Abbott Angel,5800928,15,United States,Man,200,Zonder specialiteit,17,1,15,169,66,9,[],False,,9,7,2,1,1,1,3,0,0
Kogelstoten,Abeijón Llora,5656006,18,España,Vrouw,280,Werpers,20,2,15,182,81,9,"[('Getto del peso', '5.17 m', '0'), ('Lancio del disco', '19.67 m', '0'), ('Lancio del martello', '17.54 m', '0'), ('Giavellotto', '17.92 m', '0')]",False,,13,2,2,0,2,3,5,6,6
Onbekend,Abela Zachary,5799985,23,Malta,Man,550,Zonder specialiteit,17,1,14,186,83,9,[],False,,18,2,3,3,3,4,2,0,0
Kogelslingeren,Abelairas Hernán,5205906,32,Argentina,Man,4580,Werpers,19,8,14,169,60,9,"[('Getto del peso', '7.29 m', '11'), ('Lancio del disco', '27.94 m', '69'), ('Lancio del martello', '28.08 m', '39'), ('Giavellotto', '32.66 m', '143')]",False,,16,2,1,3,0,6,11,11,10
Onbekend,Aben Elena,5798674,17,Nederland,Vrouw,580,Zonder specialiteit,12,1,15,177,70,9,[],False,,8,9,1,0,0,3,3,0,0
Onbekend,Abeyta Iraide,5754078,16,España,Vrouw,1130,Sprinters,20,1,11,156,58,9,"[('100 Metri', '14.79 s', '659'), ('200 Metri', '29.5 s', '622'), ('400 piani', '1:07.77', '658'), ('110 ostacoli', '21.31 s', '644'), ('400 ostacoli', '1:17.64', '719')]",False,,11,5,3,10,3,1,0,8,6
Onbekend,Abiodun Akanke,5798059,18,Nigeria,Vrouw,1040,Zonder specialiteit,20,1,14,175,69,9,[],False,,20,4,6,7,2,3,2,0,0
Onbekend,Āboltiņš Dāvids,5800045,17,Latvija,Man,970,Zonder specialiteit,20,1,15,161,65,9,[],False,,20,1,4,2,1,2,3,0,0
Onbekend,Aboutrika Tahirah,5800904,24,Miṣr,Vrouw,70,Zonder specialiteit,11,1,15,163,57,9,[],False,,8,1,2,5,3,2,2,0,0
Onbekend,Abrahamsen Tor,5799196,23,Norge,Man,250,Zonder specialiteit,13,1,14,187,84,9,[],False,,11,7,0,3,2,6,2,0,0
Onbekend,Abreu Laura,5794613,16,Portugal,Vrouw,710,Werpers,13,1,14,173,70,9,"[('Getto del peso', '5.73 m', '0'), ('Lancio del disco', '22.76 m', '0'), ('Lancio del martello', '20.2 m', '0'), ('Giavellotto', '19.31 m', '0')]",False,,8,3,1,0,2,5,10,6,4
Onbekend,Aceska Tanja,5799587,17,FYR Makedonija,Vrouw,810,Zonder specialiteit,12,1,15,155,47,9,[],False,,19,1,1,1,2,3,4,0,0
Onbekend,Aceski Deyan,5799322,17,FYR Makedonija,Man,580,Zonder specialiteit,19,1,15,164,67,9,[],False,,8,9,2,2,1,4,1,0,0
Onbekend,Acevedo Ashley,5753730,26,United States,Vrouw,980,Springers,17,1,11,174,67,9,"[('Salto in alto', '0.55 m', '0'), (""Salto con l'asta"", '1.42 m', '0'), ('Salto in lungo', '2.28 m', '28'), ('Salto triplo', '3.87 m', '0')]",False,,14,1,1,6,3,7,1,9,2
Onbekend,Acevedo Carla,5800626,23,Perú,Vrouw,990,Zonder specialiteit,11,1,15,176,69,9,[],False,,20,1,6,2,4,2,3,0,0
Onbekend,Acevedo Josefa,5779781,17,Uruguay,Vrouw,1240,Middenafstandslopers,15,1,16,161,62,9,"[('800 Metri', '2:45.16', '554'), ('1500 Metri', '5:21.78', '617'), ('3000 siepi', '17:15.50', '656')]",False,,15,4,9,4,2,3,3,8,6
Onbekend,Acevedo Olivia,5799495,15,Chile,Vrouw,490,Zonder specialiteit,15,1,15,168,65,9,[],False,,11,9,4,2,3,5,0,0,0
Onbekend,Acosta Ricardo,5800175,16,Costa Rica,Man,850,Zonder specialiteit,20,1,14,164,63,9,[],False,,12,4,10,2,3,2,3,0,0
Kogelstoten,Acosta Whitney,5508871,23,United States,Vrouw,3760,Werpers,20,7,17,168,64,9,"[('Getto del peso', '11.31 m', '326'), ('Lancio del disco', '39.4 m', '350'), ('Lancio del martello', '34.39 m', '299'), ('Giavellotto', '33.04 m', '379')]",False,,16,11,0,1,2,1,9,10,9
Onbekend,Acunzo Samantha,5799838,17,Italia,Vrouw,470,Zonder specialiteit,19,1,15,163,59,9,[],False,,14,1,1,2,3,8,2,0,0
Onbekend,Ādamsons Raivo,5799940,22,Latvija,Man,290,Zonder specialiteit,16,1,14,186,86,9,[],False,,13,3,2,1,4,7,3,0,0
Onbekend,Addcock Chelsea,5766385,24,New Zealand,Vrouw,1910,Meerkampers,18,1,11,173,72,9,"[('Pentathlon Women - 100 Metres Hurdles', '21.71 s', '547'), ('Pentathlon Women - High Jump', '0.37 m', '243'), ('Pentathlon Women - Shot Put', '8.72 m', '513'), ('Pentathlon Women - Long Jump', '1.63 m', '314'), ('Pentathlon Women - 800 Metres', '2:49.22', '496'), ('Heptathlon - 100 Metres Hurdles', '21.76 s', '541'), ('Heptathlon - High Jump', '0.37 m', '242'), ('Heptathlon - Shot Put', '8.83 m', '519'), ('Heptathlon - 200 Metres', '30.29 s', '427'), ('Heptathlon - Long Jump', '1.62 m', '312'), ('Heptathlon - Javelin Throw', '25.13 m', '529'), ('Heptathlon - 800 Metres', '2:49.02', '499'), ('Pentathlon Women', '2111 p', '422'), ('Heptathlon', '3069 p', '438')]",False,,13,10,1,2,3,1,9,10,2
Onbekend,Adel Mudads,5800235,21,Miṣr,Man,770,Zonder specialiteit,11,1,15,171,74,9,[],False,,17,7,6,1,2,7,2,0,0
Onbekend,Adeleye Timna,5799310,21,Yisra'el,Vrouw,700,Zonder specialiteit,18,1,15,166,63,9,[],False,,17,7,1,0,2,7,5,0,0
Onbekend,Adeola Folashade,5799122,17,Nigeria,Vrouw,100,Zonder specialiteit,20,1,14,163,58,9,[],False,,12,2,3,1,2,2,2,0,0
Onbekend,Adesoji Akanni,5799324,18,Nigeria,Man,630,Zonder specialiteit,18,1,15,182,81,9,[],False,,17,6,7,3,6,3,2,0,0
Onbekend,Admiraal Egbert,5794321,16,Nederland,Man,610,Middenafstandslopers,17,1,15,172,68,9,"[('800 Metri', '2:30.10', '582'), ('1500 Metri', '4:54.66', '607'), ('3000 siepi', '14:40.04', '611')]",False,,7,6,9,0,0,2,3,4,6
Onbekend,Adolfsson Hilda,5797953,19,Sverige,Vrouw,550,Zonder specialiteit,12,1,14,178,68,9,[],False,,17,2,6,3,3,1,1,0,0
Onbekend,Adriano Norma,5799110,14,Brasil,Vrouw,970,Zonder specialiteit,13,1,14,158,54,9,[],False,,12,1,2,2,1,10,2,0,0
Onbekend,Adúriz Antón,5697859,18,España,Man,760,Werpers,20,1,11,180,80,9,"[('Getto del peso', '4.87 m', '0'), ('Lancio del disco', '18.22 m', '0'), ('Lancio del martello', '17.6 m', '0'), ('Giavellotto', '19.82 m', '0')]",False,,17,6,1,1,3,3,1,6,8
100 meter,Adúriz Mohamed,5648787,18,España,Man,460,Sprinters,20,2,15,179,92,9,"[('100 Metri', '13.67 s', '647'), ('200 Metri', '28.04 s', '619'), ('400 piani', '1:02.01', '676'), ('110 ostacoli', '20.98 s', '651'), ('400 ostacoli', '1:12.16', '693')]",False,,12,2,1,8,1,1,2,6,6
Onbekend,Advocaat Pieter,5695095,18,Nederland,Man,2000,Middenafstandslopers,20,1,11,190,94,9,"[('800 Metri', '2:23.37', '702'), ('1500 Metri', '4:48.24', '665'), ('3000 siepi', '14:20.96', '668')]",False,,15,2,7,11,3,1,2,7,8
Onbekend,Afanasyeva Milena,5799663,24,Rossiya,Vrouw,270,Zonder specialiteit,18,1,14,167,62,9,[],False,,11,3,7,3,3,1,6,0,0
Onbekend,Agafonov Artyom,5800437,20,Belarus,Man,1010,Zonder specialiteit,11,1,15,174,69,9,[],False,,20,3,2,3,3,4,3,0,0
Onbekend,Aganippe Bianca,5798321,15,Italia,Vrouw,480,Zonder specialiteit,20,1,14,170,68,9,[],False,,16,2,2,3,7,3,5,0,0
400 meter,Aggelokostopoulou Orea,5575520,22,Hellas,Vrouw,4060,Sprinters,20,5,14,181,75,9,"[('100 Metri', '13.93 s', '811'), ('200 Metri', '27.83 s', '772'), ('400 piani', '1:02.66', '855'), ('110 ostacoli', '20.21 s', '779'), ('400 ostacoli', '1:13.93', '841')]",False,,8,7,2,13,2,1,1,9,8
Onbekend,Aghoghovbia Omalara,5769825,17,Nigeria,Vrouw,440,Zonder specialiteit,20,1,15,167,65,9,[],False,,15,5,6,1,0,7,3,0,0
Onbekend,Agioti Eulampia,5798445,22,Cyprus,Vrouw,930,Zonder specialiteit,11,1,14,171,65,9,[],False,,14,0,10,2,1,2,1,0,0
Onbekend,Agius Lee,5799810,21,Malta,Man,400,Zonder specialiteit,11,1,15,197,93,9,[],False,,15,1,6,1,7,3,3,0,0
400 meter,Agrapidis Alkis,5057310,35,Hellas,Man,14130,Sprinters,16,13,17,178,70,9,"[('100 Metri', '12.23 s', '923'), ('200 Metri', '24.51 s', '952'), ('400 piani', '53.3 s', '1041'), ('110 ostacoli', '18.96 s', '903'), ('400 ostacoli', '1:05.30', '938')]",False,,16,11,0,17,2,0,0,10,7
Onbekend,Aguado Egoitz,5754072,16,España,Man,440,Sprinters,20,1,16,183,84,9,"[('100 Metri', '13.83 s', '618'), ('200 Metri', '27.6 s', '660'), ('400 piani', '1:01.25', '708'), ('110 ostacoli', '20.82 s', '671'), ('400 ostacoli', '1:11.28', '724')]",False,,8,4,2,8,3,1,1,7,4
Onbekend,Águas Amália,5787348,17,Portugal,Vrouw,620,Werpers,11,1,15,171,68,9,"[('Getto del peso', '6.48 m', '0'), ('Lancio del disco', '24 m', '0'), ('Lancio del martello', '20.39 m', '0'), ('Giavellotto', '20.87 m', '27')]",False,,12,7,3,5,0,0,6,8,6
Onbekend,Agüero Paloma,5799490,23,Argentina,Vrouw,1120,Zonder specialiteit,16,1,14,166,60,9,[],False,,15,2,1,2,4,10,0,0,0
Discuswerpen,Aguilar Honesto,5230890,30,Pilipinas,Man,19280,Werpers,19,15,12,186,92,9,"[('Getto del peso', '15.67 m', '611'), ('Lancio del disco', '52.46 m', '637'), ('Lancio del martello', '48.96 m', '498'), ('Giavellotto', '53.03 m', '591')]",False,,11,17,0,2,2,0,8,11,12
Onbekend,Aguillón Ángel,5799183,24,México,Man,1570,Zonder specialiteit,15,1,15,187,79,9,[],False,,20,1,8,3,9,1,6,0,0
Onbekend,Agyepong Naomi,5741591,18,Great Britain,Vrouw,800,Meerkampers,14,1,11,176,75,9,"[('Pentathlon Women - 100 Metres Hurdles', '21.99 s', '509'), ('Pentathlon Women - High Jump', '0.48 m', '312'), ('Pentathlon Women - Shot Put', '5.3 m', '311'), ('Pentathlon Women - Long Jump', '1.83 m', '352'), ('Pentathlon Women - 800 Metres', '2:50.17', '479'), ('Heptathlon - 100 Metres Hurdles', '22.05 s', '501'), ('Heptathlon - High Jump', '0.48 m', '311'), ('Heptathlon - Shot Put', '5.31 m', '312'), ('Heptathlon - 200 Metres', '30.79 s', '377'), ('Heptathlon - Long Jump', '1.86 m', '357'), ('Heptathlon - Javelin Throw', '15.44 m', '325'), ('Heptathlon - 800 Metres', '2:50.10', '480'), ('Pentathlon Women', '1963 p', '393'), ('Heptathlon', '2663 p', '381')]",False,,18,7,3,2,1,6,3,6,4
