Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aavikko Minna,5674858,15,Suomi,Vrouw,700,Zonder specialiteit,12,1,14,171,67,[],False,,19,3,2,5,4,3,3,0,0
Onbekend,Abancéns Elías,5681460,17,España,Man,830,Zonder specialiteit,14,1,15,179,78,[],False,,9,1,2,3,10,2,3,0,0
Onbekend,Abarca Lidia,5670536,17,España,Vrouw,650,Middenafstandslopers,18,1,15,167,65,"[('800 meter', '2:49.43', '483', 5), ('1.500 meter', '5:36.67', '494', 5), ('3.000 meter steeplechase', '17:59.95', '544', 5)]",False,,14,3,2,2,9,1,3,5,6
400 meter,Abarca Zacarías,5446411,21,España,Man,3690,Sprinters,20,3,13,175,80,"[('100 meter', '12.97 s', '782', 5), ('200 meter', '25.73 s', '837', 5), ('400 meter', '56.21 s', '919', 5), ('110 meter horden', '19.63 s', '819', 5), ('400 meter horden', '1:06.67', '889', 5)]",False,,15,6,3,12,5,2,1,9,9
Onbekend,Abbas Amun,5647428,15,Miṣr,Man,380,Zonder specialiteit,20,2,17,167,76,[],False,,16,3,2,4,2,3,0,0,0
Onbekend,Abdihodzic Lejsudin,5682989,19,Bosna i Hercegovina,Man,130,Zonder specialiteit,16,1,15,170,72,[],False,,12,2,2,3,5,3,0,0,0
Onbekend,Abdullah Lat,5683005,16,Malaysia,Man,540,Zonder specialiteit,15,1,14,177,79,[],False,,8,2,3,3,2,3,9,0,0
Onbekend,Ābele Broņislava,5682577,20,Latvija,Vrouw,50,Zonder specialiteit,18,1,14,175,71,[],False,,6,3,3,3,3,2,3,0,0
Onbekend,Abitbol Julien,5681929,15,France,Man,920,Zonder specialiteit,12,1,15,161,68,[],False,,20,6,3,1,2,6,1,0,0
Onbekend,Abós Guillem,5679083,17,España,Man,230,Zonder specialiteit,18,1,14,171,67,[],False,,14,5,2,3,1,3,5,0,0
Onbekend,Aboucherouane Fatima,5683248,17,Al-Maghrib,Vrouw,1100,Zonder specialiteit,18,1,15,161,59,[],False,,10,7,5,10,2,1,3,0,0
Onbekend,Abraham Raquel,5682575,20,Argentina,Vrouw,720,Zonder specialiteit,16,1,14,175,75,[],False,,13,3,10,5,1,1,1,0,0
Onbekend,Abrahamsen Kirsten,5683729,20,Danmark,Vrouw,90,Zonder specialiteit,17,1,15,178,72,[],False,,11,1,2,2,2,2,3,0,0
Onbekend,Acebo Rodrigo,5683710,16,España,Man,800,Zonder specialiteit,18,1,15,180,81,[],False,,19,2,4,0,1,3,2,0,0
