Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Polsstokhoogspringen,Äärilä Hannele,5010977,34,Suomi,Vrouw,15330,Springers,18,12,16,174,73,"[('Hoogspringen', '1.39 m', '624', 0), ('Polsstokhoogspringen', '3.48 m', '742', 0), ('Verspringen', '4.78 m', '695', 0), ('Hinkstapspringen', '9.54 m', '697', 0)]",False,,16,0,0,0,12,14,0,13,13
Onbekend,Aas Erik,5699911,21,Norge,Man,730,Zonder specialiteit,17,1,15,171,71,[],False,,19,2,1,1,3,2,6,0,0
Onbekend,Aavikko Olavi,5699083,18,Suomi,Man,900,Zonder specialiteit,11,1,14,191,87,[],False,,15,2,1,10,1,2,1,0,0
800 meter,Abarca Florida,5602639,18,Chile,Vrouw,1050,Middenafstandslopers,20,3,17,172,76,"[('800 meter', '2:45.94', '541', 0), ('1.500 meter', '5:32.91', '525', 0), ('3.000 meter steeplechase', '17:34.92', '607', 0)]",False,,13,3,4,3,3,10,3,5,7
Onbekend,Abarca Óscar,5698641,20,El Salvador,Man,720,Zonder specialiteit,15,1,14,183,83,[],False,,10,4,8,1,3,1,9,0,0
Onbekend,Abdillah Adi,5699561,19,Malaysia,Man,130,Zonder specialiteit,18,1,15,178,75,[],False,,11,3,0,3,4,6,3,0,0
Onbekend,Abdillah Mamat,5699142,24,Malaysia,Man,160,Zonder specialiteit,12,1,15,174,77,[],False,,12,2,5,3,5,2,1,0,0
Onbekend,Abdillah Muda,5699490,21,Malaysia,Man,130,Zonder specialiteit,16,1,15,166,61,[],False,,12,2,1,5,3,3,2,0,0
Onbekend,Abeijón Àxel,5565580,18,España,Man,1590,Werpers,20,1,14,196,105,"[('Kogelstoten', '10.26 m', '200', 0), ('Discuswerpen', '32.46 m', '174', 0), ('Kogelslingeren', '34.66 m', '184', 0), ('Speerwerpen', '35.61 m', '208', 0)]",False,,11,9,2,4,1,1,10,8,8
Onbekend,Ābele Agris,5699529,25,Latvija,Man,1000,Zonder specialiteit,15,1,15,189,87,[],False,,20,0,5,3,4,3,1,0,0
Onbekend,Abella Clàudia,5699589,22,Colombia,Vrouw,210,Zonder specialiteit,13,1,15,179,75,[],False,,12,1,1,1,6,6,3,0,0
Onbekend,Abelski Yaniv,5699613,23,Yisra'el,Man,530,Zonder specialiteit,17,1,15,178,82,[],False,,8,3,4,0,1,1,9,0,0
Onbekend,Aben Joeri,5623406,18,Nederland,Man,1970,Springers,20,1,15,194,103,"[('Hoogspringen', '0.86 m', '102', 0), ('Polsstokhoogspringen', '2.05 m', '14', 0), ('Verspringen', '3.20 m', '114', 0), ('Hinkstapspringen', '5.54 m', '6', 0)]",False,,17,1,9,4,1,10,1,8,7
Discuswerpen,Āboliņš Igors,5050396,35,Latvija,Man,4890,Werpers,20,9,16,194,85,"[('Kogelstoten', '9.02 m', '106', 0), ('Discuswerpen', '30.75 m', '135', 0), ('Kogelslingeren', '29.46 m', '70', 0), ('Speerwerpen', '34.89 m', '192', 0)]",False,,20,6,0,0,0,0,6,10,12
Hoogspringen,Abós Gala,5527484,23,España,Vrouw,2450,Springers,20,3,17,175,67,"[('Hoogspringen', '0.79 m', '104', 0), ('Polsstokhoogspringen', '1.92 m', '151', 0), ('Verspringen', '3.06 m', '237', 0), ('Hinkstapspringen', '5.65 m', '177', 0)]",False,,20,1,0,5,5,7,2,10,9
Onbekend,Abrantes Elisa,5678902,18,Portugal,Vrouw,1220,Langeafstandslopers,15,1,14,178,72,"[('5.000 meter', '20:46.94', '546', 0), ('10.000 meter', '44:49.13', '569', 0), ('Marathon', '3h:10:58.10', '571', 0)]",False,,11,9,10,2,2,2,0,6,6
Kogelslingeren,Abrego Silveria,5128061,34,España,Vrouw,2270,Werpers,14,8,12,158,50,"[('Kogelstoten', '6.99 m', '0', 0), ('Discuswerpen', '25.75 m', '28', 0), ('Kogelslingeren', '22.07 m', '0', 0), ('Speerwerpen', '21.45 m', '44', 0)]",False,,9,6,0,0,0,0,10,10,7
Onbekend,Abreu Isidoro,5611025,18,Portugal,Man,540,Snelwandelaars,19,2,20,174,83,"[('10 km snelwandelen', '1h:02:38.67', '600', 0), ('20 km snelwandelen', '2h:03:12.59', '580', 0), ('50 km snelwandelen', '5h:14:02.45', '526', 0)]",False,,6,1,5,2,1,1,1,7,7
Onbekend,Abugeau Franck,5699639,18,France,Man,170,Zonder specialiteit,19,1,15,167,68,[],False,,13,5,3,3,3,1,3,0,0
Onbekend,Aceituno Santos,5699543,22,Perú,Man,610,Zonder specialiteit,20,1,15,190,82,[],False,,18,3,3,0,5,5,1,0,0
Onbekend,Acevedo Bieito,5699808,18,España,Man,820,Zonder specialiteit,12,1,15,156,54,[],False,,8,2,1,1,3,1,10,0,0
Onbekend,Acevski Petar,5700611,21,FYR Makedonija,Man,230,Zonder specialiteit,13,1,15,169,67,[],False,,11,1,7,4,1,7,2,0,0
Onbekend,Acković Miroslava,5605361,18,Srbija,Vrouw,1810,Springers,19,2,17,186,89,[],False,,16,9,1,6,4,3,1,3,10
Onbekend,Acquino Mauro,5592758,18,Italia,Man,3330,Sprinters,20,2,17,190,101,"[('100 meter', '13.41 s', '698', 1), ('200 meter', '26.43 s', '771', 1), ('400 meter', '58.54 s', '821', 1), ('110 meter horden', '20.29 s', '737', 1), ('400 meter horden', '1:09.44', '790', 1)]",False,,6,5,2,13,3,3,2,8,7
Onbekend,Adam Stacey,5697648,18,New Zealand,Vrouw,570,Springers,15,1,15,169,64,"[('Hoogspringen', '0.63 m', '0', 0), ('Polsstokhoogspringen', '1.47 m', '0', 0), ('Verspringen', '2.42 m', '66', 0), ('Hinkstapspringen', '4.44 m', '16', 0)]",False,,7,1,4,5,2,9,2,4,7
Onbekend,Adamiec Tadeusz,5594833,18,Polska,Man,2130,Springers,20,2,15,187,95,"[('Hoogspringen', '1.12 m', '306', 0), ('Polsstokhoogspringen', '3.05 m', '304', 0), ('Verspringen', '4.02 m', '292', 0), ('Hinkstapspringen', '8.42 m', '309', 0)]",False,,9,2,8,2,10,9,0,7,8
Onbekend,Ādamsone Inita,5699009,18,Latvija,Vrouw,50,Zonder specialiteit,13,1,14,171,66,[],False,,7,2,3,3,3,3,1,0,0
Onbekend,Aeple Sacha,5631450,18,Switzerland,Vrouw,1990,Sprinters,20,1,17,170,72,"[('100 meter', '14.24 s', '757', 1), ('200 meter', '29.00 s', '667', 1), ('400 meter', '1:05.41', '749', 1), ('100 meter horden', '20.23 s', '777', 1), ('400 meter horden', '1:15.18', '804', 1)]",False,,6,2,1,12,6,6,3,7,6
Onbekend,Afonso Manon,5640409,19,France,Vrouw,2270,Middenafstandslopers,20,1,17,170,66,"[('800 meter', '2:40.68', '627', 0), ('1.500 meter', '5:13.14', '688', 0), ('3.000 meter steeplechase', '16:48.74', '724', 0)]",False,,18,3,11,3,2,2,2,9,6
200 meter,Agafonov Taras,5284734,27,Rossiya,Man,9900,Sprinters,20,7,13,174,82,"[('100 meter', '12.62 s', '849', 1), ('200 meter', '24.67 s', '937', 1), ('400 meter', '56.18 s', '920', 1), ('110 meter horden', '18.95 s', '904', 1), ('400 meter horden', '1:06.15', '907', 1)]",False,,18,6,2,16,8,2,2,10,8
Onbekend,Agboola Mazi,5699350,19,Nigeria,Man,810,Zonder specialiteit,19,1,15,163,64,[],False,,15,9,6,2,1,5,3,0,0
Onbekend,Aggarwa Amaratatini,5649388,18,India,Vrouw,1850,Sprinters,20,1,16,171,72,"[('100 meter', '14.67 s', '681', 1), ('200 meter', '28.91 s', '676', 1), ('400 meter', '1:06.16', '720', 1), ('100 meter horden', '20.39 s', '757', 1), ('400 meter horden', '1:15.19', '803', 1)]",False,,20,5,1,10,7,3,2,6,5
