Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Verspringen,Abadie Michaël,5539310,23,France,Man,3230,Springers,19,4,11,169,77,2,"[('Salto in alto', '1.06 m', '257'), (""Salto con l'asta"", '2.97 m', '281'), ('Salto in lungo', '4.82 m', '444'), ('Salto triplo', '8.37 m', '304')]",False,,6,3,1,10,6,10,2,10,9
Onbekend,Abanilla Datu,5774195,19,Pilipinas,Man,730,Zonder specialiteit,12,1,15,177,73,2,[],False,,16,2,1,8,8,2,4,0,0
Onbekend,Abarbanel Armon,5773714,22,Yisra'el,Man,590,Zonder specialiteit,18,1,15,183,85,2,[],False,,7,1,8,3,2,8,1,0,0
5.000 meter,Abdillah Meor,5673439,24,Malaysia,Man,1950,Langeafstandslopers,20,2,12,183,88,2,"[('5000 Metri', '17:50.28', '524'), ('10000 Metri', '42:27.16', '436'), ('Maratona', '2h:53:35.38', '487')]",False,,20,2,8,4,3,1,2,3,10
Onbekend,Abdul Salam Asmaradana,5673466,28,Malaysia,Vrouw,1230,Werpers,13,1,11,183,79,2,"[('Getto del peso', '7.52 m', '23'), ('Lancio del disco', '25.54 m', '23'), ('Lancio del martello', '21.54 m', '0'), ('Giavellotto', '20.22 m', '8')]",False,,13,10,1,1,2,1,3,8,4
Onbekend,Abela Eva,5772551,16,Malta,Vrouw,130,Zonder specialiteit,19,1,14,154,56,2,[],False,,9,1,1,6,3,2,1,0,0
Onbekend,Abrahamsen Pia,5773707,24,Norge,Vrouw,310,Zonder specialiteit,13,1,15,178,69,2,[],False,,10,3,3,5,2,8,2,0,0
Onbekend,Abramowicz Inna,5774000,17,Rossiya,Vrouw,920,Zonder specialiteit,11,1,15,155,53,2,[],False,,6,2,10,2,2,4,0,0,0
Onbekend,Abramski Yardena,5773770,24,Yisra'el,Vrouw,220,Zonder specialiteit,11,1,15,184,81,2,[],False,,14,1,3,2,2,5,2,0,0
Onbekend,Abuda Rizal,5772295,23,Pilipinas,Man,1030,Zonder specialiteit,19,1,14,185,83,2,[],False,,20,1,3,5,2,1,7,0,0
Onbekend,Abulog Anjang,5774022,15,Malaysia,Man,240,Zonder specialiteit,19,1,15,171,65,2,[],False,,13,4,3,2,7,3,3,0,0
Onbekend,Abulog Daud,5673445,28,Malaysia,Man,2020,Snelwandelaars,14,1,11,193,103,2,"[('Marcia 10Km', '1h:02:43.88', '596'), ('Marcia 20Km', '2h:02:30.63', '595'), ('Marcia 50Km', '5h:12:41.54', '538')]",False,,19,2,10,3,2,1,2,6,9
Onbekend,Abulog Jamal,5673453,19,Malaysia,Man,1430,Springers,20,2,11,177,82,2,"[('Salto in alto', '0.92 m', '149'), (""Salto con l'asta"", '2.59 m', '169'), ('Salto in lungo', '3.67 m', '202'), ('Salto triplo', '7.15 m', '175')]",False,,19,3,1,4,8,9,2,6,7
Onbekend,Aceto Piergiorgio,5772930,16,Italia,Man,260,Zonder specialiteit,11,1,15,161,63,2,[],False,,11,3,1,8,2,3,1,0,0
3.000 meter steeplechase,Acevedo Xerardo,5020472,36,España,Man,7340,Middenafstandslopers,20,14,14,192,85,2,"[('800 Metri', '2:17.75', '803'), ('1500 Metri', '4:32.20', '810'), ('3000 siepi', '13:17.96', '858')]",False,,14,0,10,8,0,0,0,10,11
Onbekend,Adamantidou Lina,5773149,16,Hellas,Vrouw,40,Zonder specialiteit,17,1,14,159,55,2,[],False,,7,1,2,2,1,0,2,0,0
