Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Polsstokhoogspringen,Äärilä Hannele,5010977,34,Suomi,Vrouw,15330,Springers,18,12,16,174,73,"[('Hoogspringen', '1.39 m', '624', 1), ('Polsstokhoogspringen', '3.38 m', '704', 1), ('Verspringen', '4.59 m', '644', 1), ('Hinkstapspringen', '9.34 m', '671', 1)]",False,,16,0,0,0,12,14,0,13,13
Onbekend,Aas Erik,5699911,21,Norge,Man,720,Zonder specialiteit,17,1,14,171,71,[],False,,19,2,1,1,3,2,6,0,0
Onbekend,Abades Concha,5701782,16,España,Vrouw,90,Zonder specialiteit,15,1,14,153,46,[],False,,11,1,3,2,2,1,2,0,0
800 meter,Abarca Florida,5602639,18,Chile,Vrouw,1040,Middenafstandslopers,20,3,16,172,76,"[('800 meter', '2:43.45', '582', 1), ('1.500 meter', '5:30.22', '286', 1), ('3.000 meter steeplechase', '17:30.90', '617', 1)]",False,,13,3,4,3,3,10,3,5,7
Onbekend,Abascal Oriol,5701784,16,España,Man,670,Zonder specialiteit,12,1,14,181,77,[],False,,16,3,8,2,6,3,2,0,0
Onbekend,Abbondanza Luca,5701320,17,Italia,Man,480,Middenafstandslopers,11,1,15,169,75,"[('800 meter', '2:27.69', '625', 1), ('1.500 meter', '4:54.00', '613', 1), ('3.000 meter steeplechase', '14:31.51', '636', 1)]",False,,11,1,9,4,1,1,1,3,5
Onbekend,Abdulrahman Aurillia,5700789,15,Indonesia,Vrouw,1260,Zonder specialiteit,13,1,14,152,48,[],False,,18,3,8,3,3,9,1,0,0
Onbekend,Abeijón Àxel,5565580,18,España,Man,1580,Werpers,20,1,13,196,105,"[('Kogelstoten', '10.35 m', '207', 1), ('Discuswerpen', '32.48 m', '175', 1), ('Kogelslingeren', '33.46 m', '157', 1), ('Speerwerpen', '36.00 m', '216', 1)]",False,,11,9,2,4,1,1,10,8,8
Onbekend,Abela Maryrose,5703673,19,Malta,Vrouw,820,Zonder specialiteit,14,1,15,170,65,[],False,,19,8,1,2,0,3,2,0,0
Onbekend,Aben Vince,5702864,16,Nederland,Man,120,Zonder specialiteit,20,1,15,174,72,[],False,,10,3,3,0,3,6,1,0,0
Onbekend,Abentung Isidor,5701449,18,Österreich,Man,1140,Zonder specialiteit,15,1,15,178,81,[],False,,17,2,2,3,2,8,9,0,0
Discuswerpen,Āboliņš Igors,5050396,35,Latvija,Man,4890,Werpers,19,9,16,194,84,"[('Kogelstoten', '9.14 m', '116', 1), ('Discuswerpen', '31.73 m', '157', 1), ('Kogelslingeren', '29.50 m', '70', 1), ('Speerwerpen', '35.35 m', '202', 1)]",False,,20,6,0,0,0,0,6,10,12
Onbekend,Abrantes Elisa,5678902,18,Portugal,Vrouw,1210,Langeafstandslopers,15,1,14,178,72,"[('5.000 meter', '20:54.46', '530', 1), ('10.000 meter', '45:27.98', '530', 1), ('Marathon', '3h:11:03.59', '0', 1)]",False,,11,9,10,2,2,2,0,6,6
Kogelslingeren,Abrego Silveria,5128061,34,España,Vrouw,2260,Werpers,14,8,12,158,49,"[('Kogelstoten', '6.68 m', '0', 1), ('Discuswerpen', '25.03 m', '12', 1), ('Kogelslingeren', '21.82 m', '0', 1), ('Speerwerpen', '20.81 m', '25', 1)]",False,,9,6,0,0,0,0,10,10,7
Onbekend,Abrioux Roméo,5668472,18,France,Man,590,Langeafstandslopers,15,1,15,166,68,"[('5.000 meter', '17:59.19', '0', 1), ('10.000 meter', '41:22.40', '0', 1), ('Marathon', '2h:48:55.22', '0', 1)]",False,,8,2,6,6,1,1,0,5,9
Onbekend,Aceski Pavel,5700767,17,FYR Makedonija,Man,370,Werpers,14,1,14,171,71,"[('Kogelstoten', '6.74 m', '0', 1), ('Discuswerpen', '24.96 m', '1', 1), ('Kogelslingeren', '23.38 m', '0', 1), ('Speerwerpen', '24.65 m', '0', 1)]",False,,10,7,1,0,1,1,8,4,4
