Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aasen Torill,5697212,19,Norge,Vrouw,660,Zonder specialiteit,20,1,15,168,67,[],False,,8,2,3,8,6,8,3,0,0
Onbekend,Abarca Óscar,5698641,19,El Salvador,Man,720,Zonder specialiteit,14,1,15,183,83,[],False,,10,4,8,1,3,1,9,0,0
Onbekend,Abdelaziz Ishaq,5696987,17,Miṣr,Man,750,Zonder specialiteit,15,1,15,174,68,[],False,,18,6,1,7,1,4,3,0,0
Onbekend,Abrahams Kyle,5587518,17,Great Britain,Man,1700,Sprinters,20,2,15,187,101,"[('100 meter', '13.49 s', '682', 10), ('200 meter', '27.05 s', '713', 10), ('400 meter', '1:00.08', '757', 10), ('110 meter horden', '19.98 s', '776', 10), ('400 meter horden', '1:09.06', '803', 10)]",False,,7,5,3,10,9,1,1,8,7
Onbekend,Abramova Milena,5695544,24,Rossiya,Vrouw,470,Zonder specialiteit,17,1,15,165,58,[],False,,7,2,3,2,9,3,2,0,0
Onbekend,Abreu Mirari,5643456,16,España,Vrouw,2720,Middenafstandslopers,13,1,15,167,68,"[('800 meter', '2:42.61', '596', 10), ('1.500 meter', '5:26.99', '574', 10), ('3.000 meter steeplechase', '17:52.58', '563', 10)]",False,,11,1,2,13,1,1,3,4,5
Onbekend,Abrunhosa Renato,5679677,15,Portugal,Man,710,Sprinters,17,1,15,171,75,"[('100 meter', '13.77 s', '629', 10), ('200 meter', '27.80 s', '642', 10), ('400 meter', '1:00.93', '721', 10), ('110 meter horden', '20.89 s', '662', 10), ('400 meter horden', '1:11.14', '729', 10)]",False,,8,1,2,9,1,2,3,8,5
Onbekend,Acconcia Alberico,5671205,17,Italia,Man,920,Snelwandelaars,20,1,15,174,74,"[('10 km snelwandelen', '1h:03:38.60', '557', 9), ('20 km snelwandelen', '2h:03:17.68', '578', 9), ('50 km snelwandelen', '5h:18:38.95', '486', 9)]",False,,19,3,6,1,3,3,2,7,5
Onbekend,Aceski Lazo,5696135,21,FYR Makedonija,Man,450,Zonder specialiteit,17,1,15,176,80,[],False,,14,3,8,3,3,3,2,0,0
Onbekend,Acharya Daksi,5696114,23,India,Man,1540,Zonder specialiteit,19,1,15,184,80,[],False,,19,3,1,10,3,3,8,0,0
Hoogspringen,Achike Ewan,5388047,23,Great Britain,Man,6640,Springers,20,3,12,166,63,"[('Hoogspringen', '1.08 m', '274', 9), ('Polsstokhoogspringen', '2.89 m', '257', 9), ('Verspringen', '4.23 m', '337', 9), ('Hinkstapspringen', '7.92 m', '257', 9)]",False,,20,2,1,3,6,15,2,8,6
Onbekend,Acosta Daniela,5697227,19,Costa Rica,Vrouw,730,Zonder specialiteit,18,1,15,176,67,[],False,,16,2,3,2,2,9,3,0,0
Onbekend,Acuto Giada,5695678,14,Italia,Vrouw,160,Zonder specialiteit,16,1,14,153,54,[],False,,12,3,1,3,1,6,2,0,0
Onbekend,Aczél Ernő,5656899,15,Magyarország,Man,700,Langeafstandslopers,18,1,16,177,78,"[('5.000 meter', '17:37.69', '556', 10), ('10.000 meter', '40:46.86', '548', 10), ('Marathon', '2h:46:45.50', '596', 10)]",False,,11,3,9,7,6,3,2,5,5
Onbekend,Adam Tristan,5698202,15,France,Man,490,Snelwandelaars,11,1,15,159,55,[],False,,10,2,9,3,3,6,1,4,4
Onbekend,Adamcová Branislava,5696949,17,Slovensko,Vrouw,640,Zonder specialiteit,17,1,15,167,64,[],False,,12,3,2,2,3,3,9,0,0
Onbekend,Adamus Przemysław,5648815,17,Polska,Man,1090,Langeafstandslopers,13,1,15,173,79,"[('5.000 meter', '18:34.13', '411', 10), ('10.000 meter', '43:07.70', '391', 10), ('Marathon', '2h:56:48.87', '435', 10)]",False,,10,10,3,3,1,2,2,7,5
Onbekend,Adamus Zbigniew,5698460,14,Polska,Man,110,Zonder specialiteit,12,1,15,164,69,[],False,,11,3,4,4,2,2,3,0,0
Onbekend,Adelsward Kristoffer,5696883,15,Sverige,Man,220,Zonder specialiteit,14,1,15,163,66,[],False,,13,1,2,6,1,2,1,0,0
Onbekend,Adeola Baderinwa,5697233,18,Nigeria,Vrouw,620,Zonder specialiteit,16,1,15,174,65,[],False,,16,8,3,3,2,1,1,0,0
Onbekend,Adriani Olga,5589662,19,Italia,Vrouw,1250,Werpers,20,2,19,168,70,"[('Kogelstoten', '8.54 m', '105', 9), ('Discuswerpen', '31.30 m', '159', 9), ('Kogelslingeren', '26.46 m', '97', 9), ('Speerwerpen', '25.18 m', '152', 9)]",False,,16,10,3,3,2,1,6,5,6
