Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,A Hadi Dollah,5836371,18,Malaysia,Man,170,Zonder specialiteit,20,1,14,183,84,9,[],False,,12,3,1,2,6,1,3,0,0
Marathon,Aba Irén,5749086,18,Magyarország,Vrouw,2000,Langeafstandslopers,20,2,16,165,63,9,"[('5000 Metri', '20:10.01', '627'), ('10000 Metri', '43:41.95', '636'), ('Maratona', '2h:58:40.86', '745')]",False,,17,2,9,6,2,2,2,8,9
Onbekend,Abad Silvestre,5824283,17,México,Man,1130,Meerkampers,17,1,16,177,79,9,"[('Pentathlon Men - Long Jump', '3.16 m', '495'), ('Pentathlon Men - Javelin Throw', '21.16 m', '340'), ('Pentathlon Men - 200 Metres', '27.25 s', '626'), ('Pentathlon Men - Discus Throw', '16.25 m', '274'), ('Pentathlon Men - 1500 Metres', '4:54.05', '539'), ('Decathlon - 100 Metres', '13.58 s', '600'), ('Decathlon - Long Jump', '3.17 m', '495'), ('Decathlon - Shot Put', '3.89 m', '220'), ('Decathlon - High Jump', '0.6 m', '357'), ('Decathlon - 400 Metres', '1:00.45', '670'), ('Decathlon - 110 Metres Hurdles', '20.53 s', '605'), ('Decathlon - Discus Throw', '16.2 m', '273'), ('Decathlon - Pole Vault', '1.78 m', '374'), ('Decathlon - Javelin Throw', '21.23 m', '341'), ('Decathlon - 1500 Metres', '4:53.52', '544'), ('Pentathlon Men', '2272 p', '455'), ('Decathlon', '4479 p', '448')]",False,,12,2,1,10,2,3,2,8,6
Onbekend,Abancéns Martí,5792336,27,España,Man,1600,Sprinters,20,1,13,196,97,9,"[('100 Metri', '13.84 s', '614'), ('200 Metri', '27.64 s', '657'), ('400 piani', '1:00.92', '722'), ('110 ostacoli', '20.41 s', '722'), ('400 ostacoli', '1:09.93', '772')]",False,,14,4,1,10,10,2,0,6,5
Onbekend,Abdou Gladys,5834848,16,France,Vrouw,290,Zonder specialiteit,16,1,14,156,49,9,[],False,,10,1,1,8,2,2,3,0,0
Onbekend,Abdul Salam Ziana,5836906,22,Malaysia,Vrouw,1730,Zonder specialiteit,16,1,15,167,62,9,[],False,,20,8,0,9,1,3,2,0,0
Onbekend,Abella Mireia,5838526,18,Colombia,Vrouw,1150,Zonder specialiteit,11,1,15,172,66,9,[],False,,19,4,9,1,2,1,0,0,0
Onbekend,Abrunhosa Viviana,5835166,15,Portugal,Vrouw,690,Zonder specialiteit,17,1,15,152,48,9,[],False,,7,3,0,10,2,2,1,0,0
Onbekend,Abu Samah Embong,5836223,22,Malaysia,Man,1010,Zonder specialiteit,11,1,15,172,73,9,[],False,,13,1,10,2,1,2,3,0,0
Onbekend,Aceski Lenka,5836864,19,FYR Makedonija,Man,210,Zonder specialiteit,11,1,15,181,77,9,[],False,,6,3,2,7,6,3,2,0,0
Onbekend,Acevedo Sydney,5785528,20,United States,Vrouw,1420,Langeafstandslopers,20,1,11,172,61,9,"[('5000 Metri', '20:20.38', '605'), ('10000 Metri', '44:20.42', '598'), ('Maratona', '3h:06:33.91', '633')]",False,,13,2,10,5,3,1,1,8,8
Onbekend,Ačimovič Branko,5825038,15,Srbija,Man,1220,Langeafstandslopers,19,1,16,181,83,9,"[('5000 Metri', '17:56.96', '506'), ('10000 Metri', '41:44.86', '483'), ('Maratona', '2h:49:49.76', '456')]",False,,14,2,10,3,2,3,7,5,8
5.000 meter,Ács Cintia,5237189,33,Magyarország,Vrouw,12400,Langeafstandslopers,20,13,18,177,54,9,"[('5000 Metri', '17:53.16', '925'), ('10000 Metri', '39:16.29', '903'), ('Maratona', '2h:44:36.21', '944')]",False,,18,0,16,11,0,1,0,9,7
Onbekend,Acuña Joel,5836510,16,Pilipinas,Man,1210,Zonder specialiteit,19,1,15,179,78,9,[],False,,20,8,2,3,3,2,2,0,0
Onbekend,Acuña Xavier,5838238,15,Costa Rica,Man,190,Zonder specialiteit,11,1,15,169,64,9,[],False,,6,1,3,4,7,2,0,0,0
Onbekend,Adach Angelika,5827862,17,Polska,Vrouw,580,Zonder specialiteit,14,1,15,167,62,9,[],False,,16,8,4,4,1,0,2,0,0
Onbekend,Adam Bradley,5783088,27,Great Britain,Man,1250,Snelwandelaars,15,1,11,187,97,9,"[('Marcia 10Km', '1h:03:47.35', '551'), ('Marcia 20Km', '2h:04:35.21', '550'), ('Marcia 50Km', '5h:17:55.22', '492')]",False,,16,1,10,2,3,1,1,8,4
Kogelslingeren,Adam Dylan,5684755,20,New Zealand,Man,1990,Werpers,19,3,16,167,71,9,"[('Getto del peso', '8.59 m', '74'), ('Lancio del disco', '33.08 m', '189'), ('Lancio del martello', '33.99 m', '169'), ('Giavellotto', '35.33 m', '202')]",False,,6,9,0,1,9,2,5,9,9
Onbekend,Adamantidou Rinio,5835216,16,Hellas,Vrouw,810,Zonder specialiteit,14,1,14,172,68,9,[],False,,17,3,1,1,9,2,3,0,0
Onbekend,Adamczewska Edyta,5834856,16,Polska,Vrouw,950,Zonder specialiteit,15,1,15,178,70,9,[],False,,8,2,1,1,3,10,8,0,0
Onbekend,Adamkienė Liudvika,5836580,20,Lietuva,Vrouw,400,Zonder specialiteit,16,1,14,179,74,9,[],False,,14,8,2,3,3,2,1,0,0
Onbekend,Adams John,5783078,27,Great Britain,Man,2970,Langeafstandslopers,14,1,11,180,82,9,"[('5000 Metri', '17:09.08', '629'), ('10000 Metri', '40:00.93', '599'), ('Maratona', '2h:42:45.99', '573')]",False,,9,3,10,7,3,1,1,10,10
Onbekend,Adesoji Okechuku,5836523,15,Nigeria,Man,340,Zonder specialiteit,15,1,14,166,64,9,[],False,,12,3,2,2,8,3,6,0,0
Onbekend,Adiprasetyo Widyadhari,5836834,16,Indonesia,Vrouw,710,Zonder specialiteit,17,1,14,161,59,9,[],False,,19,3,3,2,1,1,2,0,0
Speerwerpen,Adorni Dario,5211471,33,Italia,Man,7230,Werpers,20,9,18,174,73,9,"[('Getto del peso', '14 m', '484'), ('Lancio del disco', '50.47 m', '592'), ('Lancio del martello', '49.83 m', '517'), ('Giavellotto', '53.14 m', '594')]",False,,20,12,0,1,6,0,13,8,9
Onbekend,Adriano Lualhati,5792604,23,Pilipinas,Vrouw,1790,Snelwandelaars,18,1,13,188,83,9,"[('Marcia 10Km', '1h:06:35.28', '680'), ('Marcia 20Km', '2h:15:13.45', '633'), ('Marcia 50Km', '5h:31:20.50', '608')]",False,,10,2,11,3,3,1,1,7,9
Onbekend,Aganzo Bernarda,5792355,19,España,Vrouw,1330,Langeafstandslopers,13,1,14,166,64,9,"[('5000 Metri', '20:59.76', '518'), ('10000 Metri', '45:56.05', '502'), ('Maratona', '3h:11:50.64', '559')]",False,,20,2,9,3,2,1,1,4,3
