Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aalto Kauko,5809968,18,Suomi,Man,1290,Springers,18,1,11,179,82,3,"[('Salto in alto', '0.89 m', '122'), (""Salto con l'asta"", '2.34 m', '98'), ('Salto in lungo', '3.44 m', '153'), ('Salto triplo', '6.34 m', '87')]",False,,9,3,0,3,3,10,3,8,7
Onbekend,Aba Csongor,5850043,17,Magyarország,Man,220,Zonder specialiteit,12,1,15,187,86,3,[],False,,14,2,2,1,2,4,5,0,0
Onbekend,Abacha Ayo,5852305,21,Nigeria,Vrouw,220,Zonder specialiteit,17,1,15,170,61,3,[],False,,10,3,7,1,1,1,3,0,0
Onbekend,Abbey Idowu,5850385,17,Nigeria,Man,890,Zonder specialiteit,13,1,14,174,71,3,[],False,,15,1,2,3,2,2,10,0,0
Onbekend,Abdija Jusuf,5851706,21,Bosna i Hercegovina,Man,280,Zonder specialiteit,19,1,14,179,78,3,[],False,,15,1,4,1,3,2,3,0,0
1.500 meter,Abela Paul,5737405,28,Malta,Man,2370,Middenafstandslopers,19,2,11,179,79,3,"[('800 Metri', '2:25.21', '669'), ('1500 Metri', '4:40.24', '738'), ('3000 siepi', '14:08.37', '706')]",False,,17,1,11,3,2,1,1,10,6
10.000 meter,Abellán Patricia,5157803,34,España,Vrouw,21020,Langeafstandslopers,19,10,18,180,72,3,"[('5000 Metri', '17:54.53', '923'), ('10000 Metri', '38:02.83', '977'), ('Maratona', '2h:44:09.68', '950')]",False,,19,0,18,12,0,0,3,9,9
Onbekend,Abelski Malachi,5851643,16,Yisra'el,Man,530,Zonder specialiteit,13,1,14,176,73,3,[],False,,9,9,2,1,2,1,2,0,0
Onbekend,Abougrisha Nuru,5852489,16,Miṣr,Man,730,Zonder specialiteit,14,1,15,173,77,3,[],False,,16,6,3,2,0,8,8,0,0
Onbekend,Abrantes Vitória,5753462,17,Portugal,Vrouw,3290,Werpers,18,1,14,161,63,3,"[('Getto del peso', '6.37 m', '0'), ('Lancio del disco', '27.55 m', '71'), ('Lancio del martello', '25.57 m', '74'), ('Giavellotto', '25.24 m', '153')]",False,,7,2,3,2,9,2,12,8,7
Onbekend,Abreu Garikoitz,5839380,17,España,Man,500,Meerkampers,11,1,16,159,59,3,[],False,,12,2,3,3,7,3,4,7,6
Onbekend,Abundis Próspera,5849949,17,México,Vrouw,100,Zonder specialiteit,16,1,15,168,62,3,[],False,,7,2,3,2,3,6,2,0,0
Onbekend,Aceros Ruth,5852455,24,Colombia,Vrouw,480,Zonder specialiteit,11,1,15,168,66,3,[],False,,17,3,3,3,2,2,1,0,0
