Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aagaard Jens,5714969,16,Danmark,Man,910,Werpers,12,1,15,180,78,[],False,,14,10,3,4,3,2,6,5,5
Onbekend,Abad Iratxe,5715063,17,España,Vrouw,470,Zonder specialiteit,12,1,14,166,61,[],False,,13,2,9,2,3,2,1,0,0
Onbekend,Abarca Aidé,5714708,18,México,Vrouw,230,Zonder specialiteit,11,1,14,167,60,[],False,,7,3,6,7,2,2,3,0,0
Onbekend,Abarca Luna,5716537,19,México,Vrouw,1180,Zonder specialiteit,12,1,14,170,63,[],False,,19,3,3,3,2,8,8,0,0
Onbekend,Abdelaati Theoris,5714807,24,Miṣr,Vrouw,520,Zonder specialiteit,16,1,14,184,76,[],False,,9,8,3,8,3,2,2,0,0
Onbekend,Abela Georgia,5716514,24,Malta,Vrouw,1260,Zonder specialiteit,17,1,14,173,67,[],False,,20,3,2,8,2,1,3,0,0
Onbekend,Abelenda Manuel,5714922,15,Uruguay,Man,290,Zonder specialiteit,13,1,15,170,73,[],False,,7,1,8,2,2,3,1,0,0
Onbekend,Āboltiņš Vilis,5713811,20,Latvija,Man,770,Zonder specialiteit,12,1,14,185,86,[],False,,13,10,0,2,2,1,3,0,0
Onbekend,Aboub Jasmina,5714962,15,Al-Maghrib,Vrouw,130,Zonder specialiteit,11,1,14,171,67,[],False,,6,2,2,2,2,1,7,0,0
Onbekend,Abramović Đorđe,5666353,19,Srbija,Man,2410,Springers,20,2,17,162,61,"[('Hoogspringen', '0.96 m', '180', 4), ('Polsstokhoogspringen', '2.82 m', '237', 4), ('Verspringen', '3.98 m', '283', 4), ('Hinkstapspringen', '8.01 m', '266', 4)]",False,,19,1,1,4,9,8,0,8,9
Onbekend,Abreu Félix,5714833,25,España,Man,1370,Langeafstandslopers,17,1,15,195,97,"[('5.000 meter', '18:25.35', '434', 5), ('10.000 meter', '42:47.14', '414', 5), ('Marathon', '2h:55:29.67', '456', 5)]",False,,20,2,9,3,3,2,2,6,2
Onbekend,Abu Samah Adiputera,5716400,19,Malaysia,Man,60,Zonder specialiteit,19,1,14,183,80,[],False,,8,4,3,0,1,1,3,0,0
Onbekend,Abundis Eber,5714347,18,México,Man,170,Zonder specialiteit,12,1,15,165,68,[],False,,7,2,7,2,1,1,1,0,0
Onbekend,Acebo Isabel,5716056,15,España,Vrouw,930,Zonder specialiteit,20,1,14,155,53,[],False,,20,1,4,3,1,2,1,0,0
Onbekend,Acevedo Angel,5714103,17,Venezuela,Man,800,Zonder specialiteit,17,1,14,184,80,[],False,,14,3,3,2,3,3,10,0,0
Onbekend,Acevedo Martina,5688892,18,España,Vrouw,1250,Meerkampers,11,1,14,178,73,"[('Vijfkamp Vrouwen - 100 meter horden', '21.71 s', '548', 5), ('Vijfkamp Vrouwen - Hoogspringen', '0.76 m', '497', 5), ('Vijfkamp Vrouwen - Kogelstoten', '3.16 m', '185', 5), ('Vijfkamp Vrouwen - Verspringen', '2.68 m', '515', 5), ('Vijfkamp Vrouwen - 800 meter', '2:45.75', '557', 5), ('Zevenkamp - 100 meter horden', '21.64 s', '557', 5), ('Zevenkamp - Hoogspringen', '0.74 m', '484', 5), ('Zevenkamp - Kogelstoten', '3.10 m', '182', 5), ('Zevenkamp - 200 meter', '30.93 s', '363', 5), ('Zevenkamp - Verspringen', '2.63 m', '505', 5), ('Zevenkamp - Speerwerpen', '12.83 m', '270', 5), ('Zevenkamp - 800 meter', '2:46.12', '551', 5), ('Vijfkamp Vrouwen', '2302 p', '460', 5), ('Zevenkamp', '2912 p', '416', 5)]",False,,8,2,8,2,3,10,1,5,7
Onbekend,Aceves Azucena,5713489,20,México,Vrouw,730,Zonder specialiteit,19,1,14,176,71,[],False,,10,2,3,1,3,10,3,0,0
Onbekend,Achiou Shada,5716030,15,Al-Jazā'ir,Vrouw,480,Zonder specialiteit,15,1,14,171,64,[],False,,13,3,2,2,3,0,9,0,0
Onbekend,Aćimović Branislav,5714149,17,Srbija,Man,1720,Zonder specialiteit,17,1,14,183,84,[],False,,20,1,1,7,3,3,10,0,0
Onbekend,Aćimović Olga,5712217,14,Srbija,Vrouw,1850,Sprinters,18,1,15,161,58,[],False,,10,10,1,2,2,10,3,5,8
Onbekend,Ackman Alicia,5714637,24,Australia,Vrouw,690,Zonder specialiteit,13,1,15,181,75,[],False,,14,3,2,0,9,1,2,0,0
Onbekend,Acosta Adrián,5714290,21,Colombia,Man,1190,Zonder specialiteit,12,1,15,188,82,[],False,,19,1,2,3,5,2,9,0,0
Onbekend,Acosta Herminia,5715773,17,Uruguay,Vrouw,780,Zonder specialiteit,17,1,14,177,67,[],False,,19,3,2,2,3,0,5,0,0
Onbekend,Acosta Teresa,5714127,18,Costa Rica,Vrouw,270,Zonder specialiteit,14,1,15,168,62,[],False,,9,6,7,4,1,2,3,0,0
Onbekend,Acuña Diego,5716848,24,Costa Rica,Man,720,Zonder specialiteit,19,1,14,196,96,[],False,,19,1,6,1,5,2,2,0,0
Onbekend,Adamczak Sandra,5712204,15,Polska,Vrouw,190,Zonder specialiteit,11,1,14,161,56,[],False,,11,2,4,2,3,2,7,0,0
100 meter,Adame Alfredo,5013036,35,España,Man,51710,Sprinters,20,15,13,180,75,"[('100 meter', '11.50 s', '1064', 5), ('200 meter', '22.94 s', '1101', 5), ('400 meter', '51.31 s', '1124', 5), ('110 meter horden', '18.73 s', '932', 5), ('400 meter horden', '1:04.42', '969', 5)]",False,,20,19,0,19,0,0,0,10,11
Onbekend,Adamec Lukáš,5715313,17,Slovensko,Man,70,Zonder specialiteit,17,1,14,165,65,[],False,,7,1,1,3,1,5,2,0,0
Onbekend,Adamović Stamena,5714539,24,Srbija,Vrouw,780,Zonder specialiteit,12,1,14,171,62,[],False,,12,3,10,3,2,3,1,0,0
Onbekend,Adams Arnel,5716841,21,Pilipinas,Man,1110,Zonder specialiteit,19,1,15,193,93,[],False,,19,3,1,3,9,2,3,0,0
Onbekend,Adams Daniel,5715030,14,United States,Man,650,Springers,18,1,14,173,67,[],False,,7,3,1,2,3,9,2,5,7
Onbekend,Adamusová Helena,5714446,15,Slovensko,Vrouw,310,Zonder specialiteit,17,1,15,146,41,[],False,,8,0,7,3,7,3,1,0,0
Onbekend,Adán Arkaitz,5361179,25,España,Man,760,Werpers,11,1,11,174,110,"[('Kogelstoten', '7.40 m', '0', 4), ('Discuswerpen', '24.52 m', '0', 4), ('Kogelslingeren', '25.63 m', '0', 4), ('Speerwerpen', '25.88 m', '0', 4)]",False,,6,6,3,2,3,2,6,8,8
Onbekend,Adeyanju Adedagbo,5714742,17,Nigeria,Vrouw,800,Zonder specialiteit,20,1,15,163,57,[],False,,17,3,9,2,2,1,4,0,0
Onbekend,Adi Adebomi,5714488,20,Nigeria,Vrouw,180,Zonder specialiteit,15,1,14,168,65,[],False,,6,2,7,3,3,3,3,0,0
Marathon,Admiraal Inge,4792133,40,Nederland,Vrouw,20750,Langeafstandslopers,16,19,16,173,64,"[('5.000 meter', '18:56.65', '787', 5), ('10.000 meter', '40:53.54', '806', 5), ('Marathon', '2h:48:55.08', '883', 5)]",False,,16,0,15,4,0,0,0,9,9
Onbekend,Aeby Juergen,5714385,18,Switzerland,Man,400,Zonder specialiteit,15,1,14,170,65,[],False,,12,6,4,1,1,8,0,0,0
Onbekend,Aesma Ardo,5716363,24,Eesti,Man,180,Zonder specialiteit,13,1,14,166,64,[],False,,10,1,7,3,2,3,2,0,0
