Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Discuswerpen,Äärilä Eeva,5095032,33,Suomi,Vrouw,12310,Werpers,16,14,18,176,74,9,"[('Getto del peso', '12.35 m', '409'), ('Lancio del disco', '47.11 m', '531'), ('Lancio del martello', '42.57 m', '508'), ('Giavellotto', '41.07 m', '612')]",False,,15,7,0,1,7,1,14,12,11
Onbekend,Abadie Martial,5706589,25,France,Man,1480,Middenafstandslopers,11,1,11,177,87,9,"[('800 Metri', '2:25.69', '661'), ('1500 Metri', '4:51.41', '637'), ('3000 siepi', '14:32.09', '634')]",False,,9,2,6,11,3,1,1,2,8
Polsstokhoogspringen,Abarca Gloria,5608224,24,El Salvador,Vrouw,2810,Springers,20,3,18,171,69,9,"[('Salto in alto', '1.01 m', '292'), (""Salto con l'asta"", '2.49 m', '365'), ('Salto in lungo', '3.42 m', '332'), ('Salto triplo', '6.79 m', '329')]",False,,18,1,3,2,8,11,2,8,8
Onbekend,Abbondanzieri Humberto,5713145,15,Argentina,Man,940,Langeafstandslopers,20,1,15,173,81,9,"[('5000 Metri', '17:54.92', '512'), ('10000 Metri', '41:28.42', '502'), ('Maratona', '2h:49:23.26', '554')]",False,,17,1,9,3,3,1,1,5,7
Onbekend,Abeijón Florián,5712114,17,España,Man,1090,Sprinters,16,1,12,183,87,9,"[('100 Metri', '13.65 s', '652'), ('200 Metri', '27.19 s', '699'), ('400 piani', '1:00.60', '735'), ('110 ostacoli', '20.8 s', '673'), ('400 ostacoli', '1:11.23', '726')]",False,,14,10,0,8,1,1,4,7,6
Onbekend,Abend Shlomo,5760536,21,Yisra'el,Man,880,Zonder specialiteit,14,1,14,192,86,9,[],False,,10,1,2,3,10,3,2,0,0
Onbekend,Abreu Xerach,5760564,17,España,Man,800,Zonder specialiteit,11,1,14,163,61,9,[],False,,6,3,2,10,2,2,1,0,0
Onbekend,Abundis Ana,5762049,19,México,Vrouw,530,Zonder specialiteit,20,1,14,167,56,9,[],False,,6,2,1,1,9,1,5,0,0
Onbekend,Acedera Anne,5762777,15,España,Vrouw,250,Zonder specialiteit,19,1,15,163,59,9,[],False,,15,1,2,2,3,2,4,0,0
Onbekend,Achim Sabina,5703261,15,Deutschland,Vrouw,1530,Meerkampers,20,1,14,180,81,9,"[('Pentathlon Women - 100 Metres Hurdles', '21.43 s', '585'), ('Pentathlon Women - High Jump', '0.64 m', '416'), ('Pentathlon Women - Shot Put', '8.6 m', '506'), ('Pentathlon Women - Long Jump', '2.31 m', '443'), ('Pentathlon Women - 800 Metres', '2:46.78', '539'), ('Heptathlon - 100 Metres Hurdles', '21.4 s', '589'), ('Heptathlon - High Jump', '0.63 m', '414'), ('Heptathlon - Shot Put', '8.63 m', '507'), ('Heptathlon - 200 Metres', '30.06 s', '451'), ('Heptathlon - Long Jump', '2.3 m', '441'), ('Heptathlon - Javelin Throw', '24.78 m', '523'), ('Heptathlon - 800 Metres', '2:46.98', '535'), ('Pentathlon Women', '2488 p', '498'), ('Heptathlon', '3460 p', '494')]",False,,16,11,2,2,3,4,4,5,7
