Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Abaloira Luis,5846964,17,España,Man,640,Zonder specialiteit,13,1,14,167,69,2,[],False,,7,2,10,2,2,3,2,0,0
Onbekend,Abarca Jordi,5848003,17,España,Man,1140,Zonder specialiteit,19,1,15,165,64,2,[],False,,20,1,1,2,8,3,2,0,0
50 km snelwandelen,Abascal Asdrúbal,5517951,25,España,Man,30100,Snelwandelaars,20,7,14,168,59,2,"[('Marcia 10Km', '55:05.18', '922'), ('Marcia 20Km', '1h:47:32.81', '922'), ('Marcia 50Km', '4h:28:07.30', '927')]",False,,16,3,20,3,1,10,0,10,8
Onbekend,Abascal Laurel,5847455,20,México,Vrouw,350,Zonder specialiteit,15,1,14,165,61,2,[],False,,13,1,3,2,8,3,2,0,0
Onbekend,Abbar Hamid,5847274,24,Al-Jazā'ir,Man,990,Zonder specialiteit,15,1,14,185,82,2,[],False,,18,3,3,5,9,3,2,0,0
Onbekend,Abd Rahman Reshma,5847740,21,Malaysia,Vrouw,1550,Zonder specialiteit,16,1,14,179,72,2,[],False,,7,10,3,3,2,10,2,0,0
Onbekend,Abdulovic Srebrenka,5845603,24,Bosna i Hercegovina,Vrouw,2030,Zonder specialiteit,14,1,14,174,66,2,[],False,,20,10,3,1,9,2,3,0,0
Onbekend,Abela Nicole,5845928,16,Malta,Vrouw,170,Zonder specialiteit,11,1,15,154,53,2,[],False,,8,1,6,3,7,3,2,0,0
Onbekend,Aben Jan-Frederik,5846304,16,Nederland,Man,440,Zonder specialiteit,11,1,14,173,74,2,[],False,,10,9,2,0,0,1,1,0,0
Onbekend,Abouzeid Chione,5848581,15,Miṣr,Vrouw,1210,Zonder specialiteit,14,1,15,146,45,2,[],False,,17,3,3,10,2,1,3,0,0
Onbekend,Abreu Julia,5847551,23,México,Vrouw,620,Zonder specialiteit,14,1,15,174,68,2,[],False,,15,3,3,5,3,9,4,0,0
Onbekend,Abulog Haron,5845619,22,Malaysia,Man,1010,Zonder specialiteit,18,1,14,186,84,2,[],False,,10,2,10,1,3,3,3,0,0
Onbekend,Acedo Úrsula,5846761,16,España,Vrouw,1140,Zonder specialiteit,12,1,15,171,66,2,[],False,,20,3,1,3,2,0,7,0,0
Onbekend,Aceituno Ignacio,5848089,19,Perú,Man,80,Zonder specialiteit,11,1,14,185,85,2,[],False,,11,3,2,2,2,2,3,0,0
400 meter horden,Acerbi Fiamma,5352649,30,Italia,Vrouw,9780,Sprinters,20,7,15,168,54,2,"[('100 Metri', '13.82 s', '831'), ('200 Metri', '27.69 s', '785'), ('400 piani', '1:03.16', '836'), ('110 ostacoli', '19.95 s', '811'), ('400 ostacoli', '1:11.99', '905')]",False,,19,3,2,15,3,1,1,11,10
