Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aarab Yalda,5801306,20,Al-Maghrib,Vrouw,210,Zonder specialiteit,15,1,15,164,62,9,[],False,,9,0,1,0,7,1,2,0,0
400 meter horden,Ababou Girlie,5335904,27,Pilipinas,Vrouw,5620,Sprinters,20,10,11,182,77,9,"[('100 Metri', '13.85 s', '826'), ('200 Metri', '27.48 s', '804'), ('400 piani', '1:03.01', '841'), ('110 ostacoli', '19.97 s', '808'), ('400 ostacoli', '1:11.69', '915')]",False,,14,13,1,11,4,2,2,8,8
10.000 meter,Ababou Marife,5335907,27,Pilipinas,Vrouw,20360,Langeafstandslopers,20,8,13,185,78,9,"[('5000 Metri', '18:47.32', '807'), ('10000 Metri', '39:55.00', '864'), ('Maratona', '2h:49:10.50', '879')]",False,,11,3,18,2,3,1,2,11,11
Onbekend,Abadexo Aritz,5754111,25,España,Man,1880,Werpers,16,1,11,169,75,9,"[('Getto del peso', '8.94 m', '101'), ('Lancio del disco', '31.4 m', '150'), ('Lancio del martello', '29.79 m', '77'), ('Giavellotto', '31.58 m', '119')]",False,,13,10,0,1,2,1,9,9,5
Onbekend,Abarca Tomas,5800467,23,Chile,Man,1400,Zonder specialiteit,14,1,15,186,83,9,[],False,,19,10,3,3,1,3,2,0,0
50 km snelwandelen,Abbot Harry,5379625,26,Great Britain,Man,20540,Snelwandelaars,20,7,18,193,99,9,"[('Marcia 10Km', '56:32.52', '860'), ('Marcia 20Km', '1h:48:28.09', '902'), ('Marcia 50Km', '4h:29:46.41', '913')]",False,,17,2,19,5,7,2,2,10,10
Onbekend,Abbott Angel,5800928,15,United States,Man,200,Zonder specialiteit,17,1,15,169,66,9,[],False,,9,7,2,1,1,1,3,0,0
Onbekend,Abdurasihid Halida,5759839,16,Bosna i Hercegovina,Vrouw,740,Snelwandelaars,13,1,16,171,68,9,"[('Marcia 10Km', '1h:07:00.69', '664'), ('Marcia 20Km', '2h:15:42.41', '623'), ('Marcia 50Km', '5h:33:20.51', '591')]",False,,9,0,9,1,8,6,0,4,6
Kogelstoten,Abeijón Llora,5656006,18,España,Vrouw,280,Werpers,20,2,15,182,81,9,"[('Getto del peso', '5.17 m', '0'), ('Lancio del disco', '19.67 m', '0'), ('Lancio del martello', '17.54 m', '0'), ('Giavellotto', '17.92 m', '0')]",False,,13,2,2,0,2,3,5,6,6
Onbekend,Abela Zachary,5799985,23,Malta,Man,550,Zonder specialiteit,17,1,14,186,83,9,[],False,,18,2,3,3,3,4,2,0,0
