Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Abad Clàudia,5764234,15,España,Vrouw,110,Zonder specialiteit,12,1,15,148,46,10,[],False,,11,2,2,2,2,5,3,0,0
Onbekend,Abaloira Benjamín,5238580,31,España,Man,1480,Middenafstandslopers,14,5,11,174,82,10,"[('800 Metri', '2:25.87', '658'), ('1500 Metri', '4:52.33', '628'), ('3000 siepi', '14:39.22', '613')]",False,,20,0,4,9,0,0,0,6,6
400 meter horden,Abano Romano,5521250,21,Italia,Man,4720,Sprinters,20,4,16,190,85,10,"[('100 Metri', '12.9 s', '796'), ('200 Metri', '25.89 s', '822'), ('400 piani', '57.53 s', '864'), ('110 ostacoli', '19.29 s', '862'), ('400 ostacoli', '1:04.87', '953')]",False,,17,4,3,13,9,2,3,10,8
Discuswerpen,Abantos Dácil,5098603,33,España,Vrouw,31960,Werpers,20,14,14,167,65,10,"[('Getto del peso', '17.05 m', '784'), ('Lancio del disco', '59.32 m', '818'), ('Lancio del martello', '49.99 m', '697'), ('Giavellotto', '46.3 m', '763')]",False,,17,19,0,0,1,0,16,9,9
Polsstokhoogspringen,Abarca Gloria,5608224,24,El Salvador,Vrouw,2800,Springers,20,3,17,171,68,10,"[('Salto in alto', '1.01 m', '292'), (""Salto con l'asta"", '2.49 m', '365'), ('Salto in lungo', '3.42 m', '332'), ('Salto triplo', '6.79 m', '329')]",False,,18,1,3,2,8,11,2,8,8
Onbekend,Abdulov Taras,5764726,19,Rossiya,Man,840,Zonder specialiteit,15,1,14,174,78,10,[],False,,13,1,3,3,8,9,1,0,0
Onbekend,Abentung Tobias,5765299,17,Österreich,Man,1160,Zonder specialiteit,15,1,14,174,76,10,[],False,,20,3,0,3,7,7,0,0,0
Onbekend,Āboliņš Rinalds,5732185,28,Latvija,Man,300,Snelwandelaars,14,1,11,191,90,10,"[('Marcia 10Km', '1h:05:19.69', '486'), ('Marcia 20Km', '2h:07:22.37', '489'), ('Marcia 50Km', '5h:26:44.71', '415')]",False,,8,3,8,4,6,0,2,4,1
Onbekend,Abrahamse Nonyameko,5697449,28,South Africa,Vrouw,2920,Sprinters,19,2,14,181,82,10,"[('100 Metri', '14.39 s', '730'), ('200 Metri', '28.67 s', '697'), ('400 piani', '1:05.99', '726'), ('110 ostacoli', '20.63 s', '727'), ('400 ostacoli', '1:15.34', '795')]",False,,19,7,2,10,3,2,2,10,3
Onbekend,Abreu Carmo,5765104,14,Portugal,Vrouw,510,Zonder specialiteit,17,1,15,169,60,10,[],False,,16,6,7,3,0,1,1,0,0
Onbekend,Acedera Alain,5765337,16,España,Man,1100,Zonder specialiteit,13,1,14,183,78,10,[],False,,20,2,6,3,1,1,1,0,0
Onbekend,Acharjee Assam Chandan,5654493,27,India,Man,800,Werpers,16,2,15,180,89,10,"[('Getto del peso', '7.06 m', '0'), ('Lancio del disco', '27.57 m', '61'), ('Lancio del martello', '27.57 m', '28'), ('Giavellotto', '29.25 m', '68')]",False,,15,7,3,3,9,3,2,4,4
Onbekend,Achour Sofiane,5765072,15,France,Man,100,Zonder specialiteit,17,1,14,161,62,10,[],False,,9,3,4,1,6,2,0,0,0
Onbekend,Acosta Darío,5763666,18,Perú,Man,850,Zonder specialiteit,11,1,15,179,77,10,[],False,,9,3,1,3,3,7,10,0,0
