Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aader Andres,5817930,16,Eesti,Man,900,Zonder specialiteit,15,1,15,156,56,4,[],False,,19,2,3,1,8,2,2,0,0
Onbekend,Ababou Laarni,5813385,16,Pilipinas,Vrouw,700,Werpers,14,1,15,162,56,4,"[('Getto del peso', '3.16 m', '0'), ('Lancio del disco', '14.48 m', '0'), ('Lancio del martello', '12.22 m', '0'), ('Giavellotto', '12.61 m', '0')]",False,,15,1,2,1,2,1,9,3,3
Onbekend,Abarbanel Bithiah,5819159,17,Yisra'el,Vrouw,840,Zonder specialiteit,17,1,15,172,68,4,[],False,,7,1,1,2,0,2,10,0,0
Onbekend,Abbey Ehizemen,5818671,19,Nigeria,Vrouw,740,Zonder specialiteit,14,1,14,177,70,4,[],False,,6,2,10,2,5,0,4,0,0
Onbekend,Abdilla Jamie,5819412,18,Malta,Man,1430,Zonder specialiteit,17,1,15,173,73,4,[],False,,18,10,3,1,1,1,7,0,0
Onbekend,Abdillah Muda,5818946,19,Malaysia,Man,490,Zonder specialiteit,17,1,15,187,86,4,[],False,,12,3,8,2,3,2,8,0,0
Onbekend,Abdou Doriane,5776178,15,France,Vrouw,180,Snelwandelaars,20,1,15,165,65,4,"[('Marcia 10Km', '1h:09:29.22', '567'), ('Marcia 20Km', '2h:21:38.49', '508'), ('Marcia 50Km', '5h:49:01.13', '466')]",False,,12,3,6,1,5,1,1,4,4
Onbekend,Abdou Philomène,5816992,14,France,Vrouw,670,Zonder specialiteit,12,1,14,157,55,4,[],False,,11,3,3,3,10,1,3,0,0
Onbekend,Abeijón Alexandre,5768687,18,España,Man,200,Springers,20,1,18,178,78,4,"[('Salto in alto', '0.65 m', '0'), (""Salto con l'asta"", '1.85 m', '0'), ('Salto in lungo', '2.64 m', '0'), ('Salto triplo', '4.99 m', '0')]",False,,7,0,2,1,2,6,3,5,4
Onbekend,Abel Renate,5805953,15,Deutschland,Vrouw,440,Langeafstandslopers,19,1,14,153,49,4,"[('5000 Metri', '22:31.00', '319'), ('10000 Metri', '49:06.03', '312'), ('Maratona', '3h:26:22.18', '354')]",False,,17,1,2,1,1,3,5,4,3
Onbekend,Abella Concepción,5817795,15,Colombia,Vrouw,240,Zonder specialiteit,15,1,14,155,52,4,[],False,,13,3,2,1,1,0,7,0,0
Onbekend,Aben Lonneke,5816954,17,Nederland,Vrouw,320,Zonder specialiteit,20,1,14,156,54,4,[],False,,15,4,6,1,6,3,3,0,0
Onbekend,Abente Judith,5817351,16,España,Vrouw,150,Zonder specialiteit,17,1,14,151,48,4,[],False,,6,1,5,3,2,2,7,0,0
Onbekend,Abeylegesse Pinar,5816367,23,Türkiye,Vrouw,140,Zonder specialiteit,15,1,14,165,60,4,[],False,,13,2,1,2,2,2,2,0,0
Onbekend,Abrahamsen Arne,5819152,17,Norge,Man,140,Zonder specialiteit,17,1,15,180,81,4,[],False,,11,5,3,1,6,3,2,0,0
Onbekend,Abramski Sheth,5788973,18,Yisra'el,Man,830,Meerkampers,20,1,15,186,91,4,"[('Pentathlon Men - Long Jump', '2.23 m', '349'), ('Pentathlon Men - Javelin Throw', '24.55 m', '394'), ('Pentathlon Men - 200 Metres', '29.06 s', '434'), ('Pentathlon Men - Discus Throw', '19.12 m', '322'), ('Pentathlon Men - 1500 Metres', '5:05.45', '424'), ('Decathlon - 100 Metres', '14.52 s', '400'), ('Decathlon - Long Jump', '2.25 m', '351'), ('Decathlon - Shot Put', '5.07 m', '286'), ('Decathlon - High Jump', '0.56 m', '335'), ('Decathlon - 400 Metres', '1:04.20', '495'), ('Decathlon - 110 Metres Hurdles', '21.57 s', '457'), ('Decathlon - Discus Throw', '19.2 m', '324'), ('Decathlon - Pole Vault', '1.47 m', '309'), ('Decathlon - Javelin Throw', '24.23 m', '389'), ('Decathlon - 1500 Metres', '5:05.22', '426'), ('Pentathlon Men', '1922 p', '385'), ('Decathlon', '3771 p', '377')]",False,,18,1,3,3,3,3,6,4,8
10 km snelwandelen,Abrantes Ludovina,5596692,23,Portugal,Vrouw,2510,Snelwandelaars,20,2,16,159,62,4,"[('Marcia 10Km', '1h:04:02.41', '779'), ('Marcia 20Km', '2h:12:57.16', '677'), ('Marcia 50Km', '5h:24:22.69', '664')]",False,,20,2,10,0,2,2,0,9,9
Onbekend,Abrantes Vitória,5806981,15,Portugal,Vrouw,900,Middenafstandslopers,16,1,15,171,69,4,"[('800 Metri', '2:49.20', '487'), ('1500 Metri', '5:38.68', '477'), ('3000 siepi', '18:00.35', '543')]",False,,15,6,1,2,1,8,5,8,6
Onbekend,Abreu Luis Alberto,5783447,16,España,Man,910,Zonder specialiteit,16,2,15,178,76,4,[],False,,7,1,1,1,2,10,3,0,0
Onbekend,Abundis Dagoberto,5819376,21,México,Man,180,Zonder specialiteit,19,1,15,186,83,4,[],False,,7,6,2,1,3,6,2,0,0
Onbekend,Aceituno Mikel,5819092,15,España,Man,420,Zonder specialiteit,15,1,15,179,77,4,[],False,,16,1,7,3,1,2,0,0,0
Onbekend,Aceros Luna,5818919,20,Colombia,Vrouw,150,Zonder specialiteit,18,1,14,176,71,4,[],False,,12,5,4,2,4,2,5,0,0
Onbekend,Acevska Ekaterina,5818955,16,FYR Makedonija,Vrouw,590,Zonder specialiteit,11,1,14,179,72,4,[],False,,16,8,3,1,2,2,3,0,0
Onbekend,Acuña Johanna,5816262,17,Perú,Vrouw,430,Zonder specialiteit,19,1,14,170,59,4,[],False,,9,2,1,1,3,2,9,0,0
Onbekend,Acuña Veronica,5819229,19,Colombia,Vrouw,200,Zonder specialiteit,20,1,15,169,61,4,[],False,,13,3,6,2,3,3,3,0,0
Polsstokhoogspringen,Adalopoulou Orea,5419367,28,Hellas,Vrouw,6100,Springers,20,6,16,168,67,4,"[('Salto in alto', '1.11 m', '384'), (""Salto con l'asta"", '2.69 m', '443'), ('Salto in lungo', '3.87 m', '451'), ('Salto triplo', '7.5 m', '425')]",False,,10,5,1,3,6,14,3,10,8
Onbekend,Adamczuk Otylia,5817295,17,Polska,Vrouw,240,Zonder specialiteit,16,1,15,155,52,4,[],False,,14,5,1,3,0,0,6,0,0
800 meter,Adamczyk Eliza,4925074,39,Polska,Vrouw,28040,Middenafstandslopers,20,17,16,181,56,4,"[('800 Metri', '2:18.84', '986'), ('1500 Metri', '4:42.14', '943'), ('3000 siepi', '15:06.48', '982')]",False,,19,0,15,17,0,0,0,10,6
Onbekend,Adamec Ľudovít,5817744,24,Slovensko,Man,160,Zonder specialiteit,17,1,15,189,85,4,[],False,,7,7,1,1,1,2,3,0,0
Onbekend,Adami Justin,5816829,23,Malta,Man,320,Zonder specialiteit,13,1,15,177,73,4,[],False,,6,4,6,2,8,2,2,0,0
Onbekend,Adamkienė Eglė,5818652,19,Lietuva,Vrouw,470,Zonder specialiteit,20,1,14,179,67,4,[],False,,16,6,3,3,5,5,1,0,0
Onbekend,Adepoju Chika,5784107,16,Nigeria,Vrouw,1170,Langeafstandslopers,16,1,15,159,58,4,"[('5000 Metri', '20:50.01', '540'), ('10000 Metri', '45:34.76', '523'), ('Maratona', '3h:12:24.90', '551')]",False,,9,1,4,10,1,2,3,7,7
Onbekend,Adolfo Tobias,5787565,26,Brasil,Man,1620,Langeafstandslopers,13,1,16,187,89,4,"[('5000 Metri', '17:26.89', '584'), ('10000 Metri', '40:39.65', '556'), ('Maratona', '2h:45:31.89', '545')]",False,,7,2,8,7,3,2,2,10,8
Onbekend,Adornado Noel,5817773,19,Pilipinas,Man,790,Zonder specialiteit,18,1,15,178,75,4,[],False,,11,8,2,9,1,2,2,0,0
Onbekend,Adorni Pia,5211089,34,Italia,Vrouw,660,Middenafstandslopers,11,1,11,172,74,4,"[('800 Metri', '2:43.92', '574'), ('1500 Metri', '5:27.67', '568'), ('3000 siepi', '17:27.76', '625')]",False,,15,0,8,7,0,0,5,6,4
Onbekend,Aggelokostopoulou Veronika,5817340,15,Hellas,Vrouw,580,Zonder specialiteit,14,1,14,160,57,4,[],False,,18,2,3,2,1,2,3,0,0
Onbekend,Aghahowa Yejide,5816876,17,Nigeria,Vrouw,640,Zonder specialiteit,14,1,15,173,67,4,[],False,,15,7,2,2,0,8,3,0,0
Onbekend,Agisilaou Stefanos,5819239,18,Cyprus,Man,370,Zonder specialiteit,19,1,15,166,63,4,[],False,,15,1,3,3,6,6,5,0,0
Onbekend,Agnelli Antonello,5817791,14,Italia,Man,230,Snelwandelaars,14,1,14,162,62,4,"[('Marcia 10Km', '1h:03:06.72', '580'), ('Marcia 20Km', '2h:03:08.91', '581'), ('Marcia 50Km', '5h:16:11.67', '507')]",False,,7,3,7,2,1,0,2,4,5
Onbekend,Agnolet Eraldo,5798138,23,Italia,Man,1520,Sprinters,13,1,16,175,80,4,"[('100 Metri', '13.63 s', '655'), ('200 Metri', '27.2 s', '698'), ('400 piani', '1:00.64', '734'), ('110 ostacoli', '20.71 s', '685'), ('400 ostacoli', '1:10.45', '754')]",False,,11,3,3,8,3,1,1,8,10
