Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Verspringen,Abadie Michaël,5539310,23,France,Man,3230,Springers,19,4,11,169,77,2,"[('Salto in alto', '1.06 m', '260'), (""Salto con l'asta"", '3.01 m', '292'), ('Salto in lungo', '4.87 m', '456'), ('Salto triplo', '8.39 m', '306')]",False,,6,3,1,10,6,10,2,10,9
Marathon,Abantos Juan,5095381,34,España,Man,12920,Langeafstandslopers,17,11,16,184,71,2,"[('5000 Metri', '16:11.52', '777'), ('10000 Metri', '37:20.46', '777'), ('Maratona', '2h:29:21.68', '875')]",False,,12,0,15,3,0,0,5,13,11
Onbekend,Abarbanel Sha'ul,5770651,18,Yisra'el,Man,1150,Zonder specialiteit,12,1,15,185,85,2,[],False,,18,9,3,1,3,2,2,0,0
Onbekend,Abbadie Rico,5671590,18,Uruguay,Man,5760,Snelwandelaars,20,2,16,177,83,2,"[('Marcia 10Km', '1h:00:29.26', '692'), ('Marcia 20Km', '1h:57:46.15', '699'), ('Marcia 50Km', '4h:58:11.97', '664')]",False,,13,3,15,1,1,0,1,5,6
5.000 meter,Abdillah Meor,5673439,24,Malaysia,Man,1950,Langeafstandslopers,20,2,12,183,89,2,"[('5000 Metri', '17:49.60', '525'), ('10000 Metri', '42:19.56', '445'), ('Maratona', '2h:53:03.02', '496')]",False,,20,2,8,4,3,1,2,3,10
Onbekend,Abdul Salam Asmaradana,5673466,28,Malaysia,Vrouw,1230,Werpers,13,1,11,183,79,2,"[('Getto del peso', '7.48 m', '20'), ('Lancio del disco', '25.6 m', '25'), ('Lancio del martello', '21.56 m', '0'), ('Giavellotto', '20.32 m', '11')]",False,,13,10,1,1,2,1,3,8,4
Onbekend,Abela Eva,5772551,16,Malta,Vrouw,140,Zonder specialiteit,19,1,15,154,55,2,[],False,,9,1,1,6,3,2,1,0,0
Onbekend,Ābele Laura,5768638,17,Latvija,Vrouw,320,Zonder specialiteit,15,1,14,156,55,2,[],False,,16,2,1,2,1,2,3,0,0
Onbekend,Abidi Agrippine,5768793,17,France,Vrouw,510,Snelwandelaars,12,1,15,176,72,2,"[('Marcia 10Km', '1h:07:38.84', '639'), ('Marcia 20Km', '2h:15:59.85', '618'), ('Marcia 50Km', '5h:35:02.36', '578')]",False,,9,1,8,5,5,1,2,7,7
Onbekend,Ablanedo Albino,5637420,18,España,Man,560,Middenafstandslopers,20,2,16,182,96,2,"[('800 Metri', '2:25.75', '659'), ('1500 Metri', '4:51.83', '633'), ('3000 siepi', '14:30.46', '639')]",False,,13,6,4,7,2,4,1,6,7
Onbekend,Abrahams Rhys,5769940,20,Jamaica,Man,230,Zonder specialiteit,17,1,15,186,88,2,[],False,,7,3,3,1,2,3,8,0,0
Onbekend,Abuda Rizal,5772295,23,Pilipinas,Man,1040,Zonder specialiteit,19,1,15,185,83,2,[],False,,20,1,3,5,2,1,7,0,0
Onbekend,Abugeau Salomé,5685606,18,France,Vrouw,2460,Werpers,20,1,14,171,72,2,"[('Getto del peso', '8.76 m', '123'), ('Lancio del disco', '32.14 m', '179'), ('Lancio del martello', '28.21 m', '142'), ('Giavellotto', '26.73 m', '196')]",False,,15,8,4,1,3,1,12,8,5
Onbekend,Abulog Daud,5673445,28,Malaysia,Man,2020,Snelwandelaars,14,1,11,193,103,2,"[('Marcia 10Km', '1h:02:42.61', '597'), ('Marcia 20Km', '2h:02:13.76', '601'), ('Marcia 50Km', '5h:12:32.56', '539')]",False,,19,2,10,3,2,1,2,6,9
Onbekend,Abulog Jamal,5673453,19,Malaysia,Man,1430,Springers,20,2,11,177,81,2,"[('Salto in alto', '0.93 m', '160'), (""Salto con l'asta"", '2.59 m', '170'), ('Salto in lungo', '3.72 m', '212'), ('Salto triplo', '7.16 m', '177')]",False,,19,3,1,4,8,9,2,6,7
Onbekend,Acero Hermelinda,5768076,17,España,Vrouw,450,Zonder specialiteit,15,1,14,173,70,2,[],False,,13,8,5,2,1,5,1,0,0
3.000 meter steeplechase,Acevedo Xerardo,5020472,36,España,Man,7340,Middenafstandslopers,20,14,14,192,84,2,"[('800 Metri', '2:18.00', '798'), ('1500 Metri', '4:32.29', '809'), ('3000 siepi', '13:15.70', '865')]",False,,14,0,10,8,0,0,0,10,11
Onbekend,Achike Alistair,5698581,18,Great Britain,Man,1570,Sprinters,20,1,14,180,89,2,"[('100 Metri', '13.68 s', '645'), ('200 Metri', '27.24 s', '695'), ('400 piani', '1:00.63', '734'), ('110 ostacoli', '20.53 s', '707'), ('400 ostacoli', '1:10.49', '752')]",False,,16,3,3,11,2,4,1,7,7
Onbekend,Acuña Rolando,5769007,18,Costa Rica,Man,260,Zonder specialiteit,14,1,14,182,84,2,[],False,,14,3,3,6,0,5,2,0,0
Onbekend,Adam Scotty,5746287,16,New Zealand,Man,150,Sprinters,20,1,15,182,85,2,"[('100 Metri', '14.58 s', '473'), ('200 Metri', '29.18 s', '511'), ('400 piani', '1:04.70', '564'), ('110 ostacoli', '21.84 s', '544'), ('400 ostacoli', '1:14.38', '613')]",False,,8,4,1,1,1,3,2,6,4
Onbekend,Adamczak Hanna,5771215,19,Ukrajina,Vrouw,1420,Zonder specialiteit,16,1,15,161,56,2,[],False,,18,2,10,3,4,2,2,0,0
Onbekend,Adegboye Akanni,5768906,24,Nigeria,Man,980,Zonder specialiteit,13,1,14,198,100,2,[],False,,18,2,5,1,2,9,2,0,0
Onbekend,Adkins Jayden,5697532,25,United States,Man,1630,Werpers,18,1,11,172,74,2,"[('Getto del peso', '9.03 m', '107'), ('Lancio del disco', '31.58 m', '154'), ('Lancio del martello', '31.34 m', '111'), ('Giavellotto', '33.54 m', '162')]",False,,10,9,0,2,3,0,9,8,9
200 meter,Adolfsson Alva,5701289,18,Sverige,Vrouw,280,Sprinters,18,2,18,178,78,2,"[('100 Metri', '15.14 s', '598'), ('200 Metri', '30.1 s', '568'), ('400 piani', '1:09.29', '599'), ('110 ostacoli', '21.57 s', '612'), ('400 ostacoli', '1:18.81', '681')]",False,,12,5,2,3,3,2,2,4,6
Onbekend,Affini Renata,5769427,25,Italia,Vrouw,2530,Springers,11,1,14,182,75,2,"[('Salto in alto', '0.86 m', '164'), (""Salto con l'asta"", '2.06 m', '204'), ('Salto in lungo', '2.97 m', '213'), ('Salto triplo', '5.64 m', '176')]",False,,20,2,0,3,10,10,1,7,1
Onbekend,Afinogenova Tereza,5752336,22,Rossiya,Vrouw,2800,Sprinters,18,1,16,177,71,2,"[('100 Metri', '14.15 s', '773'), ('200 Metri', '28.28 s', '732'), ('400 piani', '1:05.05', '763'), ('110 ostacoli', '20.03 s', '801'), ('400 ostacoli', '1:13.29', '862')]",False,,18,4,1,10,8,3,1,10,8
Onbekend,Agafonova Inessa,5769993,18,Rossiya,Vrouw,400,Zonder specialiteit,15,1,15,171,63,2,[],False,,16,4,2,1,3,5,1,0,0
Onbekend,Agarwal Cinta,5772526,16,India,Vrouw,480,Zonder specialiteit,17,1,15,170,61,2,[],False,,15,4,1,8,1,2,2,0,0
800 meter,Agea Adolfo,4911896,40,España,Man,90,Middenafstandslopers,11,5,14,174,109,2,"[('800 Metri', '2:32.38', '541'), ('1500 Metri', '5:08.73', '480'), ('3000 siepi', '15:18.61', '494')]",False,,9,0,5,0,0,0,0,3,3
Onbekend,Agosti Cosimo,5771676,15,Italia,Man,170,Zonder specialiteit,19,1,15,176,72,2,[],False,,13,3,2,5,3,1,2,0,0
800 meter,Aguilar Carson,5361473,28,United States,Man,8160,Middenafstandslopers,20,7,16,167,65,2,"[('800 Metri', '2:10.25', '937'), ('1500 Metri', '4:21.98', '903'), ('3000 siepi', '13:14.58', '868')]",False,,16,3,11,15,5,1,6,9,9
Onbekend,Aguinaga Elsa,5769761,16,Ecuador,Vrouw,760,Zonder specialiteit,19,1,14,173,62,2,[],False,,18,3,3,2,5,4,7,0,0
Onbekend,Ah Mouy Phoebe,5771194,15,Australia,Vrouw,110,Zonder specialiteit,20,1,15,151,47,2,[],False,,6,2,3,1,6,1,2,0,0
Onbekend,Ahtisaari Armas,5772596,16,Suomi,Man,700,Zonder specialiteit,17,1,15,172,75,2,[],False,,7,1,9,2,1,8,4,0,0
Onbekend,Aide Brown Chika,5770162,20,Nigeria,Vrouw,680,Zonder specialiteit,18,1,15,169,65,2,[],False,,18,1,3,1,2,4,7,0,0
Onbekend,Aidia Tor,5769185,16,Miṣr,Man,760,Zonder specialiteit,16,1,14,156,53,2,[],False,,8,10,0,2,2,1,7,0,0
Onbekend,Aishah Ismail Adiputeri,5673443,21,Malaysia,Vrouw,1800,Langeafstandslopers,17,1,11,180,79,2,"[('5000 Metri', '20:28.04', '587'), ('10000 Metri', '44:56.24', '562'), ('Maratona', '3h:08:38.26', '604')]",False,,18,3,11,7,3,1,1,5,7
Onbekend,Aishah Ismail Reshma,5673456,17,Malaysia,Vrouw,1340,Springers,20,1,11,176,74,2,"[('Salto in alto', '0.74 m', '62'), (""Salto con l'asta"", '1.83 m', '115'), ('Salto in lungo', '2.89 m', '192'), ('Salto triplo', '5.39 m', '142')]",False,,19,3,1,7,5,8,2,5,8
