Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aase Marcus,5796930,22,Norge,Man,330,Zonder specialiteit,12,1,15,175,77,8,[],False,,12,1,3,2,3,6,7,0,0
Onbekend,Abadzija Aleksandar,5796767,22,Bosna i Hercegovina,Man,990,Zonder specialiteit,16,1,15,178,75,8,[],False,,15,1,5,10,1,2,5,0,0
Onbekend,Abarca Silvia,5797844,18,El Salvador,Vrouw,840,Zonder specialiteit,16,1,15,179,76,8,[],False,,14,10,5,3,2,0,3,0,0
Onbekend,Abaye Omusupe,5796735,18,Nigeria,Vrouw,220,Zonder specialiteit,14,1,15,163,55,8,[],False,,7,3,4,2,4,8,3,0,0
Onbekend,Abbas Dalila,5796790,23,Miṣr,Vrouw,690,Zonder specialiteit,14,1,15,175,67,8,[],False,,19,3,1,2,1,0,4,0,0
Onbekend,Abbate Alessandro,5703524,23,Italia,Man,1590,Sprinters,20,2,17,188,88,8,"[('100 Metri', '13.69 s', '643'), ('200 Metri', '27.55 s', '665'), ('400 piani', '1:01.20', '710'), ('110 ostacoli', '20.75 s', '679'), ('400 ostacoli', '1:10.79', '742')]",False,,15,3,3,9,2,2,0,10,4
Onbekend,Abdul Salam Mawar,5794123,17,Malaysia,Vrouw,710,Zonder specialiteit,19,1,15,159,58,8,[],False,,17,1,7,2,7,2,3,0,0
Onbekend,Abe Kumiko,5796597,15,Nippon,Vrouw,1400,Zonder specialiteit,17,1,14,156,55,8,[],False,,17,2,9,3,2,9,1,0,0
Onbekend,Āboliņa Elga,5797331,24,Latvija,Vrouw,1410,Zonder specialiteit,18,1,15,166,64,8,[],False,,19,2,2,2,3,10,2,0,0
Onbekend,Abolkan Lembitu,5796903,23,Eesti,Man,460,Zonder specialiteit,20,1,15,175,73,8,[],False,,8,1,9,2,1,2,2,0,0
Onbekend,Abrahamian Vilhelm,5797325,16,Sverige,Man,1200,Zonder specialiteit,16,1,15,156,55,8,[],False,,20,2,1,8,6,2,1,0,0
100 meter,Abrahams Patrice,5115009,34,Jamaica,Vrouw,16740,Sprinters,15,17,11,180,79,8,"[('100 Metri', '13.18 s', '943'), ('200 Metri', '26.5 s', '892'), ('400 piani', '1:01.44', '902'), ('110 ostacoli', '19.59 s', '855'), ('400 ostacoli', '1:12.29', '895')]",False,,12,8,0,16,0,0,0,10,9
Onbekend,Abu Samah Teruna,5797775,16,Malaysia,Man,920,Zonder specialiteit,11,1,15,185,85,8,[],False,,19,1,5,7,3,0,3,0,0
Onbekend,Aceituno Rolando,5797345,24,Perú,Man,60,Zonder specialiteit,15,1,15,164,61,8,[],False,,9,3,1,3,1,1,3,0,0
Onbekend,Acevedo Virginia,5795672,17,Chile,Vrouw,690,Zonder specialiteit,18,1,14,162,53,8,[],False,,17,8,3,2,1,1,3,0,0
Onbekend,Achilier Ángelo,5796225,24,Ecuador,Man,890,Zonder specialiteit,11,1,15,181,85,8,[],False,,18,4,3,3,2,3,9,0,0
Onbekend,Acosta Yolanda,5794276,15,Uruguay,Vrouw,700,Zonder specialiteit,19,1,14,163,59,8,[],False,,19,2,5,6,3,3,1,0,0
Onbekend,Ács Debóra,5693273,17,Magyarország,Vrouw,2590,Snelwandelaars,19,3,15,169,71,8,"[('Marcia 10Km', '1h:05:58.12', '704'), ('Marcia 20Km', '2h:13:54.20', '658'), ('Marcia 50Km', '5h:25:58.76', '651')]",False,,13,2,13,3,3,0,1,5,5
Onbekend,Adam Birgit,5797601,20,Lëtzebuerg,Vrouw,720,Zonder specialiteit,20,1,15,173,67,8,[],False,,18,0,3,7,3,2,1,0,0
Onbekend,Adamac Ljuba,5792841,14,Srbija,Man,340,Sprinters,13,1,15,164,65,8,[],False,,6,3,3,1,3,7,3,6,6
Onbekend,Adami Marika,5795714,24,Malta,Vrouw,1250,Zonder specialiteit,19,1,14,181,73,8,[],False,,7,10,1,9,1,1,2,0,0
Onbekend,Adamus Jozef,5797744,15,Slovensko,Man,60,Zonder specialiteit,15,1,15,169,67,8,[],False,,6,0,4,2,0,2,3,0,0
Onbekend,Addcock Sally,5797911,17,New Zealand,Vrouw,620,Zonder specialiteit,20,1,15,160,51,8,[],False,,11,1,2,9,2,3,7,0,0
Onbekend,Addison Kimberley,5794615,17,Great Britain,Vrouw,420,Langeafstandslopers,12,1,14,163,57,8,"[('5000 Metri', '21:22.49', '469'), ('10000 Metri', '46:40.36', '457'), ('Maratona', '3h:17:21.32', '481')]",False,,8,2,3,8,1,3,7,4,6
Onbekend,Adolfsson Eva,5797879,21,Sverige,Vrouw,900,Zonder specialiteit,11,1,15,177,74,8,[],False,,11,2,5,1,3,2,10,0,0
Onbekend,Adorni Celeste,5642914,19,Italia,Man,1830,Langeafstandslopers,20,2,11,180,87,8,"[('5000 Metri', '17:55.46', '510'), ('10000 Metri', '41:20.72', '510'), ('Maratona', '2h:49:30.27', '552')]",False,,13,2,11,2,0,2,1,6,7
Onbekend,Adorni Margherita,5750403,24,Italia,Vrouw,610,Werpers,12,1,15,169,69,8,"[('Getto del peso', '7.35 m', '9'), ('Lancio del disco', '27.31 m', '65'), ('Lancio del martello', '23.81 m', '30'), ('Giavellotto', '22.3 m', '68')]",False,,12,8,1,3,3,1,9,3,3
Onbekend,Agafonova Ruslana,5797543,22,Belarus,Vrouw,390,Zonder specialiteit,20,1,15,169,69,8,[],False,,17,3,0,0,1,4,1,0,0
Onbekend,Agami Yael,5797718,20,Yisra'el,Vrouw,120,Zonder specialiteit,11,1,15,179,68,8,[],False,,12,0,5,2,3,0,3,0,0
Onbekend,Aganun Onuwachi,5797604,23,Nigeria,Man,1860,Zonder specialiteit,16,1,15,191,87,8,[],False,,20,2,1,2,3,10,8,0,0
