Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aader Pärt,5841067,20,Eesti,Man,1460,Zonder specialiteit,14,1,15,171,67,1,[],False,,12,2,2,3,10,10,2,0,0
Onbekend,Aavikko Eemil,5842769,17,Suomi,Man,320,Zonder specialiteit,20,1,15,180,79,1,[],False,,16,1,6,1,3,2,2,0,0
Onbekend,Aba Henrietta,5791691,18,Magyarország,Vrouw,1650,Langeafstandslopers,18,1,14,170,72,1,"[('5000 Metri', '20:17.29', '611'), ('10000 Metri', '43:56.30', '622'), ('Maratona', '3h:04:47.62', '659')]",False,,13,3,11,6,0,3,2,8,8
10 km snelwandelen,Abadía Iker,5497547,33,España,Man,7290,Snelwandelaars,18,6,19,180,82,1,"[('Marcia 10Km', '56:29.82', '862'), ('Marcia 20Km', '1h:51:31.03', '835'), ('Marcia 50Km', '4h:43:37.28', '792')]",False,,11,0,15,2,3,0,0,6,10
Hinkstapspringen,Abadie Tristan,5005820,38,France,Man,4550,Springers,12,13,15,188,77,1,"[('Salto in alto', '1.2 m', '367'), (""Salto con l'asta"", '3.21 m', '350'), ('Salto in lungo', '4.34 m', '343'), ('Salto triplo', '8.94 m', '358')]",False,,15,0,0,0,7,10,0,9,10
Onbekend,Aban Pacifico,5841174,19,Pilipinas,Man,510,Zonder specialiteit,14,1,15,171,65,1,[],False,,9,1,4,3,9,1,1,0,0
Onbekend,Abantos Juan,5772828,18,España,Man,580,Snelwandelaars,15,1,15,175,78,1,"[('Marcia 10Km', '1h:01:50.26', '634'), ('Marcia 20Km', '2h:00:12.25', '645'), ('Marcia 50Km', '5h:09:04.85', '569')]",False,,10,2,9,3,2,1,2,5,7
Onbekend,Abarca Joseba,5794535,23,España,Man,1260,Meerkampers,20,1,11,171,73,1,"[('Pentathlon Men - Long Jump', '2.61 m', '408'), ('Pentathlon Men - Javelin Throw', '14.04 m', '225'), ('Pentathlon Men - 200 Metres', '29.01 s', '440'), ('Pentathlon Men - Discus Throw', '11.65 m', '196'), ('Pentathlon Men - 1500 Metres', '5:07.18', '407'), ('Decathlon - 100 Metres', '14.54 s', '397'), ('Decathlon - Long Jump', '2.61 m', '407'), ('Decathlon - Shot Put', '2.45 m', '138'), ('Decathlon - High Jump', '0.6 m', '356'), ('Decathlon - 400 Metres', '1:04.36', '487'), ('Decathlon - 110 Metres Hurdles', '21.59 s', '454'), ('Decathlon - Discus Throw', '11.55 m', '194'), ('Decathlon - Pole Vault', '1.76 m', '371'), ('Decathlon - Javelin Throw', '14.2 m', '228'), ('Decathlon - 1500 Metres', '5:07.62', '402'), ('Pentathlon Men', '1675 p', '335'), ('Decathlon', '3434 p', '344')]",False,,20,2,1,3,3,6,1,5,8
Polsstokhoogspringen,Abbott Blake,5362665,31,Australia,Man,19090,Springers,20,11,18,177,61,1,"[('Salto in alto', '1.56 m', '653'), (""Salto con l'asta"", '4.34 m', '676'), ('Salto in lungo', '5.91 m', '676'), ('Salto triplo', '11.88 m', '665')]",False,,20,9,0,1,7,17,2,9,14
800 meter,Ābele Jevgeņijs,5182193,35,Latvija,Man,27760,Middenafstandslopers,18,18,18,167,79,1,"[('800 Metri', '2:07.10', '994'), ('1500 Metri', '4:19.35', '926'), ('3000 siepi', '13:06.55', '892')]",False,,11,0,10,18,0,0,0,9,6
Onbekend,Aben Dominick,5774267,18,Nederland,Man,2400,Sprinters,20,1,15,178,77,1,"[('100 Metri', '13.56 s', '670'), ('200 Metri', '27.03 s', '715'), ('400 piani', '59.85 s', '766'), ('110 ostacoli', '20.49 s', '712'), ('400 ostacoli', '1:10.21', '762')]",False,,14,1,2,12,3,1,2,6,5
Onbekend,Abeyta Sagrario,5843054,17,España,Vrouw,1740,Zonder specialiteit,20,1,15,174,66,1,[],False,,6,1,2,2,3,10,10,0,0
Onbekend,Abraham Marcos,5844078,18,Argentina,Man,120,Zonder specialiteit,14,1,15,165,64,1,[],False,,10,2,3,3,6,1,1,0,0
Onbekend,Abrahamsen Marita,5843870,22,Norge,Vrouw,1200,Zonder specialiteit,14,1,15,177,75,1,[],False,,16,9,9,0,3,3,2,0,0
Onbekend,Abram Ožbe,5775266,18,Slovenija,Man,1110,Werpers,20,1,15,190,94,1,"[('Getto del peso', '8.1 m', '37'), ('Lancio del disco', '28.7 m', '87'), ('Lancio del martello', '28.53 m', '49'), ('Giavellotto', '32.86 m', '147')]",False,,9,6,2,2,2,3,10,5,8
Hinkstapspringen,Abreu Máximo,5064705,37,España,Man,14730,Springers,18,13,17,178,65,1,"[('Salto in alto', '1.6 m', '686'), (""Salto con l'asta"", '4.52 m', '728'), ('Salto in lungo', '5.98 m', '691'), ('Salto triplo', '12.49 m', '729')]",False,,18,0,0,0,14,15,0,10,10
400 meter horden,Acconcia Ylenia,4819518,44,Italia,Vrouw,12910,Sprinters,18,17,16,169,60,1,"[('100 Metri', '14.05 s', '790'), ('200 Metri', '28.22 s', '737'), ('400 piani', '1:03.97', '805'), ('110 ostacoli', '20.32 s', '766'), ('400 ostacoli', '1:12.84', '877')]",False,,18,0,0,14,0,0,0,9,9
Onbekend,Acedo Edith,5839484,17,España,Vrouw,1730,Springers,16,1,15,168,61,1,"[('Salto in alto', '0.68 m', '8'), (""Salto con l'asta"", '1.63 m', '41'), ('Salto in lungo', '2.41 m', '63'), ('Salto triplo', '4.7 m', '50')]",False,,19,2,2,1,3,9,0,9,5
Onbekend,Aceituno Joseba,5773132,19,España,Man,590,Snelwandelaars,19,1,11,181,87,1,"[('Marcia 10Km', '1h:03:33.18', '561'), ('Marcia 20Km', '2h:04:05.98', '560'), ('Marcia 50Km', '5h:16:04.38', '508')]",False,,15,3,8,3,7,1,2,4,6
