Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aarup Søren,5669618,15,Danmark,Man,490,Zonder specialiteit,18,1,15,151,53,[],False,,17,2,1,2,5,1,1,0,0
Onbekend,Abadía Aratz,5630901,18,España,Man,1910,Snelwandelaars,19,1,16,182,89,"[('10 km snelwandelen', '1h:02:04.11', '625', 1), ('20 km snelwandelen', '2h:01:13.83', '623', 1), ('50 km snelwandelen', '5h:09:27.48', '566', 1)]",False,,20,2,8,3,4,1,2,7,9
Onbekend,Abantos Irene,5639454,18,España,Vrouw,670,Sprinters,19,1,16,183,79,"[('100 meter', '15.46 s', '541', 1), ('200 meter', '30.88 s', '499', 1), ('400 meter', '1:10.65', '547', 1), ('100 meter horden', '21.20 s', '657', 1), ('400 meter horden', '1:18.36', '699', 1)]",False,,7,1,3,1,9,5,2,6,5
Onbekend,Abargil Timna,5667970,17,Yisra'el,Vrouw,330,Zonder specialiteit,13,1,15,159,60,[],False,,6,8,1,3,1,1,1,0,0
Onbekend,Abarrientos Rizalia,5668885,24,Pilipinas,Vrouw,1010,Zonder specialiteit,13,1,15,161,61,[],False,,11,1,7,1,10,3,3,0,0
Onbekend,Abaye Obayana,5669969,19,Nigeria,Man,70,Zonder specialiteit,13,1,15,178,77,[],False,,8,2,2,1,1,5,1,0,0
Onbekend,Abdi Intan,5669739,19,Indonesia,Vrouw,50,Zonder specialiteit,15,1,15,171,63,[],False,,7,2,1,3,3,1,3,0,0
Onbekend,Abdul Salam Rhyanna,5669652,22,Malaysia,Vrouw,1070,Zonder specialiteit,16,1,15,169,66,[],False,,12,5,5,1,10,2,0,0,0
Onbekend,Abellán Garazi,5603817,18,España,Vrouw,3270,Springers,20,1,15,163,65,"[('Hoogspringen', '0.89 m', '190', 1), ('Polsstokhoogspringen', '2.14 m', '234', 1), ('Verspringen', '2.95 m', '207', 1), ('Hinkstapspringen', '6.16 m', '245', 1)]",False,,15,3,10,1,6,11,3,9,9
Onbekend,Abellán Tanausú,5540657,18,España,Man,2030,Werpers,20,2,16,197,108,"[('Kogelstoten', '5.29 m', '0', 1), ('Discuswerpen', '17.95 m', '0', 1), ('Kogelslingeren', '20.66 m', '0', 1), ('Speerwerpen', '23.32 m', '0', 1)]",False,,18,0,3,3,3,9,5,9,8
