Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aader Uku,5704743,17,Eesti,Man,470,Werpers,14,1,14,171,69,[],False,,15,1,2,1,6,2,7,6,6
Verspringen,Abadie Lucile,4996850,35,France,Vrouw,23530,Springers,20,13,15,174,51,"[('Hoogspringen', '1.44 m', '667', 1), ('Polsstokhoogspringen', '3.32 m', '681', 1), ('Verspringen', '4.80 m', '700', 1), ('Hinkstapspringen', '9.51 m', '693', 1)]",False,,19,0,0,3,13,18,0,9,10
Onbekend,Abarca Cristina,5705965,22,El Salvador,Vrouw,180,Zonder specialiteit,11,1,14,186,82,[],False,,14,1,3,3,1,2,5,0,0
Onbekend,Abdulov Straton,5705952,16,Rossiya,Man,280,Zonder specialiteit,10,1,15,188,87,[],False,,7,1,1,3,6,3,8,0,0
Onbekend,Abeijón Iraide,5705472,17,España,Vrouw,990,Zonder specialiteit,14,1,14,163,58,[],False,,19,3,3,1,1,5,8,0,0
Onbekend,Abela Maryrose,5703673,19,Malta,Vrouw,820,Zonder specialiteit,14,1,14,170,65,[],False,,19,8,1,2,0,3,2,0,0
Onbekend,Aben Vince,5702864,16,Nederland,Man,110,Zonder specialiteit,20,1,14,175,73,[],False,,10,3,3,0,3,6,1,0,0
Discuswerpen,Āboliņš Igors,5050396,35,Latvija,Man,4800,Werpers,19,9,16,194,84,"[('Kogelstoten', '9.14 m', '116', 1), ('Discuswerpen', '31.73 m', '157', 1), ('Kogelslingeren', '29.50 m', '70', 1), ('Speerwerpen', '35.35 m', '202', 1)]",False,,20,6,0,0,0,0,6,10,12
400 meter,Abraham Joaquin,5033314,41,Argentina,Man,1520,Sprinters,18,10,17,179,68,"[('100 meter', '14.28 s', '531', 2), ('200 meter', '28.75 s', '552', 2), ('400 meter', '1:01.43', '701', 2), ('110 meter horden', '21.51 s', '585', 2), ('400 meter horden', '1:12.71', '673', 2)]",False,,20,0,0,5,0,0,0,4,3
Onbekend,Abrioux Esteban,5692176,16,France,Man,900,Springers,17,1,15,168,71,"[('Hoogspringen', '0.82 m', '70', 1), ('Polsstokhoogspringen', '2.35 m', '101', 1), ('Verspringen', '3.23 m', '121', 1), ('Hinkstapspringen', '6.60 m', '117', 1)]",False,,12,2,1,0,4,10,3,5,7
Onbekend,Acebo Mara,5704897,17,España,Vrouw,170,Zonder specialiteit,19,1,15,171,64,[],False,,9,1,1,7,6,3,2,0,0
Onbekend,Aceti Valentino,5703908,17,Italia,Man,130,Zonder specialiteit,12,1,14,170,69,[],False,,10,6,4,3,3,3,2,0,0
Onbekend,Aćimović Todor,5694838,16,Srbija,Man,320,Sprinters,18,1,14,161,63,"[('100 meter', '14.73 s', '445', 2), ('200 meter', '29.45 s', '486', 2), ('400 meter', '1:05.04', '550', 2), ('110 meter horden', '22.03 s', '520', 2), ('400 meter horden', '1:15.00', '591', 2)]",False,,12,3,3,2,1,3,2,7,5
