Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aase Marcus,5796930,22,Norge,Man,330,Zonder specialiteit,12,1,15,175,77,8,[],False,,12,1,3,2,3,6,7,0,0
Onbekend,Abad Delfina,5746367,28,España,Vrouw,2020,Sprinters,16,1,11,180,77,8,"[('100 Metri', '15.42 s', '548'), ('200 Metri', '30.81 s', '505'), ('400 piani', '1:10.49', '553'), ('110 ostacoli', '21.79 s', '584'), ('400 ostacoli', '1:19.89', '645')]",False,,20,2,1,3,3,2,1,6,10
Onbekend,Abadzija Aleksandar,5796767,22,Bosna i Hercegovina,Man,990,Zonder specialiteit,16,1,15,178,75,8,[],False,,15,1,5,10,1,2,5,0,0
Onbekend,Abakumova Anastasiya,5793765,24,Rossiya,Vrouw,750,Zonder specialiteit,13,1,14,179,73,8,[],False,,19,3,2,1,2,3,5,0,0
Onbekend,Abancéns Chabier,5746392,15,España,Man,890,Springers,20,1,11,168,76,8,"[('Salto in alto', '0.74 m', '18'), (""Salto con l'asta"", '2.09 m', '26'), ('Salto in lungo', '3 m', '58'), ('Salto triplo', '5.69 m', '21')]",False,,8,2,1,2,3,10,1,7,7
Onbekend,Abaye Omusupe,5796735,18,Nigeria,Vrouw,220,Zonder specialiteit,14,1,15,163,55,8,[],False,,7,3,4,2,4,8,3,0,0
Onbekend,Abbas Dalila,5796790,23,Miṣr,Vrouw,690,Zonder specialiteit,14,1,15,175,67,8,[],False,,19,3,1,2,1,0,4,0,0
Onbekend,Abbate Alessandro,5703524,23,Italia,Man,1590,Sprinters,20,2,17,188,88,8,"[('100 Metri', '13.69 s', '643'), ('200 Metri', '27.55 s', '665'), ('400 piani', '1:01.20', '710'), ('110 ostacoli', '20.75 s', '679'), ('400 ostacoli', '1:10.79', '742')]",False,,15,3,3,9,2,2,0,10,4
Onbekend,Abdul Salam Mawar,5794123,17,Malaysia,Vrouw,710,Zonder specialiteit,19,1,15,159,58,8,[],False,,17,1,7,2,7,2,3,0,0
Onbekend,Abe Kumiko,5796597,15,Nippon,Vrouw,1400,Zonder specialiteit,17,1,14,156,55,8,[],False,,17,2,9,3,2,9,1,0,0
Onbekend,Abolkan Lembitu,5796903,23,Eesti,Man,460,Zonder specialiteit,20,1,15,175,73,8,[],False,,8,1,9,2,1,2,2,0,0
Onbekend,Acevedo Cruz,5793725,22,Costa Rica,Man,1360,Zonder specialiteit,20,1,14,179,80,8,[],False,,19,3,2,5,3,1,10,0,0
Onbekend,Acevedo Virginia,5795672,17,Chile,Vrouw,690,Zonder specialiteit,18,1,14,162,53,8,[],False,,17,8,3,2,1,1,3,0,0
Onbekend,Achilier Ángelo,5796225,24,Ecuador,Man,890,Zonder specialiteit,11,1,15,181,85,8,[],False,,18,4,3,3,2,3,9,0,0
Onbekend,Acosta Yolanda,5794276,15,Uruguay,Vrouw,700,Zonder specialiteit,19,1,14,163,59,8,[],False,,19,2,5,6,3,3,1,0,0
Onbekend,Ács Debóra,5693273,17,Magyarország,Vrouw,2590,Snelwandelaars,19,3,15,169,71,8,"[('Marcia 10Km', '1h:05:58.12', '704'), ('Marcia 20Km', '2h:13:54.20', '658'), ('Marcia 50Km', '5h:25:58.76', '651')]",False,,13,2,13,3,3,0,1,5,5
Onbekend,Adamac Ljuba,5792841,14,Srbija,Man,340,Sprinters,13,1,15,164,65,8,[],False,,6,3,3,1,3,7,3,6,6
Onbekend,Adami Marika,5795714,24,Malta,Vrouw,1250,Zonder specialiteit,19,1,14,181,73,8,[],False,,7,10,1,9,1,1,2,0,0
Onbekend,Addison Kimberley,5794615,17,Great Britain,Vrouw,420,Langeafstandslopers,12,1,14,163,57,8,"[('5000 Metri', '21:22.49', '469'), ('10000 Metri', '46:40.36', '457'), ('Maratona', '3h:17:21.32', '481')]",False,,8,2,3,8,1,3,7,4,6
Onbekend,Afroto Ain,5793608,24,Miṣr,Vrouw,410,Zonder specialiteit,13,1,15,172,68,8,[],False,,16,3,1,1,1,6,3,0,0
Onbekend,Agbo Ofure,5797018,22,Nigeria,Vrouw,780,Zonder specialiteit,17,1,15,162,58,8,[],False,,11,3,9,4,2,2,8,0,0
Vijfkamp Vrouwen,Agbonsevbafe Folami,5617005,23,Nigeria,Vrouw,2890,Meerkampers,20,3,17,164,47,8,"[('Pentathlon Women - 100 Metres Hurdles', '19.97 s', '785'), ('Pentathlon Women - High Jump', '0.56 m', '369'), ('Pentathlon Women - Shot Put', '5.85 m', '344'), ('Pentathlon Women - Long Jump', '2.77 m', '532'), ('Pentathlon Women - 800 Metres', '2:35.97', '731'), ('Heptathlon - 100 Metres Hurdles', '20.31 s', '738'), ('Heptathlon - High Jump', '0.55 m', '358'), ('Heptathlon - Shot Put', '5.77 m', '339'), ('Heptathlon - 200 Metres', '28.46 s', '613'), ('Heptathlon - Long Jump', '2.73 m', '524'), ('Heptathlon - Javelin Throw', '22.89 m', '482'), ('Heptathlon - 800 Metres', '2:38.85', '680'), ('Pentathlon Women', '2760 p', '552'), ('Heptathlon', '3734 p', '534')]",False,,19,5,2,12,7,1,4,7,6
Onbekend,Aghoghovbia Olujimi,5794134,19,Nigeria,Man,250,Zonder specialiteit,16,1,14,182,77,8,[],False,,10,2,8,1,1,5,1,0,0
Onbekend,Agodirin Iyapo,5708839,28,Nigeria,Man,2840,Sprinters,20,2,15,192,94,8,"[('100 Metri', '13.57 s', '667'), ('200 Metri', '27.05 s', '713'), ('400 piani', '1:00.56', '737'), ('110 ostacoli', '20.24 s', '743'), ('400 ostacoli', '1:09.47', '789')]",False,,20,3,0,9,7,2,0,8,10
Onbekend,Agourram Jasmina,5794316,17,Al-Maghrib,Vrouw,1770,Zonder specialiteit,12,1,15,164,61,8,[],False,,20,1,3,2,10,4,6,0,0
Onbekend,Agrawal Devanaman,5795689,17,India,Man,1020,Zonder specialiteit,14,1,14,175,76,8,[],False,,17,2,3,3,2,1,10,0,0
Onbekend,Aguado Natalia,5745581,16,España,Vrouw,790,Sprinters,19,1,16,165,69,8,"[('100 Metri', '14.94 s', '633'), ('200 Metri', '29.88 s', '588'), ('400 piani', '1:08.29', '638'), ('110 ostacoli', '21.37 s', '636'), ('400 ostacoli', '1:18.23', '700')]",False,,11,4,2,9,0,1,2,6,8
Onbekend,Aguilar Cruz,5794601,15,Costa Rica,Man,160,Zonder specialiteit,11,1,15,169,72,8,[],False,,12,3,6,1,5,1,1,0,0
Onbekend,Aguilar Narciso,5793874,23,Colombia,Man,210,Zonder specialiteit,13,1,15,175,81,8,[],False,,14,2,5,2,2,3,0,0,0
