Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Speerwerpen,Abaye Omosupe,5690451,19,Nigeria,Vrouw,500,Werpers,20,2,12,177,76,9,"[('Getto del peso', '7.12 m', '0'), ('Lancio del disco', '26.09 m', '36'), ('Lancio del martello', '22.03 m', '3'), ('Giavellotto', '21.54 m', '46')]",False,,13,8,2,2,0,2,6,5,5
Onbekend,Abdou Gladys,5834848,16,France,Vrouw,290,Zonder specialiteit,16,1,15,156,49,9,[],False,,10,1,1,8,2,2,3,0,0
Onbekend,Abdul Salam Cahya,5834310,19,Malaysia,Vrouw,1310,Zonder specialiteit,13,1,15,169,67,9,[],False,,18,2,1,2,10,3,6,0,0
Onbekend,Abdullah Genevieve,5834753,20,Malaysia,Vrouw,800,Zonder specialiteit,20,1,15,169,67,9,[],False,,12,1,7,3,4,10,0,0,0
Marathon,Ābele Solvita,5671090,19,Latvija,Vrouw,710,Langeafstandslopers,20,2,11,167,71,9,"[('5000 Metri', '22:00.66', '385'), ('10000 Metri', '48:07.96', '369'), ('Maratona', '3h:17:38.52', '477')]",False,,8,1,2,1,3,9,1,7,7
Onbekend,Ābele Velga,5833177,18,Latvija,Vrouw,530,Zonder specialiteit,13,1,14,165,59,9,[],False,,13,3,2,6,1,3,9,0,0
Onbekend,Abend Shira,5834750,23,Yisra'el,Vrouw,140,Zonder specialiteit,19,1,15,173,65,9,[],False,,10,4,3,6,3,5,4,0,0
Onbekend,Āboliņš Arvis,5834101,19,Latvija,Man,470,Zonder specialiteit,13,1,15,183,84,9,[],False,,9,6,3,1,1,1,9,0,0
Onbekend,Āboliņš Kaspars,5833986,20,Latvija,Man,620,Zonder specialiteit,13,1,15,197,97,9,[],False,,18,6,3,3,1,2,3,0,0
Onbekend,Abrami Ilyas,5748711,17,Al-Maghrib,Man,1460,Werpers,20,1,16,170,74,9,"[('Getto del peso', '5.72 m', '0'), ('Lancio del disco', '22.81 m', '0'), ('Lancio del martello', '22.46 m', '0'), ('Giavellotto', '26.76 m', '16')]",False,,20,3,2,6,3,2,7,8,5
Onbekend,Abramov Robert,5833668,22,Belarus,Man,810,Zonder specialiteit,13,1,15,176,76,9,[],False,,11,1,2,3,0,5,10,0,0
Onbekend,Abreu Naldo,5737894,19,Uruguay,Man,3800,Springers,19,2,15,193,95,9,"[('Salto in alto', '1.08 m', '274'), (""Salto con l'asta"", '2.82 m', '237'), ('Salto in lungo', '3.85 m', '239'), ('Salto triplo', '7.93 m', '253')]",False,,18,1,2,4,13,10,2,2,6
Onbekend,Abrunhosa Viviana,5835166,15,Portugal,Vrouw,690,Zonder specialiteit,17,1,15,151,48,9,[],False,,7,3,0,10,2,2,1,0,0
Onbekend,Abulog Ahmad,5834683,22,Malaysia,Man,1000,Zonder specialiteit,11,1,15,185,84,9,[],False,,20,3,2,2,6,1,2,0,0
Onbekend,Accardo Wanda,5817131,16,Italia,Vrouw,860,Sprinters,17,1,14,164,66,9,"[('100 Metri', '14.95 s', '631'), ('200 Metri', '29.83 s', '593'), ('400 piani', '1:08.31', '637'), ('110 ostacoli', '21.44 s', '627'), ('400 ostacoli', '1:18.62', '687')]",False,,8,2,3,8,1,0,2,9,7
Onbekend,Aceituno Ramiro,5833537,16,Perú,Man,830,Zonder specialiteit,12,1,15,181,79,9,[],False,,19,1,2,2,7,3,3,0,0
