Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Abaloira Teodora,5746670,17,España,Vrouw,590,Meerkampers,14,1,14,164,65,6,"[('Pentathlon Women - 100 Metres Hurdles', '21.25 s', '611'), ('Pentathlon Women - High Jump', '0.45 m', '291'), ('Pentathlon Women - Shot Put', '5.36 m', '315'), ('Pentathlon Women - Long Jump', '2.17 m', '416'), ('Pentathlon Women - 800 Metres', '2:45.35', '565'), ('Heptathlon - 100 Metres Hurdles', '21.2 s', '617'), ('Heptathlon - High Jump', '0.45 m', '291'), ('Heptathlon - Shot Put', '5.41 m', '318'), ('Heptathlon - 200 Metres', '29.48 s', '510'), ('Heptathlon - Long Jump', '2.15 m', '412'), ('Heptathlon - Javelin Throw', '19.34 m', '408'), ('Heptathlon - 800 Metres', '2:45.82', '556'), ('Pentathlon Women', '2196 p', '439'), ('Heptathlon', '3111 p', '445')]",False,,6,6,0,8,3,2,4,8,7
Onbekend,Abbas Luana,5752849,18,Indonesia,Vrouw,400,Zonder specialiteit,18,1,14,175,66,6,[],False,,9,3,0,3,1,9,1,0,0
Onbekend,Abel Brooke,5754464,24,Australia,Vrouw,850,Zonder specialiteit,14,1,15,171,65,6,[],False,,12,4,10,1,1,1,2,0,0
Onbekend,Abouelkassem Tutankhamun,5754177,18,Miṣr,Man,720,Zonder specialiteit,14,1,15,183,81,6,[],False,,9,2,10,2,2,3,6,0,0
Onbekend,About Rosa,5751454,22,Switzerland,Vrouw,710,Zonder specialiteit,20,1,14,164,60,6,[],False,,12,4,2,3,8,3,9,0,0
Onbekend,Abramski Naarah,5753036,19,Yisra'el,Vrouw,1010,Zonder specialiteit,20,1,15,181,74,6,[],False,,11,10,1,2,6,0,2,0,0
Onbekend,Accetta Amedeo,5753683,17,Italia,Man,530,Zonder specialiteit,14,1,15,171,66,6,[],False,,15,2,1,8,7,1,0,0,0
Onbekend,Acedo Carlota,5753464,15,España,Vrouw,650,Sprinters,14,1,15,157,58,6,[],False,,9,3,3,5,3,2,3,8,8
Onbekend,Aceituno Úrsula,5753979,15,Perú,Vrouw,900,Zonder specialiteit,17,1,15,150,46,6,[],False,,12,3,7,1,1,1,10,0,0
Onbekend,Acevedo Carson,5709308,20,United States,Man,1400,Sprinters,18,1,11,170,70,6,"[('100 Metri', '13.78 s', '628'), ('200 Metri', '27.44 s', '676'), ('400 piani', '1:00.66', '733'), ('110 ostacoli', '20.48 s', '714'), ('400 ostacoli', '1:10.00', '770')]",False,,17,4,2,10,7,2,0,6,4
