Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aarup Søren,5669618,15,Danmark,Man,490,Zonder specialiteit,18,1,15,151,53,[],False,,17,2,1,2,5,1,1,0,0
Onbekend,Abadexo Eladio,5560103,18,España,Man,370,Sprinters,20,1,12,175,82,"[('100 meter', '14.22 s', '542', 1), ('200 meter', '28.48 s', '578', 1), ('400 meter', '1:03.22', '626', 1), ('110 meter horden', '21.55 s', '580', 1), ('400 meter horden', '1:13.23', '655', 1)]",False,,10,6,0,3,1,2,2,8,6
Onbekend,Abadía Aratz,5630901,18,España,Man,1910,Snelwandelaars,19,1,16,182,89,"[('10 km snelwandelen', '1h:02:04.11', '625', 1), ('20 km snelwandelen', '2h:01:13.83', '623', 1), ('50 km snelwandelen', '5h:09:27.48', '566', 1)]",False,,20,2,8,3,4,1,2,7,9
Onbekend,Abantos Irene,5639454,18,España,Vrouw,670,Sprinters,19,1,16,183,79,"[('100 meter', '15.46 s', '541', 1), ('200 meter', '30.88 s', '499', 1), ('400 meter', '1:10.65', '547', 1), ('100 meter horden', '21.20 s', '657', 1), ('400 meter horden', '1:18.36', '699', 1)]",False,,7,1,3,1,9,5,2,6,5
Onbekend,Abarca Mariña,5653266,16,España,Vrouw,850,Meerkampers,14,1,15,171,67,"[('Vijfkamp Vrouwen - 100 meter horden', '21.59 s', '564', 1), ('Vijfkamp Vrouwen - Hoogspringen', '0.49 m', '320', 1), ('Vijfkamp Vrouwen - Kogelstoten', '7.01 m', '412', 1), ('Vijfkamp Vrouwen - Verspringen', '1.99 m', '382', 1), ('Vijfkamp Vrouwen - 800 meter', '2:47.58', '525', 1), ('Zevenkamp - 100 meter horden', '21.50 s', '576', 1), ('Zevenkamp - Hoogspringen', '0.49 m', '320', 1), ('Zevenkamp - Kogelstoten', '7.23 m', '425', 1), ('Zevenkamp - 200 meter', '30.10 s', '447', 1), ('Zevenkamp - Verspringen', '1.99 m', '382', 1), ('Zevenkamp - Speerwerpen', '22.54 m', '475', 1), ('Zevenkamp - 800 meter', '2:47.68', '523', 1), ('Vijfkamp Vrouwen', '2203 p', '441', 1), ('Zevenkamp', '3148 p', '450', 1)]",False,,15,9,1,3,6,1,3,4,7
Onbekend,Abargil Timna,5667970,17,Yisra'el,Vrouw,330,Zonder specialiteit,13,1,15,159,60,[],False,,6,8,1,3,1,1,1,0,0
Onbekend,Abarrientos Rizalia,5668885,24,Pilipinas,Vrouw,1010,Zonder specialiteit,13,1,15,161,61,[],False,,11,1,7,1,10,3,3,0,0
20 km snelwandelen,Abbondanzieri Carlos,5156255,35,Argentina,Man,9850,Snelwandelaars,17,14,17,167,47,"[('10 km snelwandelen', '57:52.65', '803', 1), ('20 km snelwandelen', '1h:48:19.55', '905', 1), ('50 km snelwandelen', '4h:41:34.29', '810', 1)]",False,,17,0,15,2,6,0,0,9,6
Onbekend,Abdelaziz Nefertum,5666682,20,Miṣr,Man,180,Zonder specialiteit,17,1,15,174,75,[],False,,12,3,5,1,6,1,0,0,0
Onbekend,Abdul Salam Rhyanna,5669652,22,Malaysia,Vrouw,1070,Zonder specialiteit,16,1,15,169,66,[],False,,12,5,5,1,10,2,0,0,0
Onbekend,Abellán Garazi,5603817,18,España,Vrouw,3270,Springers,20,1,15,163,65,"[('Hoogspringen', '0.89 m', '190', 1), ('Polsstokhoogspringen', '2.14 m', '234', 1), ('Verspringen', '2.95 m', '207', 1), ('Hinkstapspringen', '6.16 m', '245', 1)]",False,,15,3,10,1,6,11,3,9,9
Onbekend,Abellán Tanausú,5540657,18,España,Man,2030,Werpers,20,2,16,197,108,"[('Kogelstoten', '5.72 m', '0', 0), ('Discuswerpen', '19.44 m', '0', 0), ('Kogelslingeren', '21.73 m', '0', 0), ('Speerwerpen', '24.32 m', '0', 0)]",False,,18,0,3,3,3,9,5,9,8
Onbekend,Abeylegesse Nesrin,5666716,18,Türkiye,Vrouw,930,Zonder specialiteit,14,1,15,163,59,[],False,,19,1,2,2,2,3,8,0,0
Onbekend,Abós Samara,5667068,17,España,Vrouw,1040,Sprinters,11,1,15,157,51,"[('100 meter', '15.04 s', '615', 1), ('200 meter', '30.15 s', '564', 1), ('400 meter', '1:08.60', '626', 1), ('100 meter horden', '21.35 s', '639', 1), ('400 meter horden', '1:18.65', '690', 1)]",False,,9,2,1,10,3,6,2,6,6
10.000 meter,Abrego Concha,5487640,25,España,Vrouw,3120,Langeafstandslopers,20,3,13,165,55,"[('5.000 meter', '20:04.64', '639', 0), ('10.000 meter', '42:35.34', '703', 0), ('Marathon', '3h:02:53.80', '685', 0)]",False,,18,3,12,9,3,1,2,7,6
