Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Abarca Sixto,5690939,16,España,Man,610,Werpers,13,1,15,178,71,"[('Kogelstoten', '5.75 m', '0', 8), ('Discuswerpen', '22.27 m', '0', 8), ('Kogelslingeren', '20.80 m', '0', 8), ('Speerwerpen', '26.08 m', '0', 8)]",False,,12,3,2,5,1,3,7,6,8
Onbekend,Abd Rahman Rhyanna,5691878,20,Malaysia,Vrouw,400,Zonder specialiteit,16,1,14,163,63,[],False,,14,4,1,2,7,8,1,0,0
Onbekend,Abdou Rayan,5578265,18,France,Man,1390,Middenafstandslopers,20,2,14,190,93,"[('800 meter', '2:25.92', '657', 8), ('1.500 meter', '4:48.39', '664', 8), ('3.000 meter steeplechase', '14:10.88', '698', 8)]",False,,10,2,11,2,4,4,3,7,7
Onbekend,Abdulov Vitaliy,5692946,16,Rossiya,Man,910,Zonder specialiteit,13,1,15,169,67,[],False,,19,1,8,0,2,2,2,0,0
Onbekend,Abdulova Varvara,5693541,19,Rossiya,Vrouw,1130,Zonder specialiteit,20,1,15,174,64,[],False,,8,1,9,0,9,6,1,0,0
Onbekend,Abdulrahim Rahmat,5693139,20,Indonesia,Man,540,Zonder specialiteit,16,1,15,180,79,[],False,,13,2,2,7,1,8,0,0,0
Onbekend,Abela Rexana,5692158,19,Malta,Vrouw,70,Zonder specialiteit,11,1,14,166,63,[],False,,9,2,3,3,2,4,3,0,0
Onbekend,Abellán Caterina,5651137,15,España,Vrouw,620,Zonder specialiteit,20,2,16,173,71,[],False,,6,1,1,2,2,9,3,0,0
Onbekend,Abercrombie Lydia,5659293,17,Great Britain,Vrouw,650,Sprinters,20,1,16,157,60,"[('100 meter', '15.16 s', '594', 8), ('200 meter', '30.16 s', '563', 8), ('400 meter', '1:08.61', '626', 8), ('100 meter horden', '20.99 s', '683', 8), ('400 meter horden', '1:17.97', '712', 8)]",False,,13,2,2,8,6,1,3,7,4
Onbekend,Āboltiņš Rinalds,5693246,17,Latvija,Man,590,Zonder specialiteit,18,1,15,165,72,[],False,,13,1,8,2,4,8,1,0,0
Onbekend,Abrahams Javaun,5692541,15,Jamaica,Man,1030,Zonder specialiteit,16,1,14,163,67,[],False,,11,10,2,2,1,2,2,0,0
Onbekend,Abram Zala,5692775,18,Slovenija,Vrouw,60,Zonder specialiteit,15,1,15,174,65,[],False,,8,1,3,2,2,2,3,0,0
Onbekend,Abramov Spartak,5693715,24,Rossiya,Man,1510,Zonder specialiteit,11,1,15,181,84,[],False,,20,1,3,2,10,4,6,0,0
Onbekend,Abramova Kira,5692445,22,Rossiya,Vrouw,980,Zonder specialiteit,17,1,14,185,75,[],False,,13,2,0,1,10,3,3,0,0
Onbekend,Abuda Rutchell,5691627,19,Pilipinas,Vrouw,1010,Zonder specialiteit,15,1,14,159,51,[],False,,17,3,3,2,10,3,3,0,0
Onbekend,Aceituno David,5693324,15,Perú,Man,110,Zonder specialiteit,11,1,15,171,74,[],False,,8,1,5,3,6,1,5,0,0
Onbekend,Aceto Ermanno,5662291,17,Italia,Man,1280,Sprinters,19,1,13,185,86,"[('100 meter', '13.52 s', '677', 8), ('200 meter', '27.21 s', '698', 8), ('400 meter', '1:00.36', '745', 8), ('110 meter horden', '20.77 s', '677', 8), ('400 meter horden', '1:10.22', '762', 8)]",False,,10,4,2,10,2,1,3,8,7
Onbekend,Acevedo Tula,5692772,22,Perú,Vrouw,470,Zonder specialiteit,16,1,15,174,74,[],False,,17,1,6,2,3,1,3,0,0
Onbekend,Achard Nathan,5691196,17,France,Man,160,Zonder specialiteit,16,1,15,182,76,[],False,,9,1,3,7,3,0,2,0,0
Kogelslingeren,Acosta Angela,5212938,29,Colombia,Vrouw,25220,Werpers,20,11,17,164,59,"[('Kogelstoten', '15.72 m', '678', 8), ('Discuswerpen', '55.56 m', '730', 8), ('Kogelslingeren', '47.95 m', '645', 8), ('Speerwerpen', '44.23 m', '703', 8)]",False,,18,17,2,0,1,3,17,9,10
Onbekend,Acosta Jeremías,5636467,17,España,Man,1120,Langeafstandslopers,20,1,19,175,82,"[('5.000 meter', '17:42.45', '544', 8), ('10.000 meter', '41:36.73', '492', 8), ('Marathon', '2h:50:28.31', '537', 8)]",False,,10,3,5,10,2,3,1,5,4
Onbekend,Adamczewski Maksymilian,5691959,16,Polska,Man,120,Zonder specialiteit,18,1,14,188,91,[],False,,12,2,3,3,4,4,3,0,0
Onbekend,Adejo Omalara,5692057,21,Nigeria,Vrouw,1160,Zonder specialiteit,16,1,15,189,84,[],False,,16,1,8,2,2,1,10,0,0
Onbekend,Adewunmi Olushola,5692917,23,Nigeria,Man,820,Zonder specialiteit,15,1,15,194,89,[],False,,7,3,3,9,2,7,8,0,0
Onbekend,Adiprasetyo Andryan,5692525,18,Indonesia,Man,690,Zonder specialiteit,20,1,14,173,71,[],False,,16,2,3,1,2,9,3,0,0
Onbekend,Adriaans Janke,5691219,16,Nederland,Vrouw,670,Langeafstandslopers,14,1,14,159,57,"[('5.000 meter', '21:37.53', '436', 8), ('10.000 meter', '47:55.72', '382', 8), ('Marathon', '3h:20:21.87', '439', 8)]",False,,11,1,2,2,5,9,3,7,6
Onbekend,Aernout Kimberly,5692641,14,België,Vrouw,1210,Snelwandelaars,15,1,15,154,53,"[('10 km snelwandelen', '1h:10:15.59', '537', 8), ('20 km snelwandelen', '2h:20:46.50', '524', 8), ('50 km snelwandelen', '5h:48:54.62', '466', 8)]",False,,20,3,5,1,2,2,6,7,7
