Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Abadía Darío,5695274,17,España,Man,270,Zonder specialiteit,15,1,15,181,81,[],False,,7,0,3,2,2,1,8,0,0
Onbekend,Abdulov Feliks,5695300,16,Rossiya,Man,1270,Zonder specialiteit,15,1,15,167,71,[],False,,20,2,3,3,9,2,3,0,0
Onbekend,Abdulov Vitaliy,5692946,16,Rossiya,Man,900,Zonder specialiteit,13,1,14,170,68,[],False,,19,1,8,0,2,2,2,0,0
Onbekend,Abdulova Varvara,5693541,19,Rossiya,Vrouw,1130,Zonder specialiteit,20,1,15,174,65,[],False,,8,1,9,0,9,6,1,0,0
Onbekend,Abdulrahim Rahmat,5693139,20,Indonesia,Man,540,Zonder specialiteit,17,1,14,180,80,[],False,,13,2,2,7,1,8,0,0,0
Onbekend,Abella Yvette,5695135,22,Colombia,Vrouw,840,Zonder specialiteit,19,1,15,169,64,[],False,,12,5,2,3,10,1,4,0,0
Onbekend,Abercrombie Lydia,5659293,17,Great Britain,Vrouw,650,Sprinters,20,1,16,157,60,"[('100 meter', '14.89 s', '642', 9), ('200 meter', '29.74 s', '601', 9), ('400 meter', '1:08.00', '649', 9), ('100 meter horden', '20.98 s', '684', 9), ('400 meter horden', '1:17.36', '732', 9)]",False,,13,2,2,8,6,1,3,7,4
Onbekend,Āboltiņš Rinalds,5693246,17,Latvija,Man,580,Zonder specialiteit,18,1,14,166,73,[],False,,13,1,8,2,4,8,1,0,0
Onbekend,Abourazzouk Amal,5694666,15,Al-Maghrib,Man,860,Zonder specialiteit,12,1,14,181,80,[],False,,10,1,3,6,3,10,2,0,0
Onbekend,Abrahamian Per,5694783,14,Sverige,Man,1120,Zonder specialiteit,17,1,15,163,64,[],False,,14,10,1,1,1,3,1,0,0
Onbekend,Abram Zala,5692775,18,Slovenija,Vrouw,60,Zonder specialiteit,15,1,15,174,65,[],False,,8,1,3,2,2,2,3,0,0
Onbekend,Abramov Spartak,5693715,24,Rossiya,Man,1500,Zonder specialiteit,11,1,14,181,84,[],False,,20,1,3,2,10,4,6,0,0
Onbekend,Abramova Milena,5695544,24,Rossiya,Vrouw,470,Zonder specialiteit,17,1,15,165,58,[],False,,7,2,3,2,9,3,2,0,0
Onbekend,Abrunhosa Renato,5679677,15,Portugal,Man,710,Sprinters,17,1,15,171,75,"[('100 meter', '13.83 s', '617', 9), ('200 meter', '27.57 s', '664', 9), ('400 meter', '1:01.16', '712', 9), ('110 meter horden', '20.94 s', '656', 9), ('400 meter horden', '1:11.49', '717', 9)]",False,,8,1,2,9,1,2,3,8,5
Onbekend,Aceituno David,5693324,15,Perú,Man,110,Zonder specialiteit,12,1,14,172,75,[],False,,8,1,5,3,6,1,5,0,0
Onbekend,Acevedo Tula,5692772,22,Perú,Vrouw,470,Zonder specialiteit,17,1,14,174,74,[],False,,17,1,6,2,3,1,3,0,0
Onbekend,Achard Nathan,5691196,17,France,Man,160,Zonder specialiteit,16,1,14,183,77,[],False,,9,1,3,7,3,0,2,0,0
Onbekend,Acosta Leon,5695347,18,Uruguay,Man,1110,Zonder specialiteit,12,1,15,177,77,[],False,,18,9,3,8,3,2,2,0,0
Onbekend,Acuña Julian,5695348,20,Chile,Man,330,Zonder specialiteit,16,1,15,180,80,[],False,,8,1,8,3,3,1,3,0,0
Onbekend,Acuto Giada,5695678,14,Italia,Vrouw,160,Zonder specialiteit,16,1,14,153,54,[],False,,12,3,1,3,1,6,2,0,0
Onbekend,Adelsward Sanna,5694581,15,Sverige,Vrouw,930,Zonder specialiteit,20,1,15,166,61,[],False,,15,3,2,1,3,0,10,0,0
Onbekend,Adewunmi Olushola,5692917,23,Nigeria,Man,820,Zonder specialiteit,15,1,14,194,89,[],False,,7,3,3,9,2,7,8,0,0
Onbekend,Adriani Donatello,5695867,15,Italia,Man,400,Zonder specialiteit,11,1,14,164,64,[],False,,17,1,2,1,3,1,2,0,0
Onbekend,Aedla Arno,5695931,18,Eesti,Man,510,Zonder specialiteit,18,1,15,164,63,[],False,,8,2,7,2,3,1,9,0,0
Onbekend,Aernouts Eefje,5651025,15,België,Vrouw,500,Middenafstandslopers,20,1,14,159,60,"[('800 meter', '2:43.38', '583', 9), ('1.500 meter', '5:23.25', '604', 9), ('3.000 meter steeplechase', '17:36.37', '604', 9)]",False,,13,4,6,7,0,4,1,6,7
Onbekend,Afanasyev Vsevolod,5695836,15,Belarus,Man,1100,Zonder specialiteit,14,1,15,179,79,[],False,,6,2,10,7,1,1,1,0,0
Onbekend,Aganzo Arsenio,5675727,14,España,Man,750,Springers,17,1,16,180,79,"[('Hoogspringen', '0.89 m', '125', 8), ('Polsstokhoogspringen', '2.38 m', '110', 8), ('Verspringen', '3.66 m', '214', 8), ('Hinkstapspringen', '6.75 m', '133', 8)]",False,,11,1,1,5,4,9,3,6,6
Onbekend,Agarwal Abdhisayana,5695365,24,India,Man,1100,Zonder specialiteit,16,1,14,175,74,[],False,,19,1,2,2,3,4,9,0,0
Onbekend,Agger Marcus,5695125,19,Danmark,Man,1770,Zonder specialiteit,17,1,15,164,62,[],False,,20,5,2,1,10,2,2,0,0
