Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Abarca Luna,5716537,19,México,Vrouw,1180,Zonder specialiteit,12,1,14,170,63,[],False,,19,3,3,3,2,8,8,0,0
Onbekend,Abel Simon,5719476,20,Danmark,Man,390,Zonder specialiteit,13,1,15,178,76,[],False,,8,7,2,1,3,2,8,0,0
Onbekend,Abela Georgia,5716514,24,Malta,Vrouw,1260,Zonder specialiteit,17,1,14,173,67,[],False,,20,3,2,8,2,1,3,0,0
Onbekend,Abelenda Beatrisa,5717522,22,Uruguay,Vrouw,170,Zonder specialiteit,13,1,15,170,63,[],False,,12,2,3,6,1,3,2,0,0
Onbekend,Abelsson Mikaela,5717399,24,Sverige,Vrouw,480,Zonder specialiteit,15,1,15,181,73,[],False,,16,0,8,1,1,3,1,0,0
Onbekend,Abiodun Olufunmilayo,5719391,19,Nigeria,Vrouw,380,Zonder specialiteit,15,1,15,180,71,[],False,,9,3,2,5,1,2,8,0,0
Onbekend,Aboucherouane Amina,5719678,17,Al-Maghrib,Vrouw,460,Zonder specialiteit,16,1,15,174,68,[],False,,9,1,3,2,9,3,6,0,0
Onbekend,Abramović Đorđe,5666353,19,Srbija,Man,2410,Springers,20,2,17,162,61,"[('Hoogspringen', '0.99 m', '204', 5), ('Polsstokhoogspringen', '2.83 m', '240', 5), ('Verspringen', '3.92 m', '270', 5), ('Hinkstapspringen', '8.01 m', '266', 5)]",False,,19,1,1,4,9,8,0,8,9
Onbekend,Abreu Félix,5714833,25,España,Man,1370,Langeafstandslopers,17,1,15,195,97,"[('5.000 meter', '18:20.20', '447', 6), ('10.000 meter', '42:37.81', '424', 6), ('Marathon', '2h:55:10.83', '461', 6)]",False,,20,2,9,3,3,2,2,6,2
Onbekend,Abu Samah Adiputera,5716400,19,Malaysia,Man,60,Zonder specialiteit,19,1,14,183,80,[],False,,8,4,3,0,1,1,3,0,0
Onbekend,Acevedo Soledad,5717823,15,Perú,Vrouw,330,Zonder specialiteit,13,1,15,171,63,[],False,,12,3,2,3,7,4,7,0,0
Onbekend,Acharya Candraprabhava,5717259,23,India,Man,670,Zonder specialiteit,20,1,15,168,68,[],False,,16,2,2,3,0,9,3,0,0
Onbekend,Acquino Gina,5717785,16,Italia,Vrouw,340,Zonder specialiteit,18,1,15,161,57,[],False,,7,1,3,2,2,6,8,0,0
Onbekend,Acuña Diego,5716848,24,Costa Rica,Man,720,Zonder specialiteit,19,1,14,196,96,[],False,,19,1,6,1,5,2,2,0,0
Onbekend,Adach Wojciech,5718857,17,Polska,Man,240,Zonder specialiteit,11,1,15,174,72,[],False,,11,4,1,2,2,7,3,0,0
Onbekend,Adamcová Gabriela,5719010,17,Česká republika,Vrouw,630,Zonder specialiteit,11,1,15,155,52,[],False,,11,2,4,2,2,9,3,0,0
Onbekend,Adamkienė Lukrecija,5717614,22,Lietuva,Vrouw,160,Zonder specialiteit,18,1,15,177,73,[],False,,9,7,4,4,1,2,3,0,0
Onbekend,Adams Arnel,5716841,21,Pilipinas,Man,1110,Zonder specialiteit,19,1,15,193,93,[],False,,19,3,1,3,9,2,3,0,0
Onbekend,Adejo Bunmi,5717448,18,Nigeria,Vrouw,350,Zonder specialiteit,18,1,15,165,60,[],False,,16,4,3,1,3,2,1,0,0
Onbekend,Adnyana Prakoso,5719491,17,Indonesia,Man,1730,Zonder specialiteit,15,1,15,181,78,[],False,,20,7,1,3,1,3,10,0,0
Onbekend,Aesma Ardo,5716363,24,Eesti,Man,180,Zonder specialiteit,13,1,14,166,64,[],False,,10,1,7,3,2,3,2,0,0
Onbekend,Afek Yitzhak,5716498,17,Yisra'el,Man,760,Zonder specialiteit,11,1,14,158,57,[],False,,11,2,3,2,7,10,2,0,0
Onbekend,Affini Gioele,5718152,16,Italia,Man,1250,Zonder specialiteit,14,1,15,173,74,[],False,,19,2,4,1,1,9,0,0,0
Hoogspringen,Afonso Miguel,4849760,38,Portugal,Man,3790,Springers,11,12,17,179,108,"[('Hoogspringen', '1.12 m', '306', 5), ('Polsstokhoogspringen', '2.82 m', '237', 5), ('Verspringen', '4.01 m', '290', 5), ('Hinkstapspringen', '7.82 m', '246', 5)]",False,,8,0,0,0,5,10,0,8,10
Onbekend,Afonso Youri,5659494,16,France,Man,430,Zonder specialiteit,20,1,11,162,69,[],False,,8,2,8,2,8,3,2,0,0
Onbekend,Agafonova Svetlana,5717556,20,Belarus,Vrouw,1380,Zonder specialiteit,20,1,15,164,56,[],False,,19,1,6,3,10,2,3,0,0
Onbekend,Agali Tobi,5719460,17,Nigeria,Vrouw,680,Zonder specialiteit,11,1,15,173,67,[],False,,18,2,1,7,2,1,3,0,0
Onbekend,Aglieri Adamo,5719244,14,Italia,Man,90,Zonder specialiteit,14,1,15,155,53,[],False,,11,4,3,3,2,1,1,0,0
Onbekend,Agnarsdóttir Finney,5716704,21,Ísland,Vrouw,180,Zonder specialiteit,16,1,14,180,73,[],False,,14,3,5,1,1,1,2,0,0
Onbekend,Agnew Alex,5717956,19,New Zealand,Vrouw,340,Zonder specialiteit,16,1,15,169,68,[],False,,13,2,1,3,3,8,3,0,0
Onbekend,Agostini Agnese,5703996,14,Italia,Vrouw,300,Snelwandelaars,17,1,15,162,58,"[('10 km snelwandelen', '1h:09:36.83', '562', 5), ('20 km snelwandelen', '2h:22:23.93', '493', 5), ('50 km snelwandelen', '5h:51:54.58', '442', 5)]",False,,10,4,2,6,7,1,3,6,5
