Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aas Erik,5699911,21,Norge,Man,730,Zonder specialiteit,17,1,15,171,71,[],False,,19,2,1,1,3,2,6,0,0
Onbekend,Aasen Torill,5697212,20,Norge,Vrouw,660,Zonder specialiteit,20,1,14,168,66,[],False,,8,2,3,8,6,8,3,0,0
Onbekend,Aavikko Olavi,5699083,18,Suomi,Man,900,Zonder specialiteit,11,1,14,191,87,[],False,,15,2,1,10,1,2,1,0,0
Onbekend,Abarca Óscar,5698641,20,El Salvador,Man,720,Zonder specialiteit,15,1,14,183,83,[],False,,10,4,8,1,3,1,9,0,0
Onbekend,Abdillah Adi,5699561,19,Malaysia,Man,130,Zonder specialiteit,18,1,15,178,75,[],False,,11,3,0,3,4,6,3,0,0
Onbekend,Abdillah Mamat,5699142,24,Malaysia,Man,160,Zonder specialiteit,12,1,15,174,77,[],False,,12,2,5,3,5,2,1,0,0
Onbekend,Abdillah Muda,5699490,21,Malaysia,Man,130,Zonder specialiteit,16,1,15,166,61,[],False,,12,2,1,5,3,3,2,0,0
Onbekend,Ābele Agris,5699529,25,Latvija,Man,1000,Zonder specialiteit,15,1,15,189,87,[],False,,20,0,5,3,4,3,1,0,0
Onbekend,Abella Clàudia,5699589,22,Colombia,Vrouw,210,Zonder specialiteit,13,1,15,179,75,[],False,,12,1,1,1,6,6,3,0,0
Onbekend,Abelski Yaniv,5699613,23,Yisra'el,Man,530,Zonder specialiteit,17,1,15,178,82,[],False,,8,3,4,0,1,1,9,0,0
Onbekend,Aben Joeri,5623406,18,Nederland,Man,1970,Springers,20,1,15,194,103,"[('Hoogspringen', '0.86 m', '102', 0), ('Polsstokhoogspringen', '2.05 m', '14', 0), ('Verspringen', '3.20 m', '114', 0), ('Hinkstapspringen', '5.54 m', '6', 0)]",False,,17,1,9,4,1,10,1,8,7
Hoogspringen,Abós Gala,5527484,23,España,Vrouw,2450,Springers,20,3,17,175,67,"[('Hoogspringen', '0.79 m', '104', 0), ('Polsstokhoogspringen', '1.92 m', '151', 0), ('Verspringen', '3.06 m', '237', 0), ('Hinkstapspringen', '5.65 m', '177', 0)]",False,,20,1,0,5,5,7,2,10,9
Onbekend,Aboub Jasmina,5699866,17,Al-Maghrib,Vrouw,50,Zonder specialiteit,19,1,15,158,55,[],False,,6,1,3,0,1,2,2,0,0
Onbekend,Abreu Isidoro,5611025,18,Portugal,Man,540,Snelwandelaars,19,2,20,174,83,"[('10 km snelwandelen', '1h:02:38.67', '600', 0), ('20 km snelwandelen', '2h:03:12.59', '580', 0), ('50 km snelwandelen', '5h:14:02.45', '526', 0)]",False,,6,1,5,2,1,1,1,7,7
Onbekend,Abreu Mirari,5643456,17,España,Vrouw,2720,Middenafstandslopers,13,1,14,167,69,"[('800 meter', '2:42.61', '596', 0), ('1.500 meter', '5:26.99', '574', 0), ('3.000 meter steeplechase', '17:52.58', '563', 0)]",False,,11,1,2,13,1,1,3,4,5
Onbekend,Abugeau Franck,5699639,18,France,Man,170,Zonder specialiteit,19,1,15,167,68,[],False,,13,5,3,3,3,1,3,0,0
Onbekend,Aceituno Santos,5699543,22,Perú,Man,610,Zonder specialiteit,20,1,15,190,82,[],False,,18,3,3,0,5,5,1,0,0
Onbekend,Acevedo Bieito,5699808,18,España,Man,820,Zonder specialiteit,12,1,15,156,54,[],False,,8,2,1,1,3,1,10,0,0
Hoogspringen,Achike Ewan,5388047,24,Great Britain,Man,6650,Springers,20,3,13,166,63,"[('Hoogspringen', '1.11 m', '298', 0), ('Polsstokhoogspringen', '2.96 m', '277', 0), ('Verspringen', '4.12 m', '313', 0), ('Hinkstapspringen', '7.96 m', '261', 0)]",False,,20,2,1,3,6,15,2,8,6
Onbekend,Acosta Daniela,5697227,20,Costa Rica,Vrouw,730,Zonder specialiteit,18,1,14,176,67,[],False,,16,2,3,2,2,9,3,0,0
Onbekend,Acquino Mauro,5592758,18,Italia,Man,3330,Sprinters,20,2,17,190,101,"[('100 meter', '13.35 s', '709', 0), ('200 meter', '26.52 s', '763', 0), ('400 meter', '59.13 s', '797', 0), ('110 meter horden', '20.01 s', '772', 0), ('400 meter horden', '1:08.95', '807', 0)]",False,,6,5,2,13,3,3,2,8,7
Onbekend,Adam Stacey,5697648,18,New Zealand,Vrouw,570,Springers,15,1,15,169,64,"[('Hoogspringen', '0.63 m', '0', 0), ('Polsstokhoogspringen', '1.47 m', '0', 0), ('Verspringen', '2.42 m', '66', 0), ('Hinkstapspringen', '4.44 m', '16', 0)]",False,,7,1,4,5,2,9,2,4,7
Onbekend,Adam Tristan,5698202,16,France,Man,490,Snelwandelaars,11,1,15,160,56,"[('10 km snelwandelen', '1h:03:35.43', '560', 0), ('20 km snelwandelen', '2h:03:21.37', '577', 0), ('50 km snelwandelen', '5h:13:08.50', '534', 0)]",False,,10,2,9,3,3,6,1,4,4
Onbekend,Adamiec Tadeusz,5594833,18,Polska,Man,2130,Springers,20,2,15,187,95,"[('Hoogspringen', '1.12 m', '306', 0), ('Polsstokhoogspringen', '3.05 m', '304', 0), ('Verspringen', '4.02 m', '292', 0), ('Hinkstapspringen', '8.42 m', '309', 0)]",False,,9,2,8,2,10,9,0,7,8
Onbekend,Ādamsone Inita,5699009,18,Latvija,Vrouw,50,Zonder specialiteit,13,1,14,171,66,[],False,,7,2,3,3,3,3,1,0,0
Onbekend,Adamus Przemysław,5648815,18,Polska,Man,1110,Langeafstandslopers,14,1,16,173,80,"[('5.000 meter', '18:34.13', '411', 0), ('10.000 meter', '43:07.70', '391', 0), ('Marathon', '2h:56:48.87', '435', 0)]",False,,10,10,3,3,1,2,2,7,5
Onbekend,Adamus Zbigniew,5698460,15,Polska,Man,100,Zonder specialiteit,13,1,14,165,70,[],False,,11,3,4,4,2,2,3,0,0
Onbekend,Adeola Baderinwa,5697233,19,Nigeria,Vrouw,620,Zonder specialiteit,16,1,15,174,65,[],False,,16,8,3,3,2,1,1,0,0
Onbekend,Adriani Olga,5589662,20,Italia,Vrouw,1250,Werpers,20,2,18,168,70,"[('Kogelstoten', '8.72 m', '119', 0), ('Discuswerpen', '31.26 m', '158', 0), ('Kogelslingeren', '26.80 m', '106', 0), ('Speerwerpen', '24.71 m', '138', 0)]",False,,16,10,3,3,2,1,6,5,6
Onbekend,Adriano Michelle,5697584,20,Pilipinas,Vrouw,120,Zonder specialiteit,17,1,14,178,74,[],False,,7,6,1,2,1,2,3,0,0
Onbekend,Aeple Sacha,5631450,18,Switzerland,Vrouw,1990,Sprinters,20,1,17,170,72,"[('100 meter', '14.33 s', '741', 0), ('200 meter', '28.86 s', '680', 0), ('400 meter', '1:06.55', '705', 0), ('100 meter horden', '20.22 s', '778', 0), ('400 meter horden', '1:14.23', '835', 0)]",False,,6,2,1,12,6,6,3,7,6
200 meter,Agafonov Taras,5284734,27,Rossiya,Man,9900,Sprinters,20,7,13,174,82,"[('100 meter', '12.66 s', '842', 0), ('200 meter', '24.93 s', '913', 0), ('400 meter', '56.50 s', '907', 0), ('110 meter horden', '19.06 s', '891', 0), ('400 meter horden', '1:04.75', '957', 0)]",False,,18,6,2,16,8,2,2,10,8
Onbekend,Agboola Mazi,5699350,19,Nigeria,Man,810,Zonder specialiteit,19,1,15,163,64,[],False,,15,9,6,2,1,5,3,0,0
Onbekend,Aggarwa Amaratatini,5649388,18,India,Vrouw,1850,Sprinters,20,1,16,171,72,"[('100 meter', '14.58 s', '697', 0), ('200 meter', '29.04 s', '664', 0), ('400 meter', '1:06.25', '717', 0), ('100 meter horden', '20.48 s', '746', 0), ('400 meter horden', '1:15.13', '805', 0)]",False,,20,5,1,10,7,3,2,6,5
