Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Week,Resultaten test,Club,Transfer deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,A Hadi Suresh,5857708,24,Malaysia,Man,110,Zonder specialiteit,18,1,15,185,84,6,[],False,,10,1,2,6,2,3,2,0,0
Onbekend,Aava Yuri,5860008,17,Eesti,Man,1100,Zonder specialiteit,14,1,15,173,74,6,[],False,,19,1,0,7,3,7,5,0,0
400 meter,Abdelaziz Lisimba,5698237,19,Miṣr,Man,1370,Sprinters,20,3,19,170,80,6,"[('100 Metri', '13.17 s', '743'), ('200 Metri', '26.48 s', '767'), ('400 piani', '57.43 s', '868'), ('110 ostacoli', '19.9 s', '786'), ('400 ostacoli', '1:08.41', '827')]",False,,8,8,1,10,6,1,0,7,6
1.500 meter,Abdul Salam Aishah,5527344,25,Malaysia,Vrouw,3920,Middenafstandslopers,20,5,19,158,59,6,"[('800 Metri', '2:34.73', '725'), ('1500 Metri', '4:55.91', '830'), ('3000 siepi', '16:29.15', '773')]",False,,18,8,10,7,2,1,2,10,11
Onbekend,Abdullah Amber,5859699,19,Malaysia,Vrouw,190,Zonder specialiteit,14,1,15,180,72,6,[],False,,11,2,5,6,6,2,3,0,0
Onbekend,Abdulrahim Chyntia,5859915,23,Indonesia,Vrouw,530,Zonder specialiteit,11,1,15,169,63,6,[],False,,9,9,2,3,1,0,3,0,0
Onbekend,Abdulrahim Kiara,5857627,15,Indonesia,Vrouw,500,Zonder specialiteit,13,1,15,162,56,6,[],False,,6,1,9,3,2,3,2,0,0
Onbekend,Ābele Guntis,5858372,23,Latvija,Man,80,Zonder specialiteit,18,1,15,188,83,6,[],False,,10,2,3,1,3,3,3,0,0
Onbekend,Abercrombie Amber,5726517,18,Great Britain,Vrouw,1270,Werpers,20,2,13,165,72,6,"[('Getto del peso', '8.13 m', '72'), ('Lancio del disco', '30.38 m', '138'), ('Lancio del martello', '26.38 m', '95'), ('Giavellotto', '24.63 m', '135')]",False,,17,10,3,2,6,2,5,7,6
Onbekend,Abougrisha Nebt het,5859083,17,Miṣr,Vrouw,300,Zonder specialiteit,11,1,15,168,60,6,[],False,,14,3,6,2,2,1,7,0,0
10.000 meter,Abraham Ondřej,5598535,28,Česká republika,Man,4500,Langeafstandslopers,20,5,11,184,84,6,"[('5000 Metri', '16:39.90', '704'), ('10000 Metri', '38:02.56', '730'), ('Maratona', '2h:38:37.64', '642')]",False,,14,2,10,9,4,0,1,11,11
Onbekend,Abrantes Renata,5860628,17,Portugal,Vrouw,720,Zonder specialiteit,18,1,15,176,72,6,[],False,,9,0,3,1,2,10,1,0,0
Onbekend,Aceski Kirili,5860220,15,FYR Makedonija,Man,650,Zonder specialiteit,11,1,15,151,49,6,[],False,,16,3,2,8,2,3,4,0,0
Onbekend,Acevedo Georgina,5859353,22,Chile,Vrouw,340,Zonder specialiteit,18,1,15,189,86,6,[],False,,11,8,2,3,2,2,1,0,0
Onbekend,Aceves Isidro,5857819,18,México,Man,230,Zonder specialiteit,12,1,14,180,77,6,[],False,,9,1,7,3,1,6,1,0,0
Onbekend,Achard Alexandre,5858160,14,France,Man,900,Zonder specialiteit,19,1,14,163,66,6,[],False,,9,3,2,4,3,10,4,0,0
100 meter horden,Acuña Alana,5497526,34,España,Vrouw,2400,Sprinters,19,6,19,174,58,6,"[('100 Metri', '14.27 s', '752'), ('200 Metri', '28.53 s', '710'), ('400 piani', '1:05.69', '738'), ('110 ostacoli', '20.16 s', '785'), ('400 ostacoli', '1:15.65', '784')]",False,,17,6,0,8,3,0,0,10,8
Onbekend,Acuña Aurelia,5858316,23,Chile,Vrouw,310,Zonder specialiteit,20,1,15,164,62,6,[],False,,15,6,2,2,1,1,3,0,0
Onbekend,Acuña Cindy,5859014,24,Costa Rica,Vrouw,360,Zonder specialiteit,12,1,15,168,71,6,[],False,,10,2,7,0,1,7,1,0,0
Onbekend,Acuña Estefanía,5859202,18,Costa Rica,Vrouw,450,Zonder specialiteit,19,1,15,164,60,6,[],False,,16,3,1,3,2,3,7,0,0
800 meter,Adam Alexander,5075551,37,Great Britain,Man,14310,Middenafstandslopers,20,14,18,169,64,6,"[('800 Metri', '2:06.82', '998'), ('1500 Metri', '4:16.15', '955'), ('3000 siepi', '12:54.19', '930')]",False,,17,0,11,16,0,0,0,10,9
Onbekend,Adame Otilio,5857668,15,España,Man,160,Zonder specialiteit,14,1,15,172,71,6,[],False,,11,3,3,6,4,3,1,0,0
Onbekend,Adami Noah,5859832,24,Malta,Man,730,Zonder specialiteit,18,1,15,187,89,6,[],False,,19,3,0,2,1,1,5,0,0
Onbekend,Adejo Morihinze,5859947,23,Nigeria,Man,1200,Zonder specialiteit,14,1,15,182,76,6,[],False,,9,1,0,3,10,1,8,0,0
Onbekend,Adepoju Hanna,5858540,20,Nigeria,Vrouw,460,Zonder specialiteit,15,1,15,188,78,6,[],False,,9,4,3,9,6,3,3,0,0
Onbekend,Adornado Rizalia,5841712,17,Pilipinas,Vrouw,2220,Sprinters,20,1,13,168,63,6,"[('100 Metri', '14.92 s', '636'), ('200 Metri', '29.82 s', '594'), ('400 piani', '1:08.00', '650'), ('110 ostacoli', '21.04 s', '677'), ('400 ostacoli', '1:17.42', '727')]",False,,20,0,2,11,6,0,7,4,7
Onbekend,Adurens Agnaldo,5860371,17,Brasil,Man,70,Zonder specialiteit,18,1,15,169,75,6,[],False,,9,3,3,1,3,3,1,0,0
Onbekend,Afinogenova Irina,5859823,16,Belarus,Vrouw,630,Zonder specialiteit,14,1,15,165,63,6,[],False,,18,3,7,2,2,3,3,0,0
Onbekend,Afinogenova Vera,5857686,18,Rossiya,Vrouw,400,Zonder specialiteit,14,1,15,169,66,6,[],False,,13,2,3,8,3,5,3,0,0
Onbekend,Afordakou Arxontia,5842956,17,Hellas,Vrouw,340,Werpers,17,1,15,170,63,6,"[('Getto del peso', '5.02 m', '0'), ('Lancio del disco', '19.92 m', '0'), ('Lancio del martello', '17.36 m', '0'), ('Giavellotto', '17.75 m', '0')]",False,,11,3,3,3,3,0,8,5,5
Onbekend,Agafonov Simon,5859234,19,Rossiya,Man,880,Zonder specialiteit,11,1,15,177,79,6,[],False,,20,5,2,2,3,1,2,0,0
Onbekend,Agbetu Olaniyan,5858415,23,Nigeria,Man,1190,Zonder specialiteit,13,1,14,194,99,6,[],False,,16,2,10,2,5,3,2,0,0
Onbekend,Agka Tina,5860640,15,Hellas,Vrouw,60,Zonder specialiteit,14,1,15,154,51,6,[],False,,8,1,1,1,1,2,2,0,0
Onbekend,Agourram Saïd,5858636,17,Al-Maghrib,Man,480,Zonder specialiteit,13,1,14,165,66,6,[],False,,12,8,1,2,8,1,4,0,0
Onbekend,Agüero Antonio,5857474,14,España,Man,700,Zonder specialiteit,16,1,12,181,78,6,[],False,,18,8,3,2,3,1,2,0,0
Onbekend,Águila Tomás,5857756,20,El Salvador,Man,660,Zonder specialiteit,18,1,14,164,65,6,[],False,,16,1,4,2,1,8,6,0,0
Onbekend,Aguirre Lucía,5856701,16,España,Vrouw,660,Sprinters,14,1,14,175,71,6,[],False,,7,2,2,8,2,1,2,6,8
Onbekend,Aguirre Venustiano,5859969,16,México,Man,830,Zonder specialiteit,16,1,15,164,71,6,[],False,,16,2,2,9,1,2,3,0,0
Onbekend,Agulla Dolores,5859164,16,Argentina,Vrouw,140,Zonder specialiteit,12,1,15,173,63,6,[],False,,13,3,2,3,4,3,2,0,0
Onbekend,Agyepong Harris,5638144,22,Great Britain,Man,1440,Middenafstandslopers,20,1,11,171,68,6,"[('800 Metri', '2:26.89', '639'), ('1500 Metri', '4:49.40', '655'), ('3000 siepi', '14:26.05', '652')]",False,,20,3,8,5,3,3,2,7,5
Onbekend,Ahanfouf Fatima,5857718,21,Al-Maghrib,Vrouw,1030,Zonder specialiteit,12,1,14,172,69,6,[],False,,14,2,1,6,9,8,1,0,0
Onbekend,Ahmed Natisa,5858614,18,India,Vrouw,470,Zonder specialiteit,13,1,14,160,59,6,[],False,,11,2,9,4,2,1,6,0,0
Onbekend,Ahrens Martin,5860182,21,Chile,Man,190,Zonder specialiteit,13,1,15,192,88,6,[],False,,13,3,1,6,2,2,2,0,0
Onbekend,Aiken Samantha,5860812,24,Jamaica,Vrouw,700,Zonder specialiteit,18,1,15,181,77,6,[],False,,14,7,1,9,2,3,3,0,0
Onbekend,Aiza Manuel,5827679,17,España,Man,480,Meerkampers,14,1,14,174,78,6,"[('Pentathlon Men - Long Jump', '2.2 m', '343'), ('Pentathlon Men - Javelin Throw', '19.91 m', '320'), ('Pentathlon Men - 200 Metres', '28.72 s', '470'), ('Pentathlon Men - Discus Throw', '18.69 m', '315'), ('Pentathlon Men - 1500 Metres', '5:07.16', '407'), ('Decathlon - 100 Metres', '14.39 s', '428'), ('Decathlon - Long Jump', '2.22 m', '347'), ('Decathlon - Shot Put', '4.55 m', '257'), ('Decathlon - High Jump', '0.5 m', '297'), ('Decathlon - 400 Metres', '1:03.63', '522'), ('Decathlon - 110 Metres Hurdles', '21.46 s', '473'), ('Decathlon - Discus Throw', '18.54 m', '312'), ('Decathlon - Pole Vault', '1.57 m', '331'), ('Decathlon - Javelin Throw', '19.73 m', '317'), ('Decathlon - 1500 Metres', '5:06.74', '411'), ('Pentathlon Men', '1854 p', '371'), ('Decathlon', '3693 p', '370')]",False,,16,4,1,2,5,2,2,7,5
Onbekend,Ajuru Nourbese,5858185,16,Nigeria,Vrouw,1600,Zonder specialiteit,19,1,15,165,60,6,[],False,,19,2,2,1,2,3,10,0,0
